year	읍면동명	자치구	선거인수	새누리당	더불어민주당	국민의당	비율	독거노인수	유년부양비	노년부양비	노령화지수	사업체수	종사자수	사업체 창업률	기초수급자인원수	보육시설	금융기관	사업체 평균연령	장애등급별 장애인현황	인구	면적	인구밀도	소득(동별)
2016	이촌2동	용산구	7749	2193	1884	650	0.463930611	353	14.6	23.8	163.2	340	821	9.12	94	202	4	12.083	357	9380	1.22	7689	379744.772
2016	이태원1동	용산구	6837	1517	1365	379	0.465194726	327	10.1	21.6	213	1714	8286	13.94	157	228	7	7.833	246	8806	0.57	15449	382311.468
2016	이태원2동	용산구	8326	1833	1911	496	0.432311321	409	12.3	22.3	181.4	733	3216	14.32	168	147	1	7.75	344	11004	0.86	12795	454936.3407
2016	한남동	용산구	18068	3353	3412	1090	0.426861871	793	12.4	18.4	147.6	2055	16649	15.09	441	344	12	7.999	666	23434	3.01	7785	993016.7999
2016	서빙고동	용산구	10439	3298	2017	763	0.542612702	428	17.8	19	107.1	415	5077	10.84	173	238	2	11.25	393	14507	2.8	5181	594211.1546
2016	보광동	용산구	13984	2916	2910	1027	0.425507077	662	9.8	19.8	201.9	836	2786	15.31	599	314	2	10.083	651	16988	0.71	23927	668897.7995
2016	녹번동	은평구	26622	5562	6937	0	0.4449956	1419	13.9	21.1	151.5	1900	9821	11.42	888	1225	2	10.417	1407	33068	1.79	18474	308447.1887
2016	응암1동	은평구	24036	4777	6601	0	0.419845316	868	17.2	19	110.4	1680	7696	10.89	689	1053	7	10.334	1189	27790	1.2	23158	208123.8474
2016	응암2동	은평구	17017	3399	4564	0	0.426849177	664	20.8	18	86.8	610	1823	9.34	681	861	4	12	726	19972	0.78	25605	193048.2667
2016	응암3동	은평구	22634	4556	5546	0	0.450999802	1363	12.1	24	198.6	1815	4965	12.95	1252	750	4	10.167	1277	27152	0.63	43098	211729.0533
2016	증산동	은평구	16078	3543	4502	0	0.440397763	644	14.3	20.5	143.9	1130	4192	8.58	502	578	4	11.5	798	19422	0.81	23978	131387.9293
2016	수색동	은평구	13479	3246	3535	0	0.478690459	721	12.4	23	185.7	727	2695	7.84	682	166	3	13.917	871	16048	1.29	12440	73510.63301
2016	신사1동	은평구	22968	4638	6576	0	0.413590155	756	14.8	18.3	123.6	1290	3909	9.15	704	920	2	12.083	1133	28410	0.84	33821	231654.6867
2016	신사2동	은평구	17352	3576	4763	0	0.428828397	701	15.1	18.4	121.7	1639	3686	4.76	765	650	4	20.917	918	22255	1	22255	177819.101
2016	역촌동	은평구	39750	7264	10441	0	0.410279582	1477	15.6	18	115.7	2523	7933	12.01	1506	1549	4	10.083	2087	50604	1.16	43624	395141.8818
2016	갈현2동	은평구	23997	0	4480	3395	0	881	14.5	17.4	120	1594	6148	12.92	1002	882	3	10.167	1196	30930	0.96	32219	244402.242
2016	구산동	은평구	27086	0	4668	3907	0	948	15.4	20.1	130.1	1209	5252	7.78	962	924	4	13.25	2280	34302	1.38	24857	273567.226
2016	갈현1동	은평구	21045	0	3954	3075	0	993	12.4	19.4	156.8	1419	4944	12.9	1293	795	3	9.25	1115	25974	0.97	26777	200210.178
2016	진관동	은평구	38907	0	9906	6155	0	903	26.6	16.5	62.2	1539	8504	26.58	716	1801	6	8.167	1855	53811	11.53	4667	469145.6035
2016	불광1동	은평구	34283	0	7103	5529	0	1576	15.9	20.4	128.1	1640	6326	11.28	1064	1163	5	10.75	1597	42833	3.13	13685	331808.2762
2016	불광2동	은평구	24341	0	4203	3835	0	1392	11.6	22.1	191.3	1347	4290	11.88	1405	646	2	11.833	1451	29881	1.38	21653	239075.2674
2016	대조동	은평구	27185	0	4909	4107	0	1322	12.4	19.7	158.4	2553	8019	14.57	1222	1039	5	9.25	1452	33485	0.85	39394	240756.619
2016	청운효자동	종로구	10745	2852	3760	370	0.408478946	429	17.3	20.4	118	1009	6415	13.78	188	695	4	9.917	526	14111	2.57	5491	2253477.74
2016	사직동	종로구	8199	2486	2383	263	0.484411535	383	16.5	24	144.8	3489	53850	12.12	102	818	21	10.417	315	10013	1.23	8141	1669880.373
2016	삼청동	종로구	2442	680	707	85	0.461956522	156	12.7	28.2	221.3	751	4823	17.31	50	32	5	8	126	3118	1.49	2093	518695.8312
2016	부암동	종로구	8449	2175	2806	252	0.415631569	319	13.4	21	156.6	575	3690	14.61	140	145	2	10.25	334	11044	2.27	4865	1811906.281
2016	평창동	종로구	15372	4619	4571	387	0.482301347	615	14.8	20.5	138.7	708	2990	13.7	124	195	5	10.25	573	19457	8.87	2194	3241633.754
2016	무악동	종로구	6431	1840	2241	248	0.425040425	205	20.3	19.8	97.9	573	1472	5.58	129	250	1	11.999	300	8516	0.36	23656	1505474.625
2016	교남동	종로구	3866	852	1166	117	0.399063232	253	12.6	25.9	206	302	3612	9.93	136	202	1	13.083	247	4748	0.35	13566	1855633.045
2016	가회동	종로구	4100	1107	1359	172	0.419636088	196	12.8	25.4	198.6	770	14215	12.47	47	227	3	8.75	182	4780	0.54	8852	772448.7868
2016	종로1.2.3.4가동	종로구	7088	1590	1672	177	0.462343705	1089	7.7	28.3	368	15970	110743	9.62	563	453	54	11.25	392	8727	2.35	3714	1485677.074
2016	종로5·6가동	종로구	4982	1106	1374	157	0.419416003	415	6.7	24.8	369.2	7691	23392	9.36	228	286	11	9.5	838	5775	0.6	9625	984196.5042
2016	이화동	종로구	7471	1476	2663	292	0.333107651	305	9.6	18	187.4	1248	16032	13.94	184	274	7	8.75	318	8927	0.78	11445	1474659.306
2016	혜화동	종로구	14785	3458	5514	559	0.362816074	612	10.1	15.5	154.2	1736	9026	14.34	218	352	5	8.667	572	20405	1.12	18219	3606252.995
2016	창신1동	종로구	5067	1036	1511	165	0.3820059	414	7.9	21.6	273.9	2273	6340	11.75	332	180	5	9.833	300	6590	0.31	21258	1049786.651
2016	창신2동	종로구	8385	1525	2830	300	0.327604726	428	8.8	18.6	212.8	872	2429	13.19	380	394	1	9.5	517	10701	0.26	41158	1691399.45
2016	창신3동	종로구	6232	1434	2234	249	0.366096502	215	14.4	18.3	127.3	283	874	14.13	183	116	4	9.167	325	7753	0.23	33709	1260501.452
2016	숭인1동	종로구	5665	1218	1798	185	0.380506092	373	12.6	19.2	152.4	533	1587	12.01	210	218	1	8.5	282	7109	0.23	30909	1138445.248
2016	숭인2동	종로구	8481	1594	2521	311	0.3601446	667	7.4	19.6	263.8	1881	6819	13.5	303	102	4	10.083	472	10148	0.35	28994	1716705.884
2016	응봉동	중구	13123	3262	3483	1093	0.416177596	423	21.2	18.7	88.2	375	1037	8.8	189	595.5	4	10.75	536	16921	0.57	29686	547538.9966
2016	성수1가1동	중구	13665	2952	3302	1067	0.403223603	452	14	13.8	99	1546	7815	9.12	387	595.5	4	10.417	612	17231	1.98	8703	584754.6432
2016	성수1가2동	중구	14294	3150	4050	1175	0.376119403	442	13.4	14.6	108.7	2198	17103	10.78	272	595.5	4	9.25	577	17024	0.89	19128	508939.9942
2016	성수2가1동	중구	16118	3583	3274	1238	0.442618901	677	11.3	16.4	144.8	2626	18337	10.89	537	595.5	4	9.833	862	19378	1.18	16422	606618.4139
2016	성수2가3동	중구	9981	2410	2384	790	0.431590258	335	11.2	16.5	146.5	5056	45871	9.97	154	595.5	4	9.75	455	12142	1.03	11788	395606.035
2016	왕십리도선동	중구	16776	3827	4350	1311	0.403351602	685	15.7	15.8	100.7	1906	11693	15.16	563	595.5	4	8.083	888	22878	0.72	31775	940614.5026
2016	왕십리2동	중구	13216	2836	3536	1116	0.378739316	546	14.5	17	117.1	780	2440	12.95	363	595.5	4	9.833	653	16917	0.41	41261	605741.1638
2016	행당1동	중구	12219	2975	3244	879	0.41913215	511	12.6	18	142.4	1451	8783	16.68	327	595.5	4	7.917	557	14708	0.59	24929	562081.1033
2016	행당2동	중구	19798	4778	6198	1462	0.384145361	616	20.1	16.8	83.5	582	1927	13.06	521	595.5	4	8.5	879	25748	0.42	61305	835007.092
2016	마장동	중구	19728	5008	5064	1426	0.435554009	734	13.1	17.4	133	3238	11683	9.45	650	595.5	4	10.5	1133	24569	1.06	23178	814391.7157
2016	사근동	중구	9615	1940	2810	658	0.358727811	338	8	13.5	168.3	1088	11474	16.27	170	595.5	4	8.25	403	12722	1.11	11461	459881.4718
2016	송정동	중구	9614	2058	2159	784	0.411517696	361	11.3	15.9	140.6	695	2453	9.5	491	595.5	4	10.667	536	12005	0.68	17654	389566.5057
2016	용답동	중구	13504	2801	3190	1040	0.398378609	665	9.8	17.3	177.3	2055	15156	10.85	742	595.5	4	9.917	806	17059	2.32	7353	457924.5293
2016	소공동	중구	1102	241	158	183	0.414089347	54	15.6	11.2	71.6	3929	65041	8.55	16	526	37	10.833	38	2596	0.95	2733	1084081.919
2016	회현동	중구	4891	1065	385	720	0.49078341	461	8.5	29.7	350	9697	52540	9.27	486	239	25	10.583	336	6128	0.84	7295	2087703.243
2016	명동	중구	2538	546	303	362	0.450867052	157	8.5	24.6	288.1	6778	115866	11.12	57	404	75	10.417	117	3524	0.99	3560	1245003.11
2016	필동	중구	3866	929	538	756	0.417903734	228	9.1	19.6	215.5	3159	24075	8.39	94	128	7	10.5	190	5120	1.14	4491	1799326.772
2016	장충동	중구	4413	826	732	873	0.339777869	187	9.1	16.2	178.7	911	9874	9.88	94	116	5	10.5	213	5845	1.36	4298	2003682.444
2016	광희동	중구	4332	1028	398	770	0.468123862	352	8.1	23.2	285.3	9380	38813	13.41	122	219	16	9.583	251	6031	0.74	8150	2214802.502
2016	을지로동	중구	1655	409	138	271	0.5	224	5.8	31.9	549.4	9442	29762	4.78	84	131	11	12.833	99	1826	0.6	3043	712752.7101
2016	신당동	중구	6765	1349	688	1345	0.398876404	385	7.9	15.8	199.8	12117	27836	15.7	248	163	7	5.833	377	9429	0.55	17144	3323805.845
2016	다산동	중구	12804	2588	1522	2862	0.371199082	503	10.9	18.9	173.2	1387	9577	10.09	360	309	4	9.167	670	15956	0.51	31286	5367006.545
2016	약수동	중구	15496	3594	2009	3693	0.3866179	755	15.1	23.6	155.7	854	3563	11.48	585	514	2	9.334	888	18796	0.48	39158	6322921.144
2016	청구동	중구	12568	2961	1774	2871	0.389297923	601	13.7	20.7	150.9	765	3856	7.71	489	264	1	10.334	658	15233	0.34	44803	5196116.785
2016	신당5동	중구	8377	1578	891	1864	0.36418186	411	13.1	19.2	146.8	1283	3942	9.28	266	317	2	8.167	459	10164	0.39	26062	3861396.55
2016	동화동	중구	9189	2166	1130	2183	0.395327615	256	15.9	18.1	113.5	970	4035	12.47	153	306	2	8.167	443	11642	0.26	44777	3939008.983
2016	황학동	중구	10508	1950	1257	2116	0.366334774	514	11.6	16.7	143.6	1963	6435	7.79	381	230	5	10.667	542	13217	0.33	40052	4866441.955
2016	중림동	중구	7193	1581	992	1548	0.383644746	440	13.2	23.7	179.6	1005	7677	11.54	431	270	2	10.334	438	8902	0.48	18546	4630756.493
2016	금호1가동	중구	10906	2394	1722	1997	0.391624407	512	15.4	19.9	129.4	535	1685	10.47	544	595.5	4	10.083	620	13419	0.46	29172	538968.9384
2016	금호2.3가동	중구	18222	3741	2550	3766	0.371979716	654	15.5	18.5	119.5	1008	2758	13.49	543	595.5	4	10.25	968	25038	0.64	39122	819857.6583
2016	금호4가동	중구	11795	2378	1842	2353	0.361783052	478	17.8	18.2	102.2	617	1786	12.16	324	595.5	4	10.083	499	14557	0.84	17330	515654.3311
2016	옥수동	중구	18401	4366	2936	3423	0.407086247	596	18.9	17.2	91.1	825	3046	14.91	323	595.5	4	8.5	680	24845	1.95	12741	919897.9051
2016	면목본동	중랑구	30149	4798	8270	2095	0.316428147	1324	11.3	17	150.9	2498	7459	14.13	1423	873	3	8.334	1646	36839	1.01	36474	360261.1176
2016	면목2동	중랑구	22104	3516	5818	1589	0.321889591	1012	13.5	17.2	127.4	2053	6620	11.93	937	821	1	8.917	1279	27424	0.73	37567	259966.0604
2016	면목3.8동	중랑구	23322	3836	6687	1509	0.318816489	1125	11.1	18.9	169.1	2090	7040	14.02	1107	905	1	8.5	1272	28137	1.67	16849	265661.142
2016	면목4동	중랑구	18179	3085	5374	1353	0.314410925	892	13.4	19.1	142	1102	3702	11.07	1110	619	4	8.833	1271	21957	1.1	19961	201136.7627
2016	면목5동	중랑구	9386	1434	2628	633	0.30543131	405	13.3	18.3	137	873	2976	10.31	407	371	2	8.999	529	10824	0.64	16913	98158.15924
2016	면목7동	중랑구	19706	3340	5843	1239	0.320475916	854	11.9	19.5	164.2	1512	4175	12.63	649	638	2	9	1035	23357	0.87	26847	217794.6277
2016	상봉2동	중랑구	16067	2542	4012	1117	0.331377917	777	9.2	16.3	178.1	2131	9451	15.06	568	439	4	7.999	861	19050	0.68	28015	196077.781
2016	망우3동	중랑구	15293	2568	3942	975	0.343086172	794	12.6	18.5	147.2	1107	3728	11.2	1084	604	1	8.667	957	18741	0.99	18930	179151.5614
2016	상봉1동	중랑구	20177	4110	5309	1623	0.372215178	721	16.5	15.1	91.7	1124	6360	12.1	1174	656	4	8.917	1420	26152	0.85	30767	254728.1757
2016	중화1동	중랑구	17246	3479	4430	1524	0.368811619	591	14.8	17.1	115.6	1061	3715	11.4	488	645	1	9.083	861	21285	0.68	31301	208730.2048
2016	중화2동	중랑구	24359	4508	4851	1964	0.398127705	1380	9.2	19	206.6	2126	7516	12.46	1332	574	4	9.167	1510	28578	0.98	29161	278234.0532
2016	묵1동	중랑구	27581	5769	7291	2472	0.371426732	852	16.3	17.3	106.5	1471	5369	12.17	646	1051	3	8.667	1337	34516	1.2	28763	358432.3306
2016	묵2동	중랑구	16180	3168	3888	1351	0.376828833	652	13.5	17.5	129.7	1815	4712	9.97	609	517	2	9.917	869	20250	0.7	28929	199715.4771
2016	망우본동	중랑구	27695	6104	5647	2040	0.442607498	1292	11.8	18.5	156.4	3871	12246	9.51	1265	991	5	10.5	1722	33033	2.88	11470	310605.5725
2016	신내1동	중랑구	31329	7003	8803	2452	0.383557892	794	21	17.1	81.7	1945	9956	11.98	863	1514	2	9.25	1892	42023	2.53	16610	404897.4373
2016	신내2동	중랑구	19790	4508	5982	1610	0.372561983	719	17.2	17.2	100.3	1136	6165	10.83	1041	748	3	9.167	1421	23511	0.99	23748	219603.5367
2012	신사동	강남구	16599	5826	2436	0	0.705156137	361	16.2	15.1	92.8	4423	26400	18.5	128	211	17	7.167	825.5	20306	1.89	10744	1790880.873
2012	신사동	관악구	20923	3501	0	3951	0.469806763	607	12.4	11.7	94.5	1498	4940	17.6	661	579	1	6.167	415	26716	0.54	49474	228961.4851
2012	논현1동	강남구	23621	4764	4152	0	0.534320323	443	8.4	9.6	113.8	5049	37939	16.3	356	416	17	6.917	692	26651	1.25	21321	2362019.188
2012	논현2동	강남구	19307	5199	3338	0	0.608996134	354	13	12.3	94.6	5086	53983	14.8	319	246	31	7.417	555	22658	1.46	15519	1986966.507
2012	압구정동	강남구	23307	10132	2406	0	0.808103366	619	21.2	17.4	82.1	3983	26298	18.3	48	291	37	6.667	519	29630	2.53	11711	2563032.9
2012	청담동	강남구	25247	8772	3878	0	0.693438735	463	17.4	12.6	72.3	3672	37003	17.1	210	545	21	7.25	673	31791	2.33	13644	2757389.384
2012	삼성1동	강남구	12513	4550	1982	0	0.696570729	225	16	12.4	77.6	3657	57706	13.2	107	653	38	8.833	367	16190	1.94	8345	1410986.572
2012	삼성2동	강남구	25495	7897	4624	0	0.630700423	421	19.5	10	51.1	3054	30856	16.9	324	711	22	7.5	670	32721	1.24	26388	2829581.405
2012	역삼1동	강남구	31451	6115	5560	0	0.523768737	533	8.2	8.9	108.4	11473	133384	18.3	415	656	66	6.999	824	36194	2.35	15402	3184748.858
2012	역삼2동	강남구	26460	8076	4932	0	0.620848708	451	21.8	9.9	45.3	2799	37603	17.3	343	437	21	7.667	707	35480	1.15	30852	3023159.771
2012	도곡1동	강남구	18047	6872	3583	0	0.657293161	342	17.1	10.8	63.2	1426	13664	14.8	83	411	13	7.583	452	22978	1.02	22527	2016016.231
2012	도곡2동	강남구	25888	11890	3252	0	0.785233126	409	21	11.4	54.1	1698	16951	12.5	37	290	24	7.667	499	34429	1.02	33754	2983908.061
2012	대치1동	강남구	14032	6916	2077	0	0.769042589	146	23.3	8.8	37.8	1040	6289	16.5	18	180	19	7	250	20603	0.79	26080	1807048.428
2012	대치2동	강남구	31950	13915	6028	0	0.697738555	431	15.8	8.9	56.5	3200	48576	13.7	141	414	28	8.75	750	43193	2	21597	3741794.599
2012	대치4동	강남구	17748	4454	3664	0	0.548657305	298	11.3	8.3	73.6	3272	31940	18.7	229	497	22	6.167	426	22315	0.73	30568	1927743.113
2012	개포1동	강남구	18502	6878	4436	0	0.607919392	541	13.4	12.2	91	448	1291	8.5	483	225	3	11.25	685	23353	1.27	18388	2033480.648
2012	개포2동	강남구	26374	9177	6951	0	0.569010417	471	18	8.4	46.5	1047	3810	13.9	292	300	7	9.167	811	34999	2.51	13944	3051950.122
2012	개포4동	강남구	18800	5424	4559	0	0.54332365	358	16.8	9.8	58.2	3307	13458	9.4	450	807	5	9.833	669	23897	1.49	16038	2086046.814
2012	일원본동	강남구	17255	6988	4130	0	0.628530311	300	21.6	8.5	39.4	481	8005	9.8	51	706	6	9.999	584	23210	2.58	8996	2016621.433
2012	일원1동	강남구	15235	4264	4299	0	0.497956324	493	14.5	14.2	98.3	868	4248	12.3	1285	486	3	8	1107	18954	0.92	20602	1639147.942
2012	일원2동	강남구	15128	5146	4262	0	0.546981293	455	16.4	11.7	71	573	5505	12.2	957	419	4	9.667	1180	19212	1.24	15494	1675805.927
2012	수서동	강남구	14803	4510	4031	0	0.528041213	785	10.4	20.5	196.6	1492	14416	12.4	2853	375	4	8.083	2051	16831	1.43	11770	1485772.319
2012	세곡동	강남구	8733	2904	2136	0	0.576190476	252	26.1	20.1	77	400	1881	15.3	1756	749	4	9.083	754	14400	6.36	2264	977142.7842
2012	강일동	강동구	24432	6402	7563	0	0.458431794	329	30.4	13.8	45.5	603	10962	18.1	970	1477	4	8.25	1545	34701	2.8	12393	431810.6127
2012	상일동	강동구	21782	6735	5444	0	0.553001067	412	16.4	10	60.7	1237	5238	11.3	184	524	2	12.25	991	27912	2.66	10493	355085.2377
2012	명일1동	강동구	21858	7119	5508	0	0.563791875	467	19.9	10.9	54.7	1650	4937	14.4	250	900	8	8.167	843	28642	0.61	46954	363744.9296
2012	명일2동	강동구	14539	5649	3526	0	0.615694823	201	16.6	9.4	56.5	1265	4869	17	136	299	8	7.334	494	19064	0.97	19654	240426.3727
2012	고덕1동	강동구	15521	4329	4012	0	0.519002518	330	21.8	10.8	49.4	577	1878	8	231	565	4	12.334	575	17558	1.73	10149	258881.8676
2012	고덕2동	강동구	14539	3802	3566	0	0.516015201	423	14.6	12.2	83.4	1927	3795	3.3	475	431	2	20.417	923	18163	2.01	9036	231993.903
2012	암사1동	강동구	31356	7458	7920	0	0.484978541	821	16.5	12.5	75.6	1947	4984	15.4	1345	1181	4	9.083	1617	39384	1.01	38994	498222.6229
2012	암사2동	강동구	12637	3412	3829	0	0.471205635	824	22.8	10.7	47.1	784	3170	12	88	646	3	9.25	496	16530	1.18	14008	208855.1053
2012	암사3동	강동구	14386	5020	4019	0	0.555371169	232	23.5	10	42.3	575	2019	7.8	83	446	4	10.667	572	19083	2.51	7603	242307.2678
2012	길동	강동구	41419	10310	10470	0	0.496150144	508	15.7	11.5	73.4	3868	18786	15.3	895	1521	9	8.417	1950	51382	1.61	31914	652708.4965
2012	천호1동	강동구	25605	5686	6832	0	0.454225915	194	14.7	13.2	89.5	1555	5296	13.4	862	792	2	9.917	1371	32013	0.71	45089	410540.0867
2012	천호2동	강동구	31406	6563	8309	0	0.441299086	186	14	13.7	98	3404	13651	16.2	1299	1014	7	8.167	1847	38480	1.57	24510	486722.6531
2012	천호3동	강동구	22827	4972	6021	0	0.45228782	692	11.8	13.9	117.6	1862	6456	14.7	960	621	3	8.833	1338	26970	0.79	34139	343850.3604
2012	성내1동	강동구	15746	4039	4898	0	0.451941367	1023	19.5	11.4	58.2	2137	14744	13.7	170	721	7	8.5	588	20147	0.58	34736	260346.1887
2012	성내2동	강동구	22559	4940	6552	0	0.429864253	760	12.7	13.2	104.1	1954	7849	17	667	704	4	7.999	1151	27162	0.67	40540	345137.9531
2012	성내3동	강동구	20445	4598	6019	0	0.433079024	255	15.4	11.4	74.1	2372	10355	14.1	357	714	6	7.75	890	25623	0.71	36089	321405.8529
2012	둔촌1동	강동구	15211	5102	4243	0	0.545960407	665	15.9	7.9	49.6	402	1390	9.7	77	112	2	12.417	455	20258	0.92	22020	256849.4909
2012	둔촌2동	강동구	23225	6186	6928	0	0.471709623	453	17.4	11.4	65.4	1575	9051	13.8	445	781	7	8.999	1003	29655	1.54	19256	376469.3748
2012	번1동	강북구	17294	3430	4539	0	0.430417869	604	13.6	16	117.8	1797	8763	16.4	717	621	4	7.334	944	21222	0.55	38585	158525.3686
2012	번2동	강북구	16259	3484	4636	0	0.429064039	617	16.1	19.4	120.3	669	3665	10.8	1303	556	4	9.75	1355	19877	1.25	15902	150130.1299
2012	수유1동	강북구	19310	4152	4990	0	0.454167578	762	14.4	17.7	123.1	1601	5376	11.9	1113	929	4	9.083	1181	23557	1.07	22016	178499.4756
2012	수유2동	강북구	19189	4991	5423	0	0.47925869	676	15.1	20.1	132.9	1340	3853	14.9	928	906	2	8.417	1069	23347	0.73	31982	175524.6086
2012	수유3동	강북구	20317	4424	5210	0	0.459206975	767	12.2	17.6	144.6	2484	8736	18.7	895	544	8	6.667	1143	24201	0.86	28141	181429.6077
2012	우이동	강북구	17829	4426	4472	0	0.497415149	671	15.7	21.7	138.1	979	3511	13.5	807	749	1	9.25	982	21734	10.95	1985	162812.4576
2012	인수동	강북구	27638	6283	7073	0	0.470425277	1100	15.2	19.8	130.5	1623	5956	11.8	1636	622	1	8.917	1669	33926	2.93	11579	252975.5318
2012	삼양동	강북구	25676	5135	6654	0	0.435575537	990	18.2	16.8	92.7	1255	3305	15.5	1491	902	4	8.5	1641	31872	0.95	33549	239801.1208
2012	미아동	강북구	20050	4366	5497	0	0.442664504	739	12.4	16.3	131.5	1952	6044	14.7	744	483	4	7.25	1118	24615	0.73	33719	188572.2708
2012	송중동	강북구	29001	6041	7505	0	0.445961908	941	14	17.3	123.8	1994	7986	13	948	909	2	7.5	1598	33998	1.22	27867	263204.899
2012	송천동	강북구	26888	5684	7165	0	0.442369056	1184	13.2	18.4	138.8	2246	7511	12.1	1189	860	6	8.917	1662	32293	0.88	36697	242858.0017
2012	삼각산동	강북구	24703	5918	7695	0	0.434731507	505	28.7	11.9	41.3	730	2165	18.2	1084	1292	4	7.167	1237	34542	0.62	55713	251946.6304
2012	번3동	강북구	17311	3994	5212	0	0.433847491	607	17.8	22.5	126	815	2637	9.9	2184	500	1	9.334	2042	21309	0.86	24778	160023.9858
2012	등촌2동	강서구	17590	4910	4600	0	0.516298633	309	16	11	68.7	734	3051	13.1	262	421	2	10.167	718	22254	0.92	24189	308003.235
2012	화곡본동	강서구	29021	5112	7865	0	0.393927718	605	19.4	10.9	56.3	1377	3881	14.7	1189	1082	2	9.5	1455	37006	1.11	33339	506234.4021
2012	화곡1동	강서구	42481	8336	10625	0	0.43963926	901	13.3	12.5	93.7	3016	8280	14.1	1081	1293	3	8.083	2127	52354	1.12	46745	720433.1631
2012	화곡2동	강서구	16162	3166	4051	0	0.438686435	350	19.9	11.9	60	863	2388	13.6	560	750	4	9.167	809	20661	0.47	43960	284154.6399
2012	화곡3동	강서구	19644	5647	4713	0	0.54507722	391	14.6	13.3	91.2	1196	4492	15.6	361	759	3	7.833	870	24262	0.51	47573	333866.6252
2012	화곡4동	강서구	18646	3715	4627	0	0.44533685	493	15.7	12.5	79.7	1471	3891	15.9	560	855	3	8.167	944	23405	0.82	28543	319694.529
2012	화곡6동	강서구	19997	5156	5087	0	0.503368154	439	16.7	11.6	69.8	1773	10913	18.2	536	764	6	7.5	995	25446	1.11	22924	346092.4567
2012	화곡8동	강서구	22408	4323	5952	0	0.420729927	515	16.8	12.7	75.6	1216	3127	14.2	594	902	3	8.5	1057	27744	0.53	52347	381550.1093
2012	우장산동	강서구	30047	8221	7973	0	0.507657157	535	21.6	10.4	48.1	1621	6050	16	321	1031	9	8.5	1207	39848	1.36	29300	545899.8241
2012	발산1동	강서구	23792	5739	6766	0	0.458936425	463	25.3	10.6	41.9	2114	10463	11.6	848	1004	8	8.417	1314	33268	2.96	11239	456330.5316
2012	염창동	강서구	31290	9398	10096	0	0.482097056	453	24.6	9.2	37.4	2156	15540	11.2	129	971	5	9.25	1221	42695	1.74	24537	584427.6406
2012	등촌1동	강서구	17501	4756	4928	0	0.491119372	486	16.3	11.4	70.2	1679	9851	15.1	174	408	4	8.417	770	22706	0.59	38485	306783.3931
2012	등촌3동	강서구	29635	8449	8634	0	0.49458526	1236	16.5	15.3	92.9	2225	17135	12.1	5271	1082	8	8.917	3678	37491	0.79	47457	517075.9186
2012	가양1동	강서구	16020	4914	4677	0	0.512355333	256	19	10.4	54.9	1037	6086	10.1	141	356	2	10.5	653	20676	4.7	4399	286580.6177
2012	가양2동	강서구	15685	4534	4225	0	0.517639	716	8.8	17.9	203.3	629	2961	14.6	2673	404	3	8.917	2291	17967	1	17967	249245.2309
2012	가양3동	강서구	15621	4141	4676	0	0.469660882	622	14.7	17.2	117.2	777	6091	9.8	1890	371	4	11.5	1640	18847	0.99	19037	261347.7076
2012	공항동	강서구	17664	4073	4050	0	0.501415733	618	14.3	13.9	97.2	1835	31699	14.4	618	649	10	8.167	983	22421	10.88	2061	308181.4142
2012	방화1동	강서구	24316	7093	6343	0	0.527910092	616	18.9	13.3	70.3	1927	6850	13.2	585	986	4	9.167	1269	31155	1.04	29957	428973.1777
2012	방화2동	강서구	21323	5899	5269	0	0.528205587	3146	15.3	16.7	109.3	3106	12130	7.8	1116	565	4	14.167	1548	26109	6.41	4073	359524.4241
2012	방화3동	강서구	22473	6399	6556	0	0.493940563	841	16.8	15.9	94.5	844	3904	9.2	1692	792	2	12.083	1969	27479	2.38	11546	379357.135
2012	보라매동	관악구	22100	0	5732	0	0	693	13.6	14	102.9	1280	4477	15.5	710	708	4	7.417	825.5	28345	0.78	36340	260629.2563
2012	은천동	관악구	29415	0	7906	0	0	771	18	14	77.8	1633	7599	13.5	1051	1068	4	8.25	825.5	37105	0.82	45250	327236.5519
2012	성현동	관악구	27069	0	7237	0	0	800	21.9	16.2	74.1	857	2495	11.7	1167	846	4	8.5	825.5	35003	0.65	53851	305803.9443
2012	중앙동	관악구	12783	0	3416	0	0	454	11	15.2	138.3	1443	4363	10.9	284	317	3	10.417	825.5	15279	0.32	47747	134203.1155
2012	청림동	관악구	13425	0	3990	0	0	463	21.7	14.9	68.6	393	998	13.5	439	483	1	7.833	825.5	17288	0.79	21884	154236.0426
2012	행운동	관악구	25982	0	7052	0	0	742	11.1	12.7	113.7	1435	4895	15.7	768	539	5	7.75	825.5	30334	0.68	44609	266656.6305
2012	청룡동	관악구	28810	0	7772	0	0	845	10.9	12.6	115.4	1986	11677	15.7	479	676	7	8.167	825.5	34411	0.54	63724	302269.7511
2012	낙성대동	관악구	15212	0	4332	0	0	410	12.2	10.7	87.9	1242	8242	15.1	267	702	4	7.334	825.5	18327	0.39	46992	160079.7087
2012	인헌동	관악구	23650	0	6352	0	0	537	15.6	12.8	82.5	1123	4316	12.7	305	606	4	8.25	825.5	28769	0.69	41694	253097.2257
2012	남현동	관악구	15105	0	3900	0	0	346	13.6	12.6	92.8	795	5538	14.5	130	335	4	8.334	825.5	18368	1.18	15566	160158.4407
2012	신림동	관악구	17421	0	4406	0	0	378	5.4	7.2	133.6	1752	6754	20.8	316	229	5	6.25	825.5	23553	0.64	36802	233939.0989
