기간	자치구	동	합계	합계	합계	개인사업체	개인사업체	회사법인	회사법인	회사이외의 법인	회사이외의 법인	비법인단체	비법인단체
기간	자치구	동	사업체수	총종사자수	여성종사자수	소계	여성종사자수	소계	여성종사자수	소계	여성종사자수	소계	여성종사자수
2012	구로구	구로2동	7,722	26,613	9,843	12,469	4,339	9,181	2,913	4,356	2,235	607	356
2012	구로구	개봉1동	1,714	5,350	2,583	3,514	1,804	1,090	354	562	363	184	62
2012	금천구	소계	27,651	198,565	72,604	51,676	24,511	135,698	42,348	8,601	4,425	2,590	1,320
2012	금천구	가산동	10,942	132,931	45,051	18,607	8,616	111,305	35,315	2,409	875	610	245
2012	금천구	독산1동	3,280	20,363	7,168	8,149	3,546	10,974	2,877	787	527	453	218
2012	금천구	독산2동	1,245	3,454	1,721	2,350	1,247	688	188	232	167	184	119
2012	금천구	독산3동	2,233	8,752	4,077	5,069	2,849	2,570	563	890	557	223	108
2012	금천구	독산4동	1,047	3,406	1,718	2,187	1,171	526	247	588	243	105	57
2012	금천구	시흥1동	3,087	13,306	6,581	6,116	3,451	4,628	1,923	2,154	965	408	242
2012	금천구	시흥2동	534	1,565	931	797	411	69	44	531	405	168	71
2012	금천구	시흥3동	3,169	9,283	2,429	4,666	1,161	4,010	866	542	368	65	34
2012	금천구	시흥4동	908	2,019	1,103	1,501	787	67	34	285	183	166	99
2012	금천구	시흥5동	1,206	3,486	1,825	2,234	1,272	861	291	183	135	208	127
2012	영등포구	소계	42,157	335,678	132,713	74,893	35,265	213,154	77,996	41,785	17,251	5,846	2,201
2012	영등포구	여의동	7,544	144,894	53,834	12,282	7,235	105,969	37,542	24,771	8,458	1,872	599
2012	영등포구	당산1동	3,146	18,431	7,707	5,724	2,641	9,434	3,778	2,973	1,167	300	121
2012	영등포구	당산2동	2,152	16,306	7,913	3,992	2,161	10,732	4,952	1,262	692	320	108
2012	영등포구	양평1동	3,293	22,350	8,188	4,797	1,430	16,547	6,244	678	403	328	111
2012	영등포구	양평2동	1,896	18,182	6,298	3,673	1,742	13,266	3,965	918	474	325	117
2012	영등포구	신길1동	1,222	4,110	2,142	2,101	1,135	992	306	901	648	116	53
2012	영등포구	신길3동	1,049	2,560	1,154	1,712	831	394	125	352	160	102	38
2012	영등포구	신길4동	610	1,928	1,007	1,151	606	529	255	151	89	97	57
2012	영등포구	신길5동	665	2,300	1,011	1,082	450	423	148	680	340	115	73
2012	영등포구	신길6동	1,191	3,592	1,691	2,071	1,063	992	370	367	191	162	67
2012	영등포구	신길7동	631	3,306	1,613	1,099	542	1,320	610	767	428	120	33
2012	영등포구	대림1동	1,214	5,240	3,091	2,487	1,405	1,382	797	1,205	789	166	100
2012	영등포구	대림2동	1,358	4,965	2,078	2,805	1,514	1,815	379	275	156	70	29
2012	영등포구	대림3동	2,899	9,554	3,675	5,184	2,242	3,366	907	731	426	273	100
2012	영등포구	영등포본동	1,137	4,122	2,130	2,148	1,138	1,170	590	630	319	174	83
2012	영등포구	영등포동	6,215	34,074	14,685	11,854	5,548	17,757	7,058	3,821	1,811	642	268
2012	영등포구	도림동	979	2,812	1,112	1,623	793	931	196	77	34	181	89
2012	영등포구	문래동	4,956	36,952	13,384	9,108	2,789	26,135	9,774	1,226	666	483	155
2012	동작구	소계	20,022	99,628	46,784	39,981	21,132	36,641	14,278	19,340	9,799	3,666	1,575
2012	동작구	노량진2동	1,060	5,119	2,436	1,948	1,062	1,778	773	1,287	550	106	51
2012	동작구	상도1동	1,670	6,517	3,078	3,471	1,731	1,201	525	1,507	655	338	167
2012	동작구	상도2동	1,281	4,346	2,326	2,611	1,468	844	318	713	474	178	66
2012	동작구	상도3동	992	2,748	1,501	1,940	1,057	488	277	235	137	85	30
2012	동작구	상도4동	1,021	2,694	1,418	1,631	809	295	104	597	425	171	80
2012	동작구	사당1동	1,808	8,482	4,266	3,661	2,035	4,072	1,938	557	191	192	102
2012	동작구	사당3동	1,011	4,444	2,178	2,037	1,056	1,432	652	756	394	219	76
2012	동작구	사당4동	698	1,672	857	1,246	655	113	21	227	148	86	33
2012	동작구	사당5동	494	1,521	750	783	329	224	75	422	310	92	36
2012	동작구	대방동	1,653	12,649	4,794	3,334	1,745	6,991	1,955	1,865	936	459	158
2012	동작구	신대방1동	1,018	3,975	1,867	1,990	1,125	1,384	467	405	238	196	37
2012	동작구	신대방2동	1,263	19,901	8,790	2,509	1,445	12,449	4,803	4,290	2,168	653	374
2012	동작구	흑석동	1,619	9,261	4,675	2,966	1,659	917	335	5,100	2,572	278	109
2012	동작구	노량진1동	2,881	10,811	5,043	6,506	3,070	3,085	1,455	921	414	299	104
2012	동작구	사당2동	1,553	5,488	2,805	3,348	1,886	1,368	580	458	187	314	152
2012	관악구	소계	26,294	109,069	50,519	55,663	29,511	31,615	10,729	18,076	8,408	3,715	1,871
2012	관악구	보라매동	1,280	4,477	2,234	2,440	1,381	1,310	332	637	486	90	35
2012	관악구	청림동	393	998	568	761	471	70	18	66	45	101	34
2012	관악구	행운동	1,435	4,895	2,496	3,112	1,760	996	281	569	343	218	112
2012	관악구	낙성대동	1,242	8,242	3,813	3,422	1,887	3,756	1,451	927	415	137	60
2012	관악구	중앙동	1,443	4,363	2,314	2,564	1,186	1,457	926	167	110	175	92
2012	관악구	인헌동	1,123	4,316	2,164	2,205	1,208	1,667	712	322	188	122	56
2012	관악구	남현동	795	5,538	2,171	1,667	902	3,351	1,034	442	197	78	38
2012	관악구	서원동	1,267	7,033	3,778	3,775	2,114	2,707	1,357	265	144	286	163
2012	관악구	신원동	887	2,385	1,294	1,672	898	238	108	325	205	150	83
2012	관악구	서림동	844	2,654	1,078	1,774	790	568	118	204	106	108	64
2012	관악구	신사동	1,498	4,940	2,348	3,254	1,627	1,286	494	280	162	120	65
2012	관악구	신림동	1,752	6,754	3,376	4,599	2,653	1,691	534	362	138	102	51
2012	관악구	난향동	379	1,642	845	728	392	509	185	264	186	141	82
2012	관악구	조원동	2,176	6,979	3,090	4,588	2,334	1,754	553	519	158	118	45
2012	관악구	대학동	1,596	10,394	4,073	3,398	1,646	1,034	268	5,597	1,993	365	166
2012	관악구	은천동	1,633	7,599	3,301	3,651	1,992	2,836	665	880	517	232	127
2012	관악구	성현동	857	2,495	1,362	1,618	825	300	132	413	326	164	79
2012	관악구	청룡동	1,986	11,677	4,906	3,866	2,150	3,290	861	4,190	1,719	331	176
2012	관악구	난곡동	936	2,327	1,154	1,650	812	82	48	451	228	144	66
2012	관악구	삼성동	1,160	2,600	1,323	1,663	804	192	64	476	314	269	141
2012	관악구	미성동	1,612	6,761	2,831	3,256	1,679	2,521	588	720	428	264	136
2012	서초구	소계	42,602	376,962	139,775	78,151	41,148	253,055	77,700	39,692	18,930	6,064	1,997
2012	서초구	서초1동	3,138	28,304	9,599	4,927	2,412	20,715	6,033	2,255	960	407	194
2012	서초구	서초2동	4,131	46,119	16,505	6,507	3,576	35,395	11,018	3,603	1,773	614	138
2012	서초구	서초3동	6,695	63,373	23,663	12,561	6,028	37,758	12,284	12,328	5,069	726	282
2012	서초구	서초4동	2,658	26,148	11,393	8,412	4,915	15,871	5,674	1,137	645	728	159
2012	서초구	잠원동	2,231	15,673	7,385	4,155	2,193	10,551	4,804	412	245	555	143
2012	서초구	반포본동	644	2,296	1,191	1,127	685	608	221	461	272	100	13
2012	서초구	반포1동	1,524	9,872	4,031	3,523	1,995	5,540	1,603	546	355	263	78
2012	서초구	반포2동	405	1,990	1,005	761	470	470	197	552	255	207	83
2012	서초구	반포3동	882	5,766	2,606	1,728	999	2,946	1,021	711	514	381	72
2012	서초구	반포4동	3,325	28,714	13,691	7,296	4,295	15,730	5,672	5,342	3,558	346	166
2012	서초구	방배본동	1,585	11,363	5,337	2,830	1,420	8,005	3,719	251	139	277	59
2012	서초구	방배1동	1,602	14,976	3,754	2,851	1,484	11,616	1,997	409	234	100	39
2012	서초구	방배2동	1,880	16,233	5,334	3,127	1,522	11,216	3,223	1,663	462	227	127
2012	서초구	방배3동	1,124	10,357	3,688	2,380	1,318	6,315	1,571	1,330	707	332	92
2012	서초구	방배4동	2,315	15,252	5,483	4,033	2,227	10,255	2,800	738	355	226	101
2012	서초구	양재1동	3,070	30,622	9,252	4,422	2,204	23,280	5,618	2,520	1,267	400	163
2012	서초구	양재2동	4,942	45,417	14,302	6,811	3,088	35,081	10,008	3,390	1,149	135	57
2012	서초구	내곡동	451	4,487	1,556	700	317	1,703	237	2,044	971	40	31
2012	강남구	소계	62,448	611,206	249,599	130,475	73,618	423,269	149,163	50,318	24,394	7,144	2,424
2012	강남구	신사동	4,423	26,400	13,607	11,083	6,565	14,610	6,743	510	250	197	49
2012	강남구	논현1동	5,049	37,939	16,035	10,342	5,502	26,511	10,021	874	418	212	94
2012	강남구	논현2동	5,086	53,983	21,062	9,734	5,216	40,411	14,318	3,590	1,423	248	105
2012	강남구	삼성1동	3,657	57,706	21,967	7,344	4,626	45,926	15,690	4,028	1,501	408	150
2012	강남구	삼성2동	3,054	30,856	12,084	5,211	2,649	22,046	7,666	3,161	1,612	438	157
2012	강남구	대치1동	1,040	6,289	3,407	2,928	1,837	2,115	1,060	972	416	274	94
2012	강남구	대치4동	3,272	31,940	11,670	7,831	4,460	23,003	6,584	938	568	168	58
2012	강남구	역삼1동	11,473	133,384	52,050	23,258	12,946	97,408	33,850	11,951	4,961	767	293
2012	강남구	역삼2동	2,799	37,603	13,819	5,371	2,850	30,158	10,035	1,649	755	425	179
2012	강남구	도곡1동	1,426	13,664	5,677	2,986	1,667	7,921	2,283	2,390	1,606	367	121
2012	강남구	도곡2동	1,698	16,951	6,365	3,063	1,670	11,654	3,746	1,935	834	299	115
2012	강남구	개포1동	448	1,291	545	561	262	331	111	218	157	181	15
2012	강남구	개포4동	3,307	13,458	4,149	4,487	1,569	7,573	2,001	1,134	484	264	95
2012	강남구	일원본동	481	8,005	5,396	885	528	385	231	6,421	4,566	314	71
2012	강남구	일원1동	868	4,248	1,810	1,868	1,015	1,822	567	442	193	116	35
2012	강남구	일원2동	573	5,505	2,052	920	512	1,582	487	2,787	994	216	59
2012	강남구	수서동	1,492	14,416	5,091	1,786	893	11,725	3,716	671	358	234	124
2012	강남구	세곡동	400	1,881	571	654	282	738	135	442	135	47	19
2012	강남구	압구정동	3,983	26,298	14,608	10,900	6,956	14,201	7,071	649	423	548	158
2012	강남구	청담동	3,672	37,003	17,855	11,072	7,053	24,324	9,951	1,314	744	293	107
2012	강남구	대치2동	3,200	48,576	17,938	6,436	3,636	37,907	12,641	3,465	1,443	768	218
2012	강남구	개포2동	1,047	3,810	1,841	1,755	924	918	256	777	553	360	108
2012	송파구	소계	43,771	257,200	100,121	77,855	40,073	140,194	40,459	33,049	16,836	6,102	2,753
2012	송파구	풍납1동	813	2,320	1,250	1,260	671	801	428	211	131	48	20
2012	송파구	풍납2동	1,210	14,637	8,740	2,605	1,441	2,464	971	9,302	6,196	266	132
2012	송파구	거여1동	788	2,665	1,355	1,558	857	568	163	357	242	182	93
2012	송파구	거여2동	1,243	4,283	1,894	2,166	1,127	1,437	346	477	321	203	100
2012	송파구	마천1동	923	2,106	979	1,441	711	274	47	215	135	176	86
2012	송파구	마천2동	1,365	4,128	1,865	2,430	1,205	814	247	520	206	364	207
2012	송파구	방이1동	1,290	8,988	3,628	2,795	1,571	5,586	1,722	482	281	125	54
2012	송파구	방이2동	2,849	21,109	7,040	5,994	3,109	13,993	3,386	672	253	450	292
2012	송파구	오륜동	521	4,111	1,867	641	412	1,193	507	2,069	852	208	96
2012	송파구	오금동	3,211	15,708	5,548	5,250	2,093	8,385	2,379	1,614	931	459	145
2012	송파구	송파1동	2,467	11,042	4,038	4,644	2,235	5,918	1,567	298	180	182	56
2012	송파구	송파2동	893	4,614	1,869	1,456	787	2,363	702	589	323	206	57
2012	송파구	석촌동	2,801	14,862	5,690	6,258	3,319	8,074	2,084	301	176	229	111
2012	송파구	삼전동	2,035	10,220	3,355	3,787	1,898	5,496	1,016	737	334	200	107
2012	송파구	가락본동	3,451	29,940	10,718	5,976	3,183	19,181	5,825	4,450	1,602	333	108
2012	송파구	가락1동	3,432	10,371	3,172	2,958	1,112	6,484	1,718	682	227	247	115
2012	송파구	가락2동	1,871	9,247	3,900	3,324	1,726	4,730	1,674	878	340	315	160
2012	송파구	문정1동	1,425	7,913	2,609	2,399	1,182	5,082	1,159	278	197	154	71
2012	송파구	문정2동	2,044	10,279	3,550	3,281	1,605	6,334	1,798	622	125	42	22
2012	송파구	장지동	1,465	10,267	3,148	2,436	1,201	6,362	1,118	1,003	583	466	246
2012	송파구	잠실본동	3,150	17,312	6,857	6,984	3,682	9,731	2,899	344	163	253	113
2012	송파구	잠실4동	473	1,890	1,103	1,062	674	282	138	360	226	186	65
2012	송파구	잠실6동	1,971	26,355	8,813	2,948	1,573	18,803	5,537	4,479	1,633	125	70
2012	송파구	잠실7동	200	970	525	288	160	233	87	378	250	71	28
2012	송파구	잠실2동	713	3,534	1,925	1,471	975	490	190	1,252	664	321	96
2012	송파구	잠실3동	1,167	8,329	4,683	2,443	1,564	5,116	2,751	479	265	291	103
2012	강동구	소계	29,694	129,430	59,303	58,692	30,393	50,693	18,422	16,385	9,182	3,660	1,306
2012	강동구	강일동	603	10,962	3,338	1,394	810	8,764	2,165	648	316	156	47
2012	강동구	상일동	1,237	5,238	2,685	1,995	830	580	198	2,415	1,588	248	69
2012	강동구	명일1동	1,650	4,937	2,752	3,510	2,086	909	480	349	146	169	40
2012	강동구	명일2동	1,265	4,869	2,650	2,792	1,661	1,139	602	701	300	237	87
2012	강동구	고덕1동	577	1,878	954	873	437	142	73	762	428	101	16
2012	강동구	고덕2동	1,927	3,795	1,111	2,303	535	606	102	772	442	114	32
2012	강동구	암사2동	784	3,170	1,530	1,688	988	1,170	373	228	150	84	19
2012	강동구	암사3동	575	2,019	888	958	511	555	157	399	190	107	30
2012	강동구	천호1동	1,555	5,296	2,681	2,849	1,430	1,425	579	891	620	131	52
2012	강동구	천호3동	1,862	6,456	3,120	3,281	1,674	2,668	1,243	276	128	231	75
2012	강동구	성내1동	2,137	14,744	5,508	3,985	1,991	7,867	2,338	2,762	1,113	130	66
2012	강동구	성내2동	1,954	7,849	4,134	3,942	2,071	3,575	1,904	153	86	179	73
2012	강동구	성내3동	2,372	10,355	4,573	4,975	2,582	4,841	1,754	229	140	310	97
2012	강동구	둔촌1동	402	1,390	626	504	276	307	144	361	191	218	15
2012	강동구	둔촌2동	1,575	9,051	4,346	3,107	1,530	3,492	1,296	2,216	1,445	236	75
2012	강동구	암사1동	1,947	4,984	2,327	3,548	1,832	925	211	351	206	160	78
2012	강동구	천호2동	3,404	13,651	6,960	7,941	4,014	4,365	2,056	846	548	499	342
2012	강동구	길동	3,868	18,786	9,120	9,047	5,135	7,363	2,747	2,026	1,145	350	93
