기간	자치구	동	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원
기간	자치구	동	계	국공립	사회복지법인	법인·단체 등	민간	가정	부모협동	직장	계	국공립	사회복지법인	법인·단체 등	민간	가정	부모협동	직장
2016	구로구	구로4동	752	227	-	-	232	293	-	-	709	211	-	-	225	273	-	-
2016	구로구	구로5동	1,149	219	-	138	619	173	-	-	1,075	218	-	125	564	168	-	-
2016	구로구	고척1동	815	84	146	-	443	142	-	-	768	84	140	-	408	136	-	-
2016	구로구	고척2동	1,014	79	86	60	648	141	-	-	906	79	66	40	588	133	-	-
2016	구로구	개봉2동	1,049	173	-	-	493	383	-	-	982	160	-	-	444	378	-	-
2016	구로구	개봉3동	826	164	-	74	484	104	-	-	724	158	-	-	473	93	-	-
2016	구로구	오류1동	722	229	-	-	287	74	19	113	653	210	-	-	262	72	19	90
2016	구로구	오류2동	1,880	905	-	-	380	502	39	54	1,764	856	-	-	350	465	39	54
2016	구로구	수궁동	813	199	-	-	473	82	59	-	757	198	-	-	419	82	58	-
2016	구로구	가리봉동	282	112	-	58	92	20	-	-	238	104	-	35	92	7	-	-
2016	구로구	구로2동	1,043	237	-	-	629	102	-	75	961	218	-	-	586	92	-	65
2016	구로구	개봉1동	969	179	79	21	489	201	-	-	905	176	71	18	447	193	-	-
2016	금천구	소계	8,346	2,381	223	855	3,456	1,035	14	382	7,045	2,077	220	690	2,885	889	9	275
2016	금천구	가산동	893	194	-	263	199	18	-	219	747	179	-	224	173	-	-	171
2016	금천구	독산1동	835	405	-	59	82	191	-	98	660	288	-	51	75	174	-	72
2016	금천구	독산2동	982	273	-	-	617	92	-	-	835	229	-	-	518	88	-	-
2016	금천구	독산3동	769	173	-	49	497	50	-	-	699	159	-	44	461	35	-	-
2016	금천구	독산4동	661	215	-	-	419	27	-	-	581	193	-	-	370	18	-	-
2016	금천구	시흥1동	958	197	-	148	273	275	-	65	853	188	-	138	231	264	-	32
2016	금천구	시흥2동	610	338	-	20	33	219	-	-	552	313	-	20	30	189	-	-
2016	금천구	시흥3동	338	189	-	89	60	-	-	-	295	175	-	60	60	-	-	-
2016	금천구	시흥4동	936	196	-	156	496	88	-	-	783	170	-	135	415	63	-	-
2016	금천구	시흥5동	1,364	201	223	71	780	75	14	-	1,040	183	220	18	552	58	9	-
2016	영등포구	소계	12,052	2,880	123	110	4,458	2,022	-	2,459	10,273	2,477	107	94	3,922	1,804	-	1,869
2016	영등포구	여의동	2,380	165	-	-	-	119	-	2,096	1,927	142	-	-	-	118	-	1,667
2016	영등포구	당산1동	753	260	-	-	351	97	-	45	634	216	-	-	287	93	-	38
2016	영등포구	당산2동	841	237	-	-	299	270	-	35	658	155	-	-	243	248	-	12
2016	영등포구	양평1동	484	197	-	-	186	101	-	-	422	170	-	-	153	99	-	-
2016	영등포구	양평2동	702	84	44	30	107	234	-	203	549	84	36	24	90	227	-	88
2016	영등포구	신길1동	522	94	-	-	324	104	-	-	443	77	-	-	303	63	-	-
2016	영등포구	신길3동	476	102	-	-	231	143	-	-	426	96	-	-	212	118	-	-
2016	영등포구	신길4동	544	268	-	40	236	-	-	-	498	246	-	32	220	-	-	-
2016	영등포구	신길5동	240	117	-	-	123	-	-	-	209	100	-	-	109	-	-	-
2016	영등포구	신길6동	872	274	-	-	495	103	-	-	705	222	-	-	410	73	-	-
2016	영등포구	신길7동	301	137	-	-	73	91	-	-	251	125	-	-	54	72	-	-
2016	영등포구	대림1동	440	59	-	-	325	56	-	-	373	50	-	-	274	49	-	-
2016	영등포구	대림2동	400	89	-	-	291	20	-	-	358	82	-	-	257	19	-	-
2016	영등포구	대림3동	848	259	-	-	439	150	-	-	794	242	-	-	416	136	-	-
2016	영등포구	영등포본동	497	133	-	-	210	154	-	-	445	111	-	-	196	138	-	-
2016	영등포구	영등포동	467	141	-	-	306	20	-	-	391	110	-	-	261	20	-	-
2016	영등포구	도림동	447	133	79	40	99	96	-	-	424	125	71	38	97	93	-	-
2016	영등포구	문래동	838	131	-	-	363	264	-	80	766	124	-	-	340	238	-	64
2016	동작구	소계	9,999	3,362	103	101	4,291	1,823	49	270	8,826	3,174	93	86	3,581	1,670	40	182
2016	동작구	노량진2동	233	139	-	-	59	-	-	35	217	129	-	-	59	-	-	29
2016	동작구	상도1동	1,134	543	63	-	305	185	-	38	1,081	537	56	-	278	172	-	38
2016	동작구	상도2동	716	217	-	-	295	204	-	-	676	196	-	-	282	198	-	-
2016	동작구	상도3동	854	219	-	-	556	79	-	-	712	201	-	-	454	57	-	-
2016	동작구	상도4동	921	212	-	-	515	145	49	-	812	203	-	-	433	136	40	-
2016	동작구	사당1동	741	213	-	62	446	20	-	-	653	208	-	56	369	20	-	-
2016	동작구	사당3동	557	256	-	-	206	95	-	-	530	241	-	-	195	94	-	-
2016	동작구	사당4동	457	124	-	-	275	58	-	-	398	116	-	-	225	57	-	-
2016	동작구	사당5동	318	178	-	-	55	85	-	-	291	170	-	-	49	72	-	-
2016	동작구	대방동	745	338	20	-	270	117	-	-	692	317	17	-	246	112	-	-
2016	동작구	신대방1동	626	128	-	-	363	135	-	-	552	114	-	-	309	129	-	-
2016	동작구	신대방2동	559	208	-	-	97	101	-	153	451	208	-	-	90	58	-	95
2016	동작구	흑석동	878	220	-	-	496	118	-	44	632	212	-	-	292	108	-	20
2016	동작구	노량진1동	653	207	-	39	153	254	-	-	564	173	-	30	120	241	-	-
2016	동작구	사당2동	607	160	20	-	200	227	-	-	565	149	20	-	180	216	-	-
2016	관악구	소계	11,827	3,615	171	524	4,636	2,184	37	660	10,520	3,200	96	420	4,201	2,046	34	523
2016	관악구	보라매동	701	141	-	-	501	59	-	-	678	131	-	-	489	58	-	-
2016	관악구	청림동	491	128	-	-	30	333	-	-	473	125	-	-	23	325	-	-
2016	관악구	행운동	580	90	-	94	234	162	-	-	479	72	-	86	170	151	-	-
2016	관악구	낙성대동	856	75	-	96	155	20	-	510	713	72	-	95	148	20	-	378
2016	관악구	중앙동	252	79	-	-	161	12	-	-	200	78	-	-	115	7	-	-
2016	관악구	인헌동	569	88	-	-	388	93	-	-	527	88	-	-	353	86	-	-
2016	관악구	남현동	398	59	-	88	128	59	-	64	365	56	-	79	112	55	-	63
2016	관악구	서원동	373	153	-	-	167	53	-	-	339	138	-	-	151	50	-	-
2016	관악구	신원동	504	139	-	-	328	-	-	37	452	122	-	-	296	-	-	34
2016	관악구	서림동	374	131	39	-	76	128	-	-	337	117	26	-	68	126	-	-
2016	관악구	신사동	538	134	-	-	356	48	-	-	479	105	-	-	327	47	-	-
2016	관악구	신림동	217	137	-	-	80	-	-	-	212	134	-	-	78	-	-	-
2016	관악구	난향동	534	126	-	-	179	229	-	-	508	122	-	-	166	220	-	-
2016	관악구	조원동	510	245	-	-	207	58	-	-	487	240	-	-	189	58	-	-
2016	관악구	대학동	315	79	-	140	39	57	-	-	251	65	-	93	38	55	-	-
2016	관악구	은천동	971	359	-	-	345	267	-	-	909	343	-	-	315	251	-	-
2016	관악구	성현동	893	174	40	-	308	334	37	-	775	155	23	-	281	282	34	-
2016	관악구	청룡동	622	257	-	49	228	39	-	49	577	238	-	48	205	38	-	48
2016	관악구	난곡동	668	235	52	37	307	37	-	-	592	219	27	19	291	36	-	-
2016	관악구	삼성동	567	367	40	20	46	94	-	-	453	303	20	-	39	91	-	-
2016	관악구	미성동	894	419	-	-	373	102	-	-	714	277	-	-	347	90	-	-
2016	서초구	소계	9,953	3,519	-	237	2,568	1,596	82	1,951	8,804	3,268	-	231	2,383	1,547	77	1,298
2016	서초구	서초1동	668	162	-	-	152	60	-	294	586	158	-	-	151	58	-	219
2016	서초구	서초2동	679	106	-	-	85	56	-	432	502	98	-	-	77	56	-	271
2016	서초구	서초3동	549	108	-	-	110	15	49	267	502	106	-	-	104	15	45	232
2016	서초구	서초4동	176	-	-	-	136	40	-	-	167	-	-	-	127	40	-	-
2016	서초구	잠원동	417	149	-	-	76	174	-	18	370	125	-	-	69	168	-	8
2016	서초구	반포본동	16	-	-	-	-	16	-	-	16	-	-	-	-	16	-	-
2016	서초구	반포1동	427	174	-	-	193	60	-	-	401	163	-	-	179	59	-	-
2016	서초구	반포2동	590	311	-	-	219	60	-	-	479	205	-	-	217	57	-	-
2016	서초구	반포3동	457	169	-	-	69	219	-	-	440	159	-	-	66	215	-	-
2016	서초구	반포4동	832	506	-	-	161	36	-	129	747	494	-	-	149	30	-	74
2016	서초구	방배본동	131	36	-	-	46	-	-	49	114	35	-	-	45	-	-	34
2016	서초구	방배1동	146	30	-	-	38	78	-	-	139	30	-	-	36	73	-	-
2016	서초구	방배2동	640	173	-	237	119	111	-	-	618	166	-	231	114	107	-	-
2016	서초구	방배3동	419	255	-	-	106	58	-	-	397	235	-	-	104	58	-	-
2016	서초구	방배4동	497	75	-	-	311	111	-	-	484	75	-	-	310	99	-	-
2016	서초구	양재1동	1,613	373	-	-	506	352	33	349	1,274	344	-	-	413	346	32	139
2016	서초구	양재2동	545	301	-	-	214	30	-	-	523	298	-	-	195	30	-	-
2016	서초구	내곡동	1,151	591	-	-	27	120	-	413	1,045	577	-	-	27	120	-	321
2016	강남구	소계	11,794	4,486	-	-	4,053	1,614	60	1,581	10,219	4,146	-	-	3,473	1,504	56	1,040
2016	강남구	신사동	303	234	-	-	49	20	-	-	273	222	-	-	40	11	-	-
2016	강남구	논현1동	375	183	-	-	174	18	-	-	350	171	-	-	161	18	-	-
2016	강남구	논현2동	287	114	-	-	104	-	-	69	241	112	-	-	94	-	-	35
2016	강남구	삼성1동	565	308	-	-	68	-	-	189	451	279	-	-	55	-	-	117
2016	강남구	삼성2동	733	139	-	-	389	77	-	128	586	124	-	-	289	74	-	99
2016	강남구	대치1동	294	99	-	-	195	-	-	-	243	88	-	-	155	-	-	-
2016	강남구	대치4동	617	230	-	-	206	34	-	147	544	201	-	-	185	33	-	125
2016	강남구	역삼1동	767	69	-	-	371	20	-	307	559	57	-	-	266	20	-	216
2016	강남구	역삼2동	528	209	-	-	243	59	-	17	485	192	-	-	226	57	-	10
2016	강남구	도곡1동	412	159	-	-	173	80	-	-	364	130	-	-	154	80	-	-
2016	강남구	도곡2동	343	270	-	-	34	39	-	-	331	258	-	-	34	39	-	-
2016	강남구	개포1동	214	13	-	-	138	63	-	-	200	11	-	-	131	58	-	-
2016	강남구	개포4동	854	233	-	-	420	101	-	100	687	218	-	-	371	90	-	8
2016	강남구	일원본동	754	95	-	-	287	122	-	250	677	83	-	-	270	107	-	217
2016	강남구	일원1동	500	116	-	-	324	60	-	-	423	110	-	-	257	56	-	-
2016	강남구	일원2동	479	189	-	-	64	126	-	100	409	170	-	-	63	114	-	62
2016	강남구	수서동	560	249	-	-	197	40	-	74	510	234	-	-	187	39	-	50
2016	강남구	세곡동	1,619	769	-	-	258	532	60	-	1,570	759	-	-	246	509	56	-
2016	강남구	압구정동	301	228	-	-	24	-	-	49	243	196	-	-	23	-	-	24
2016	강남구	청담동	507	203	-	-	223	-	-	81	431	171	-	-	212	-	-	48
2016	강남구	대치2동	504	303	-	-	21	110	-	70	437	287	-	-	17	104	-	29
2016	강남구	개포2동	278	74	-	-	91	113	-	-	205	73	-	-	37	95	-	-
2016	송파구	소계	16,448	3,415	79	196	7,795	3,805	31	1,127	14,917	3,203	76	193	6,913	3,626	27	879
2016	송파구	풍납1동	358	88	-	-	177	93	-	-	340	88	-	-	160	92	-	-
2016	송파구	풍납2동	1,237	268	-	-	446	175	-	348	1,083	259	-	-	330	160	-	334
2016	송파구	거여1동	691	131	79	-	384	97	-	-	614	131	76	-	313	94	-	-
2016	송파구	거여2동	650	171	-	-	350	129	-	-	534	157	-	-	260	117	-	-
2016	송파구	마천1동	523	283	-	-	166	74	-	-	473	265	-	-	146	62	-	-
2016	송파구	마천2동	799	163	-	61	449	126	-	-	622	156	-	61	289	116	-	-
2016	송파구	방이1동	287	-	-	-	248	39	-	-	277	-	-	-	245	32	-	-
2016	송파구	방이2동	532	-	-	20	380	132	-	-	498	-	-	20	350	128	-	-
2016	송파구	오륜동	113	20	-	-	-	-	-	93	62	-	-	-	-	-	-	62
2016	송파구	오금동	820	113	-	-	535	172	-	-	720	113	-	-	440	167	-	-
2016	송파구	송파1동	611	257	-	20	205	92	-	37	592	252	-	20	196	91	-	33
2016	송파구	송파2동	331	-	-	-	187	113	31	-	308	-	-	-	171	110	27	-
2016	송파구	석촌동	956	120	-	20	739	77	-	-	905	120	-	20	690	75	-	-
2016	송파구	삼전동	1,043	78	-	44	889	32	-	-	1,012	75	-	41	866	30	-	-
2016	송파구	가락본동	671	131	-	-	319	157	-	64	620	127	-	-	301	140	-	52
2016	송파구	가락1동	165	88	-	-	-	19	-	58	98	47	-	-	-	18	-	33
2016	송파구	가락2동	1,248	151	-	-	900	120	-	77	1,140	147	-	-	841	110	-	42
2016	송파구	문정1동	480	91	-	-	292	97	-	-	462	91	-	-	289	82	-	-
2016	송파구	문정2동	223	20	-	-	-	115	-	88	144	-	-	-	-	113	-	31
2016	송파구	장지동	1,053	342	-	-	373	338	-	-	1,017	334	-	-	365	318	-	-
2016	송파구	위례동	621	334	-	-	40	247	-	-	618	332	-	-	40	246	-	-
2016	송파구	잠실본동	732	108	-	31	544	49	-	-	654	107	-	31	474	42	-	-
2016	송파구	잠실4동	749	161	-	-	64	524	-	-	716	156	-	-	39	521	-	-
2016	송파구	잠실6동	554	46	-	-	-	186	-	322	492	39	-	-	-	181	-	272
2016	송파구	잠실2동	478	222	-	-	-	256	-	-	434	179	-	-	-	255	-	-
2016	송파구	잠실3동	523	29	-	-	108	346	-	40	482	28	-	-	108	326	-	20
2016	강동구	소계	13,396	3,313	87	168	7,307	2,347	-	174	11,699	2,841	81	152	6,334	2,138	-	153
2016	강동구	강일동	1,250	268	-	-	337	525	-	120	1,158	266	-	-	298	485	-	109
2016	강동구	상일동	472	230	-	-	184	58	-	-	453	224	-	-	181	48	-	-
2016	강동구	명일1동	876	157	-	-	534	185	-	-	786	113	-	-	500	173	-	-
2016	강동구	명일2동	249	65	-	-	104	80	-	-	201	45	-	-	80	76	-	-
2016	강동구	고덕1동	607	304	-	-	246	57	-	-	453	215	-	-	181	57	-	-
2016	강동구	고덕2동	235	79	-	-	137	19	-	-	227	79	-	-	130	18	-	-
2016	강동구	암사2동	647	102	-	-	334	211	-	-	584	93	-	-	281	210	-	-
2016	강동구	암사3동	575	285	-	-	130	160	-	-	439	157	-	-	127	155	-	-
2016	강동구	천호1동	855	224	-	-	500	131	-	-	809	213	-	-	485	111	-	-
2016	강동구	천호3동	722	79	-	-	545	98	-	-	657	70	-	-	507	80	-	-
2016	강동구	성내1동	867	170	-	-	501	142	-	54	724	162	-	-	387	131	-	44
2016	강동구	성내2동	728	80	-	-	572	76	-	-	620	79	-	-	474	67	-	-
2016	강동구	성내3동	823	182	-	-	564	77	-	-	735	151	-	-	518	66	-	-
2016	강동구	둔촌1동	81	-	-	-	-	81	-	-	68	-	-	-	-	68	-	-
2016	강동구	둔촌2동	778	255	87	-	282	154	-	-	723	234	81	-	265	143	-	-
2016	강동구	암사1동	1,461	234	-	89	1,060	78	-	-	1,131	203	-	73	799	56	-	-
2016	강동구	천호2동	888	449	-	-	439	-	-	-	795	393	-	-	402	-	-	-
2016	강동구	길동	1,282	150	-	79	838	215	-	-	1,136	144	-	79	719	194	-	-
