기간	자치구	동	한식음식점업	의류점	기타주점업	부동산자문 및 중개업	용달 및 개별화물 자동차운송업	슈퍼마켓	비알콜 음료점	두발미용업	분식 및 김밥전문점	체인화 편의점	중국 음식점업	제과점업	가정용 세탁업	노래연습장 운영업	치킨 전문점	자동차 전문 수리업	컴퓨터게임방 운영업	과실 및 채소소매업	육류 소매업	당구장 운영업
2016	종로구	혜화동	685	66	310	66	34	137	370	80	134	139	78	84	24	29	63	6	41	1	12	20
2016	중구	소계	10,286	7,604	1,322	1,345	666	1,156	3,527	827	1,237	1,310	1,229	796	188	288	295	92	121	181	151	192
2016	중구	소공동	1,522	1,355	88	46	3	109	623	55	118	178	180	136	4	12	34	-	3	7	15	11
2016	중구	회현동	992	1,375	68	49	25	151	366	41	189	133	161	108	18	14	22	1	8	15	8	15
2016	중구	명동	2,686	1,539	297	425	1	145	1,276	318	316	299	438	155	9	20	67	-	16	10	2	44
2016	중구	필동	675	7	132	72	27	44	240	21	62	102	55	33	6	24	10	5	26	1	2	14
2016	중구	장충동	244	58	35	43	6	19	53	22	17	36	22	39	6	4	13	-	6	2	1	4
2016	중구	광희동	1,326	2,594	173	135	83	133	340	54	136	156	121	158	11	35	16	18	8	29	8	20
2016	중구	을지로동	784	122	132	63	11	89	205	13	77	97	63	16	7	32	17	2	-	3	3	34
2016	중구	신당5동	267	69	66	44	39	27	20	24	34	18	32	8	15	23	24	12	17	9	9	5
2016	중구	황학동	371	50	34	48	34	57	36	39	54	36	15	16	15	11	11	7	-	43	50	4
2016	중구	중림동	286	4	60	119	229	26	75	39	24	29	19	14	11	12	6	12	8	19	7	5
2016	중구	신당동	383	287	91	127	23	152	117	43	123	89	77	38	15	51	27	11	2	7	5	14
2016	중구	다산동	256	32	60	41	50	42	61	41	37	45	22	19	19	29	11	17	1	4	6	8
2016	중구	약수동	214	35	41	56	43	92	39	56	26	49	3	36	32	13	12	4	6	4	13	3
2016	중구	청구동	118	33	24	35	53	24	39	27	9	25	11	4	11	3	9	1	13	24	4	3
2016	중구	동화동	162	44	21	42	39	46	37	34	15	18	10	16	9	5	16	2	7	4	18	8
2016	용산구	소계	4,596	1,351	1,431	1,171	704	972	2,037	726	670	984	686	963	246	158	331	254	141	129	155	74
2016	용산구	후암동	175	18	24	52	52	66	62	31	44	64	16	14	19	2	12	17	8	9	20	2
2016	용산구	용산2가동	92	8	44	34	38	40	126	22	16	49	8	35	17	3	17	2	4	6	9	2
2016	용산구	남영동	640	254	113	110	14	46	240	24	89	114	96	125	5	30	51	13	43	3	8	17
2016	용산구	원효로2동	93	18	16	40	60	39	28	24	17	50	25	9	14	8	11	30	3	6	12	11
2016	용산구	효창동	52	5	4	28	43	38	31	8	11	21	4	26	8	-	3	6	-	-	-	1
2016	용산구	용문동	109	26	24	31	45	29	17	32	15	12	8	10	15	6	27	6	5	27	26	1
2016	용산구	이촌1동	182	83	63	85	10	91	122	108	37	46	54	146	15	4	12	6	9	24	19	2
2016	용산구	이촌2동	25	1	2	29	68	12	12	8	4	14	3	6	11	-	8	17	2	7	1	-
2016	용산구	이태원1동	451	377	485	36	10	95	223	48	21	92	96	118	13	11	54	10	5	4	1	2
2016	용산구	이태원2동	149	39	153	55	20	23	139	17	19	41	17	100	14	2	6	-	2	4	4	-
2016	용산구	서빙고동	97	24	1	18	33	40	21	17	13	31	13	7	4	-	2	16	-	3	1	-
2016	용산구	보광동	147	25	51	74	68	91	39	59	44	33	14	10	20	5	28	13	8	4	8	8
2016	용산구	청파동	349	37	87	88	75	64	189	133	123	96	34	55	21	16	27	37	19	16	22	4
2016	용산구	원효로1동	389	12	64	103	48	40	96	36	41	78	50	23	16	16	29	22	5	6	3	6
2016	용산구	한강로동	1,034	280	122	221	73	134	382	78	130	155	135	90	32	33	12	28	3	4	4	13
2016	용산구	한남동	612	144	178	167	47	124	310	81	46	88	113	189	22	22	32	31	25	6	17	5
2016	성동구	소계	4,499	885	882	1,225	1,467	912	1,475	788	637	1,010	440	453	328	274	331	755	189	116	233	138
2016	성동구	왕십리2동	87	26	19	54	68	32	15	47	7	20	4	8	13	2	8	-	8	6	6	3
2016	성동구	마장동	386	3	42	45	118	71	41	31	37	49	32	22	21	11	15	27	8	10	68	14
2016	성동구	사근동	591	35	232	39	39	37	292	60	114	137	77	51	12	43	48	-	54	3	6	25
2016	성동구	행당1동	381	252	34	70	56	101	189	113	88	66	43	110	25	12	31	7	16	12	26	6
2016	성동구	행당2동	61	17	6	48	52	28	29	38	16	19	8	26	18	2	11	1	-	3	14	-
2016	성동구	응봉동	16	5	12	17	71	23	19	16	5	5	3	13	13	1	8	5	5	-	1	-
2016	성동구	금호1가동	74	8	15	38	42	30	16	29	7	28	10	5	29	5	9	5	11	2	5	3
2016	성동구	금호4가동	97	18	28	50	30	43	22	38	14	30	14	15	11	13	13	3	16	4	10	2
2016	성동구	성수1가1동	183	46	34	78	76	32	64	26	17	58	16	9	13	14	13	27	2	-	1	4
2016	성동구	성수1가2동	409	84	40	81	172	68	150	39	44	79	30	27	13	22	18	88	13	4	12	11
2016	성동구	성수2가1동	353	80	79	67	114	70	130	40	58	87	46	26	46	26	26	75	15	14	8	9
2016	성동구	성수2가3동	682	107	69	240	330	60	207	23	61	171	64	28	15	48	31	302	8	4	3	28
2016	성동구	송정동	68	11	13	18	56	27	11	19	8	18	12	7	11	5	3	26	1	9	6	4
2016	성동구	용답동	325	63	75	53	57	85	54	43	43	64	24	30	21	27	23	156	18	20	15	7
2016	성동구	왕십리도선동	487	63	123	179	63	90	114	91	51	91	20	23	14	28	23	19	2	11	14	15
2016	성동구	금호2.3가동	166	53	42	64	84	50	49	74	42	40	19	15	21	11	35	-	6	13	26	6
2016	성동구	옥수동	133	14	19	84	39	65	73	61	25	48	18	38	32	4	16	14	6	1	12	1
2016	광진구	소계	5,366	1,247	2,046	1,319	1,387	1,144	1,888	1,279	860	1,293	638	653	470	568	431	220	388	207	258	171
2016	광진구	화양동	1,211	117	919	143	48	83	468	294	170	226	71	106	32	166	92	5	75	13	9	37
2016	광진구	군자동	311	33	109	74	72	83	161	69	59	96	66	38	30	33	38	24	28	7	20	12
2016	광진구	중곡1동	236	30	90	68	67	96	38	41	33	46	12	24	15	22	21	22	10	32	30	8
2016	광진구	중곡2동	270	49	77	82	90	64	41	69	22	75	22	11	28	30	14	27	20	7	12	5
2016	광진구	중곡3동	165	31	81	65	80	38	69	59	35	49	20	27	35	22	14	15	22	11	8	6
2016	광진구	중곡4동	198	90	65	61	154	105	58	72	40	64	12	25	28	24	10	2	25	16	24	13
2016	광진구	능동	295	17	57	49	25	41	95	12	20	59	-	12	14	37	24	8	8	-	8	5
2016	광진구	구의1동	401	48	206	126	197	66	80	72	55	92	40	36	32	65	24	8	27	8	7	18
2016	광진구	구의2동	240	51	44	55	114	62	68	45	31	63	13	25	33	17	24	13	31	4	18	4
2016	광진구	구의3동	502	221	82	115	58	100	206	137	102	100	36	63	39	25	33	23	36	1	11	13
2016	광진구	광장동	328	35	52	95	28	127	116	54	73	92	46	89	28	9	17	10	12	4	14	6
2016	광진구	자양1동	355	86	63	127	101	76	73	89	46	79	36	25	27	24	26	28	23	55	33	11
2016	광진구	자양2동	180	20	56	83	140	49	48	60	40	63	9	13	40	23	21	12	21	5	9	5
2016	광진구	자양3동	294	227	40	96	101	59	193	82	52	98	34	139	62	4	23	7	13	2	11	4
2016	광진구	자양4동	380	192	105	80	112	95	174	124	82	91	221	20	27	67	50	16	37	42	44	24
2016	동대문구	소계	5,573	1,510	1,361	1,062	1,852	1,377	1,491	912	870	1,322	554	557	418	339	446	470	310	981	384	177
2016	동대문구	회기동	416	55	174	38	22	130	231	83	87	79	67	68	12	35	41	2	19	1	1	7
2016	동대문구	휘경1동	229	22	69	47	46	68	113	56	42	75	22	30	21	19	21	4	30	7	15	7
2016	동대문구	휘경2동	82	9	18	48	473	47	27	30	25	72	3	26	23	5	26	6	27	7	7	7
2016	동대문구	청량리동	371	60	86	49	86	74	56	45	53	47	31	17	21	23	23	13	20	30	13	15
2016	동대문구	용신동	960	206	116	169	158	125	190	64	105	175	81	68	64	39	46	54	14	33	27	23
2016	동대문구	제기동	529	61	151	89	106	189	59	55	70	102	47	27	30	7	30	58	11	815	159	5
2016	동대문구	전농1동	559	449	94	73	121	68	166	100	101	114	28	75	24	30	39	39	22	16	41	12
2016	동대문구	전농2동	77	21	35	24	77	60	60	47	37	55	43	18	20	15	14	3	10	2	3	8
2016	동대문구	답십리1동	349	80	71	98	97	63	102	53	33	77	17	15	19	21	22	20	7	2	5	13
2016	동대문구	답십리2동	225	36	59	53	142	65	19	48	33	53	22	18	25	22	13	46	32	12	22	7
2016	동대문구	장안1동	727	111	162	156	192	156	133	97	72	174	74	49	64	44	56	167	38	13	33	31
2016	동대문구	장안2동	661	358	144	84	165	177	144	124	102	123	38	66	36	45	49	40	31	17	34	28
2016	동대문구	이문1동	332	35	147	86	86	116	173	89	102	119	73	58	43	23	48	14	47	22	13	13
2016	동대문구	이문2동	56	7	35	48	81	39	18	21	8	57	8	22	16	11	18	4	2	4	11	1
2016	중랑구	소계	4,547	1,084	1,327	991	2,732	1,187	891	1,073	654	923	337	423	429	500	354	320	269	279	333	183
2016	중랑구	면목2동	275	46	73	66	186	76	25	64	34	51	26	26	52	30	12	30	11	15	26	16
2016	중랑구	면목4동	103	16	44	56	121	47	31	33	17	46	11	13	23	9	11	8	-	6	4	6
2016	중랑구	면목5동	79	28	21	16	94	28	12	21	16	18	7	12	14	6	14	33	6	4	7	5
2016	중랑구	면목7동	268	81	50	57	108	67	41	75	30	61	18	22	21	28	25	18	10	45	32	11
2016	중랑구	상봉1동	97	167	26	43	116	40	101	63	38	61	22	14	17	10	12	8	6	11	8	5
2016	중랑구	상봉2동	686	164	194	105	71	71	130	88	34	122	35	23	34	98	39	37	55	10	9	28
2016	중랑구	중화1동	111	25	17	43	116	63	19	58	26	38	4	5	14	7	9	8	-	11	13	-
2016	중랑구	중화2동	402	58	169	66	167	86	47	72	63	57	29	37	19	51	25	27	24	41	34	18
2016	중랑구	묵1동	333	50	60	69	135	94	88	78	59	77	10	34	36	24	13	14	19	8	13	7
2016	중랑구	묵2동	255	43	97	54	450	51	31	53	27	36	32	7	18	40	24	31	15	15	13	18
2016	중랑구	망우3동	149	19	41	37	128	45	18	44	22	26	17	7	19	7	4	17	2	6	12	4
2016	중랑구	신내1동	388	42	76	57	241	139	76	66	54	64	33	39	34	28	35	31	20	3	20	8
2016	중랑구	신내2동	144	64	32	43	107	23	55	64	37	33	6	73	24	5	20	2	6	5	28	4
2016	중랑구	면목본동	425	86	160	112	222	130	49	90	51	90	21	39	47	40	36	8	30	32	38	12
2016	중랑구	면목3.8동	356	91	151	72	216	92	66	97	83	60	26	16	20	60	32	13	42	24	21	21
2016	중랑구	망우본동	476	104	116	95	254	135	102	107	63	83	40	56	37	57	43	35	23	43	55	20
2016	성북구	소계	4,832	1,414	1,495	1,090	1,654	1,298	1,543	1,315	899	1,233	522	701	458	294	426	318	306	253	354	165
2016	성북구	돈암1동	52	4	5	25	53	16	21	13	8	15	4	1	14	2	2	3	2	-	11	-
2016	성북구	돈암2동	22	5	1	25	36	73	9	15	15	6	3	14	16	-	9	-	-	3	11	-
2016	성북구	안암동	486	31	216	48	47	40	302	107	111	161	76	50	16	34	37	13	44	5	2	27
2016	성북구	보문동	171	155	53	50	52	59	18	42	19	49	22	19	19	6	14	33	12	11	11	2
2016	성북구	정릉1동	130	6	26	42	45	33	24	32	18	55	15	27	14	4	36	11	3	2	5	2
2016	성북구	정릉2동	157	18	15	46	111	87	39	36	31	54	24	21	19	12	24	16	13	4	17	4
2016	성북구	정릉3동	162	29	39	19	50	29	46	25	24	45	25	17	7	6	15	15	19	2	13	12
2016	성북구	정릉4동	161	12	33	44	86	49	51	46	26	56	15	14	22	6	18	5	21	6	17	12
2016	성북구	길음1동	134	51	103	102	-	118	84	84	71	28	17	66	26	6	16	-	18	27	25	6
2016	성북구	길음2동	298	388	20	57	112	20	77	60	68	30	23	92	14	3	5	9	8	2	32	-
2016	성북구	월곡1동	155	27	29	45	135	77	34	49	39	48	25	34	35	17	23	25	6	13	16	3
2016	성북구	월곡2동	375	53	78	47	85	64	152	91	66	80	29	49	21	33	29	35	23	21	23	11
2016	성북구	장위1동	112	20	39	42	135	64	16	47	13	33	16	6	37	8	9	11	12	9	11	5
2016	성북구	장위2동	240	59	93	49	88	78	15	52	34	45	24	12	14	15	20	32	10	29	35	10
2016	성북구	장위3동	95	86	29	21	71	43	9	19	13	19	14	12	20	1	4	13	5	1	6	3
2016	성북구	성북동	377	91	41	57	31	50	118	45	24	80	24	98	36	5	14	36	5	10	8	2
2016	성북구	삼선동	417	72	112	68	75	128	106	77	78	98	45	21	28	22	25	12	9	50	36	18
2016	성북구	동선동	506	204	351	101	39	52	275	285	139	142	61	101	23	59	65	7	26	5	12	15
2016	성북구	종암동	309	45	68	99	167	101	74	97	53	96	29	20	40	23	32	19	45	29	30	15
2016	성북구	석관동	473	58	144	103	236	117	73	93	49	93	31	27	37	32	29	23	25	24	33	18
2016	강북구	소계	4,282	788	1,455	759	1,249	991	821	944	457	924	340	351	341	411	303	256	238	224	258	143
2016	강북구	번1동	364	63	124	75	65	85	94	113	49	115	28	49	27	45	40	13	14	13	17	10
2016	강북구	번2동	59	2	12	19	100	30	7	19	10	15	14	4	15	6	13	20	7	4	5	5
2016	강북구	번3동	64	9	28	20	71	75	33	25	11	36	32	10	15	3	16	16	13	3	8	2
2016	강북구	수유1동	225	107	46	41	91	98	33	49	25	55	22	11	18	15	6	16	9	47	38	12
2016	강북구	수유2동	245	32	62	57	91	85	16	59	26	65	14	27	25	21	39	17	25	8	18	10
2016	강북구	수유3동	838	151	506	111	77	64	152	139	76	128	56	74	29	159	27	16	66	41	29	30
2016	강북구	삼양동	97	31	32	38	125	110	12	60	32	46	8	28	23	15	21	6	23	6	25	7
2016	강북구	미아동	328	67	116	93	105	59	74	127	51	106	29	30	29	28	21	15	13	30	18	18
2016	강북구	송중동	653	170	229	74	104	91	121	96	45	91	40	55	30	53	45	38	23	21	22	18
2016	강북구	송천동	458	53	124	93	118	90	67	104	41	84	39	16	29	22	34	60	3	15	16	13
2016	강북구	삼각산동	118	23	30	59	83	72	65	62	36	35	15	21	19	5	14	-	21	9	17	3
2016	강북구	우이동	602	53	100	24	62	63	79	33	25	57	17	15	17	27	16	20	7	6	21	10
2016	강북구	인수동	231	27	46	55	157	69	68	58	30	91	26	11	65	12	11	19	14	21	24	5
2016	도봉구	소계	3,134	715	749	714	1,744	954	640	780	465	802	275	365	352	281	348	268	218	187	207	148
2016	도봉구	쌍문1동	86	8	17	24	91	88	51	37	36	51	28	12	20	4	17	9	5	9	14	8
2016	도봉구	쌍문2동	185	55	48	41	100	89	43	90	33	47	13	33	26	21	29	15	22	10	18	17
2016	도봉구	쌍문3동	154	68	41	63	52	57	36	36	23	58	19	19	24	11	20	17	13	22	23	5
2016	도봉구	쌍문4동	43	27	6	25	69	48	24	45	28	40	6	6	15	1	13	6	8	3	5	-
2016	도봉구	방학1동	533	178	146	118	118	62	87	112	80	111	40	51	37	64	60	55	47	16	14	36
2016	도봉구	방학2동	145	42	35	29	99	77	12	61	37	50	20	21	19	12	13	13	5	41	18	8
2016	도봉구	방학3동	149	9	10	30	118	64	31	32	16	37	4	22	18	8	21	11	-	4	5	5
2016	도봉구	창1동	155	42	45	61	440	59	78	47	34	45	9	29	26	14	7	13	19	5	7	10
2016	도봉구	창2동	145	69	42	56	161	97	18	60	20	69	22	14	54	10	46	16	31	17	25	11
2016	도봉구	창3동	155	32	47	38	91	29	14	32	14	32	13	34	17	14	25	13	5	20	22	7
2016	도봉구	창4동	221	52	78	57	65	56	59	32	43	77	19	50	16	32	23	11	21	9	9	9
2016	도봉구	창5동	443	54	74	58	96	56	110	83	50	64	36	38	28	34	43	45	21	9	18	14
2016	도봉구	도봉1동	496	38	85	58	119	79	46	57	30	78	18	16	19	45	18	24	15	12	18	13
2016	도봉구	도봉2동	224	41	75	56	125	93	31	56	21	43	28	20	33	11	13	20	6	10	11	5
2016	노원구	소계	5,319	1,820	1,277	1,104	2,241	1,476	1,590	1,319	862	1,205	500	803	457	523	633	344	382	174	258	169
2016	노원구	월계1동	356	14	98	43	147	59	116	82	61	102	35	62	23	49	47	24	63	5	15	24
2016	노원구	월계2동	47	7	12	27	159	56	24	35	19	42	16	12	20	3	23	1	-	5	14	-
2016	노원구	월계3동	79	69	7	47	166	43	32	36	23	21	6	20	20	1	27	17	3	3	13	-
2016	노원구	공릉2동	322	28	83	97	206	118	215	80	91	163	28	75	37	57	64	9	51	3	27	19
2016	노원구	하계1동	317	196	34	44	63	47	71	36	25	73	35	37	21	4	25	54	2	2	8	2
2016	노원구	하계2동	42	-	2	26	66	37	3	32	11	8	-	11	13	-	14	-	11	3	3	-
2016	노원구	중계본동	146	22	70	54	78	89	70	50	34	55	50	24	26	12	45	7	18	3	11	11
2016	노원구	중계1동	109	18	12	69	57	61	80	45	76	48	6	56	24	7	23	32	14	2	13	-
2016	노원구	중계4동	336	43	69	31	78	89	51	46	53	33	16	33	12	39	34	11	22	7	10	14
2016	노원구	상계1동	648	40	91	98	171	163	103	110	51	101	43	43	45	56	46	48	19	4	15	12
2016	노원구	상계2동	1,108	634	349	106	87	96	292	270	85	99	69	111	32	149	73	34	53	15	34	30
2016	노원구	상계5동	171	45	58	73	130	58	56	81	41	44	11	17	23	23	30	34	32	15	18	9
2016	노원구	상계8동	42	33	14	25	47	63	13	29	10	18	12	38	12	6	9	1	7	6	5	-
2016	노원구	상계9동	65	34	13	34	84	86	13	27	41	27	6	10	17	4	16	-	9	10	8	1
2016	노원구	상계10동	39	13	7	24	54	29	26	21	12	10	3	8	6	6	6	2	2	-	-	6
2016	노원구	상계3.4동	191	41	60	63	209	88	26	57	19	44	14	12	27	25	29	16	11	24	16	11
2016	노원구	상계6.7동	435	65	124	93	93	78	134	120	86	104	65	117	21	28	34	5	32	22	18	11
2016	노원구	중계2.3동	272	433	43	39	133	92	118	63	51	40	36	77	18	5	27	1	3	8	10	-
2016	노원구	공릉1동	594	85	131	111	213	124	147	99	73	173	49	40	60	49	61	48	30	37	20	19
2016	은평구	소계	4,798	1,656	1,239	1,490	2,031	1,499	1,149	1,380	739	1,207	474	721	412	385	511	273	303	332	355	175
2016	은평구	녹번동	387	42	70	94	295	74	95	77	40	66	36	31	27	17	18	44	22	4	13	13
2016	은평구	불광1동	301	71	65	187	106	134	67	94	43	83	30	59	30	36	44	3	13	21	16	11
2016	은평구	갈현1동	503	42	222	60	87	81	69	79	48	71	59	52	24	77	51	9	32	10	16	28
2016	은평구	갈현2동	369	110	134	77	91	110	116	94	67	86	21	46	20	37	37	6	37	15	25	12
2016	은평구	구산동	71	40	16	60	177	58	27	61	43	77	17	30	24	4	22	19	-	5	15	2
2016	은평구	대조동	569	567	119	199	105	98	162	166	103	114	45	75	26	39	33	17	21	82	31	19
2016	은평구	응암1동	356	77	64	135	94	86	82	111	64	103	39	55	24	26	46	4	27	10	30	17
2016	은평구	응암2동	70	17	17	51	63	40	19	37	20	18	11	8	14	10	11	12	2	3	16	4
2016	은평구	신사1동	206	39	55	87	139	58	48	82	34	69	25	15	28	21	24	15	32	13	17	10
2016	은평구	신사2동	51	12	11	41	115	127	23	42	22	47	5	23	28	1	18	10	-	8	12	-
2016	은평구	증산동	181	31	40	62	108	62	41	47	28	76	27	28	21	12	20	8	15	15	14	13
2016	은평구	수색동	95	19	34	33	71	58	14	35	18	4	12	17	15	7	11	7	6	13	11	2
2016	은평구	진관동	668	339	33	105	101	146	205	118	60	109	69	155	41	5	52	3	16	15	31	5
2016	은평구	불광2동	226	53	48	66	100	73	34	85	32	56	13	33	23	9	32	22	23	58	31	3
2016	은평구	응암3동	359	128	162	75	140	127	57	85	54	78	23	35	28	54	41	29	34	40	44	19
2016	은평구	역촌동	386	69	149	158	239	167	90	167	63	150	42	59	39	30	51	65	23	20	33	17
2016	서대문구	소계	4,226	841	1,404	888	1,014	1,066	1,937	1,258	724	1,120	570	729	304	253	419	186	194	254	244	141
2016	서대문구	천연동	178	39	26	40	49	88	36	31	42	50	7	17	17	6	19	4	1	21	32	3
2016	서대문구	홍제1동	184	29	53	50	105	73	43	72	30	44	6	17	22	23	23	7	10	10	12	2
2016	서대문구	홍제3동	205	71	71	35	83	47	49	44	52	43	19	40	18	18	22	12	7	92	31	17
2016	서대문구	홍제2동	99	24	37	45	28	14	11	33	17	15	17	19	12	11	21	-	5	2	9	7
2016	서대문구	홍은1동	111	29	28	38	82	90	25	39	25	22	12	28	21	3	18	11	14	12	16	6
2016	서대문구	홍은2동	269	24	69	37	112	67	61	34	48	74	31	34	21	7	19	22	27	-	7	11
2016	서대문구	남가좌1동	152	66	83	41	28	56	32	13	27	19	5	16	8	12	23	-	-	48	31	3
2016	서대문구	남가좌2동	208	43	72	63	76	82	70	94	53	41	30	34	20	26	33	35	19	14	28	15
2016	서대문구	북가좌1동	84	2	2	38	82	50	34	66	16	47	-	19	14	-	21	7	3	11	6	3
2016	서대문구	북가좌2동	252	27	72	97	154	111	69	88	41	102	43	50	40	19	42	29	25	6	21	13
2016	서대문구	충현동	530	16	98	70	19	37	206	39	57	105	49	29	26	18	11	6	6	8	3	11
2016	서대문구	북아현동	86	27	15	104	72	48	21	17	6	17	7	10	14	5	12	4	1	4	4	3
2016	서대문구	신촌동	1,442	371	677	139	14	157	1,043	591	233	407	226	296	28	93	109	2	65	11	31	36
2016	서대문구	연희동	426	73	101	91	110	146	237	97	77	134	118	120	43	12	46	47	11	15	13	11
2016	마포구	소계	8,717	2,067	3,290	1,747	1,099	1,228	4,466	1,914	1,186	1,718	1,149	1,178	456	460	719	236	296	262	243	167
2016	마포구	용강동	701	26	154	131	35	75	132	82	72	83	64	52	36	52	15	29	5	4	8	15
2016	마포구	대흥동	281	22	76	96	31	30	152	65	83	120	50	25	18	11	28	8	37	8	10	5
2016	마포구	염리동	135	37	23	38	35	19	76	33	27	30	18	20	16	8	27	11	-	14	5	1
2016	마포구	신수동	150	13	35	64	54	57	52	33	34	59	40	38	19	4	20	13	-	15	11	6
2016	마포구	서교동	3,024	1,286	1,881	322	58	208	1,972	879	370	413	319	404	26	225	248	19	80	5	15	53
2016	마포구	합정동	415	92	138	101	99	55	235	100	34	97	56	71	22	15	12	16	18	1	3	11
2016	마포구	망원1동	261	56	67	64	116	35	105	67	70	58	27	38	43	26	22	10	9	49	34	10
2016	마포구	망원2동	241	47	61	61	108	71	67	68	31	58	44	31	29	21	33	10	24	20	37	8
2016	마포구	연남동	255	43	175	62	46	45	195	46	32	76	110	33	11	8	13	19	9	-	4	1
2016	마포구	성산1동	196	12	21	73	66	43	69	31	28	76	42	71	40	20	17	23	17	-	8	6
2016	마포구	성산2동	246	157	36	91	147	128	103	62	44	76	32	45	45	3	36	23	2	57	19	8
2016	마포구	상암동	912	95	151	107	85	146	548	61	130	183	134	94	28	10	95	8	2	8	6	10
2016	마포구	도화동	513	30	152	128	41	69	178	84	51	66	74	40	33	29	47	6	19	23	14	7
2016	마포구	서강동	425	68	140	100	48	57	346	118	58	143	46	96	24	3	35	19	33	3	6	6
2016	마포구	공덕동	667	32	127	170	100	99	140	109	77	100	68	46	42	23	49	10	33	25	30	20
2016	마포구	아현동	295	51	53	139	30	91	96	76	45	80	25	74	24	2	22	12	8	30	33	-
2016	양천구	소계	4,327	1,457	1,141	1,226	1,923	1,309	1,204	1,345	678	972	413	575	435	405	441	386	293	284	368	155
2016	양천구	목1동	887	753	185	112	34	52	373	237	142	132	76	131	24	55	36	15	20	11	15	12
2016	양천구	목2동	192	52	62	95	90	62	48	77	30	75	25	23	27	23	27	14	15	9	11	10
2016	양천구	목3동	182	65	100	67	85	76	55	105	36	46	20	30	20	28	30	15	44	19	27	15
2016	양천구	목4동	223	30	65	68	72	87	46	91	36	53	26	24	31	22	38	14	11	15	40	5
2016	양천구	신월1동	287	61	102	57	166	114	15	74	20	54	31	13	18	27	24	36	38	59	36	12
2016	양천구	신월2동	110	25	21	50	178	63	17	29	14	24	4	11	20	9	8	17	9	15	19	8
2016	양천구	신월3동	97	21	30	12	149	63	24	32	28	41	11	11	17	8	8	31	3	15	28	7
2016	양천구	신월4동	175	10	47	37	158	19	23	54	20	35	24	11	15	22	24	17	2	12	12	8
2016	양천구	신월5동	175	48	36	37	103	34	29	37	18	57	10	8	16	19	17	28	13	4	6	4
2016	양천구	신월6동	98	11	15	23	64	38	5	17	12	15	3	3	26	7	4	7	7	13	19	7
2016	양천구	신월7동	160	27	44	40	192	84	25	53	22	36	15	15	19	28	25	25	10	8	22	13
2016	양천구	신정1동	253	29	83	83	26	38	73	49	25	35	11	36	16	27	33	32	6	12	19	4
2016	양천구	신정2동	261	36	18	77	62	96	52	68	38	37	18	23	17	19	36	32	4	25	25	10
2016	양천구	신정3동	172	53	72	72	253	138	58	69	47	48	20	31	36	18	27	23	21	19	26	11
2016	양천구	신정6동	85	14	3	69	16	29	38	32	23	31	-	20	22	-	9	-	3	14	10	-
2016	양천구	신정7동	149	13	21	53	85	51	45	55	41	46	28	47	20	19	20	18	33	12	8	5
2016	양천구	목5동	221	45	32	132	22	151	118	104	59	87	32	100	46	2	35	-	13	8	19	7
