기간	자치구	동	한식음식점업	의류점	기타주점업	부동산자문 및 중개업	용달 및 개별화물 자동차운송업	슈퍼마켓	비알콜 음료점	두발미용업	분식 및 김밥전문점	체인화 편의점	중국 음식점업	제과점업	가정용 세탁업	노래연습장 운영업	치킨 전문점	자동차 전문 수리업	컴퓨터게임방 운영업	과실 및 채소소매업	육류 소매업	당구장 운영업
2016	양천구	신정4동	600	164	205	142	168	114	160	162	67	120	59	38	45	72	40	62	41	14	26	17
2016	강서구	소계	6,997	1,979	1,922	2,246	2,475	1,454	1,854	1,547	933	1,530	670	915	579	538	641	800	426	292	361	253
2016	강서구	염창동	378	21	91	340	118	85	108	62	55	75	29	53	41	25	42	66	32	9	12	12
2016	강서구	등촌1동	483	103	60	102	96	25	143	71	49	85	18	63	31	26	36	183	21	3	7	9
2016	강서구	등촌2동	104	10	25	39	65	28	59	33	27	32	13	25	15	5	17	8	12	-	7	4
2016	강서구	등촌3동	731	559	90	119	116	121	199	95	70	80	42	92	26	35	70	71	31	8	16	21
2016	강서구	화곡본동	226	30	84	92	156	105	43	61	37	62	25	20	32	20	39	12	20	25	20	14
2016	강서구	화곡2동	65	9	20	31	111	77	13	40	13	27	15	23	16	6	9	16	7	4	6	4
2016	강서구	화곡3동	331	35	98	82	75	50	86	90	40	51	15	55	29	27	43	2	43	9	15	27
2016	강서구	화곡4동	262	67	86	51	118	65	57	85	35	49	23	7	44	49	28	13	29	46	39	8
2016	강서구	화곡6동	642	37	509	83	141	75	108	91	46	100	72	26	31	68	43	31	26	8	12	22
2016	강서구	화곡8동	178	43	45	89	105	42	56	73	35	38	18	19	23	21	26	4	15	24	34	3
2016	강서구	가양1동	528	10	60	269	75	45	140	49	42	163	30	20	20	17	22	131	-	4	5	16
2016	강서구	가양2동	62	39	11	37	58	25	22	38	19	28	8	26	15	6	23	2	22	14	7	9
2016	강서구	가양3동	68	54	4	29	85	25	24	35	10	6	12	17	14	-	6	7	-	1	2	-
2016	강서구	발산1동	273	65	46	108	187	164	92	108	86	80	41	82	26	9	42	48	25	37	44	10
2016	강서구	공항동	565	39	146	92	130	58	102	54	54	130	45	42	21	33	23	38	17	1	11	14
2016	강서구	방화1동	499	73	92	180	218	111	110	154	83	120	53	65	35	39	51	53	35	62	55	15
2016	강서구	방화2동	502	587	84	73	145	121	208	93	52	82	88	138	26	29	22	50	17	11	17	13
2016	강서구	방화3동	108	18	24	44	127	25	52	42	25	43	5	36	22	5	16	2	10	1	6	4
2016	강서구	화곡1동	693	111	294	262	226	125	157	152	113	219	88	66	59	92	61	42	47	12	25	34
2016	강서구	우장산동	299	69	53	124	123	82	75	121	42	60	30	40	53	26	22	21	17	13	21	14
2016	구로구	소계	5,486	1,600	1,390	1,382	1,898	1,434	1,457	1,173	779	1,094	982	613	438	474	524	347	304	239	307	177
2016	구로구	신도림동	529	448	114	180	82	90	248	124	75	81	62	126	32	23	51	18	8	6	23	12
2016	구로구	구로1동	59	7	30	36	72	54	27	42	21	21	8	20	20	2	10	12	8	-	16	2
2016	구로구	구로3동	1,289	128	298	251	118	59	447	135	169	214	192	81	27	76	77	16	52	-	11	35
2016	구로구	구로4동	316	121	126	90	91	111	46	84	66	68	134	19	32	50	35	11	29	67	37	9
2016	구로구	구로5동	657	442	129	251	153	179	154	97	79	110	111	65	67	59	34	24	16	7	16	19
2016	구로구	고척1동	428	151	106	44	117	90	84	70	43	44	45	27	20	38	39	14	25	15	14	23
2016	구로구	고척2동	208	58	48	62	144	73	47	68	35	43	17	19	28	14	33	41	14	23	21	6
2016	구로구	개봉2동	166	27	61	55	120	65	52	101	43	30	13	52	29	17	26	11	17	18	22	6
2016	구로구	개봉3동	135	30	40	47	117	66	30	54	24	29	13	13	14	10	32	24	20	11	14	8
2016	구로구	오류1동	191	39	61	53	80	53	45	61	35	75	21	28	22	27	24	26	19	15	19	12
2016	구로구	오류2동	220	17	35	62	214	140	63	74	39	97	25	62	38	13	46	12	14	18	29	5
2016	구로구	수궁동	128	14	27	47	189	72	42	33	26	85	20	22	22	13	25	17	19	4	21	7
2016	구로구	가리봉동	135	21	96	36	40	83	10	41	16	41	127	-	12	62	4	39	18	20	10	2
2016	구로구	구로2동	703	52	144	111	181	162	103	101	68	86	149	25	41	44	34	55	20	24	23	18
2016	구로구	개봉1동	322	45	75	57	180	137	59	88	40	70	45	54	34	26	54	27	25	11	31	13
2016	금천구	소계	4,226	2,751	845	906	1,480	778	984	613	617	790	582	302	286	290	303	386	181	196	257	157
2016	금천구	가산동	1,731	2,241	236	370	227	135	593	109	273	291	247	91	33	72	66	46	29	33	16	48
2016	금천구	독산1동	501	110	79	128	166	96	101	66	54	88	73	44	76	43	36	183	12	8	70	17
2016	금천구	독산2동	197	24	52	48	116	56	15	55	18	41	18	22	24	16	16	19	12	13	19	8
2016	금천구	독산3동	282	63	112	83	155	119	37	85	55	84	99	20	35	35	44	22	32	40	35	12
2016	금천구	독산4동	196	16	82	36	90	45	34	44	26	53	32	16	21	30	25	21	24	3	13	16
2016	금천구	시흥1동	880	222	164	99	188	99	120	114	95	134	77	63	42	53	54	33	26	62	44	35
2016	금천구	시흥2동	19	2	10	28	119	40	19	23	19	12	2	5	14	1	7	8	-	7	10	-
2016	금천구	시흥3동	176	11	22	41	151	32	12	19	20	34	13	12	8	9	13	32	8	2	12	5
2016	금천구	시흥4동	59	18	34	28	138	63	22	37	25	19	11	4	14	8	16	13	10	4	16	3
2016	금천구	시흥5동	185	44	54	45	130	93	31	61	32	34	10	25	19	23	26	9	28	24	22	13
2016	영등포구	소계	9,704	2,539	1,978	1,635	2,315	1,551	3,069	1,220	1,028	1,760	1,849	814	469	539	470	540	299	281	296	225
2016	영등포구	여의동	3,472	373	371	358	60	296	1,332	190	300	349	431	243	32	21	96	42	24	28	11	33
2016	영등포구	당산1동	537	27	213	111	168	44	143	66	65	120	40	23	24	57	24	29	11	3	15	15
2016	영등포구	당산2동	534	21	133	152	54	57	175	122	82	156	60	63	50	18	35	5	23	10	13	17
2016	영등포구	양평1동	343	18	50	75	1,071	56	96	25	30	49	45	22	41	8	13	72	11	4	7	6
2016	영등포구	양평2동	391	16	96	79	106	53	158	29	40	99	46	26	23	25	12	111	12	3	17	12
2016	영등포구	신길1동	241	49	73	55	62	106	36	63	28	48	38	45	42	41	20	5	19	15	17	14
2016	영등포구	신길3동	132	65	29	37	67	97	32	47	18	32	21	22	43	20	21	8	14	20	25	10
2016	영등포구	신길4동	55	6	21	36	50	35	11	23	18	32	14	-	13	7	9	4	-	2	3	3
2016	영등포구	신길5동	100	14	27	21	66	32	29	16	18	9	50	3	11	17	15	13	10	1	1	6
2016	영등포구	신길6동	278	18	48	101	72	69	81	69	18	43	28	20	20	27	14	40	20	10	8	1
2016	영등포구	신길7동	125	10	33	22	23	28	47	15	23	54	16	21	7	9	14	8	3	3	10	3
2016	영등포구	대림1동	191	41	61	41	55	77	25	48	28	47	45	15	15	20	32	10	15	34	21	2
2016	영등포구	대림2동	162	59	137	56	47	69	30	70	13	38	448	11	18	50	11	3	22	18	21	12
2016	영등포구	대림3동	327	24	110	88	150	104	44	65	34	86	172	14	25	78	28	41	28	15	40	16
2016	영등포구	영등포본동	290	581	39	67	76	108	128	59	52	110	84	85	22	25	18	5	24	22	21	4
2016	영등포구	영등포동	1,625	1,091	397	159	52	178	485	180	169	192	218	128	30	77	47	63	42	75	47	53
2016	영등포구	도림동	133	15	38	40	72	67	16	46	14	39	31	14	25	16	16	31	9	4	3	4
2016	영등포구	문래동	768	111	102	137	64	75	201	87	78	257	62	59	28	23	45	50	12	14	16	14
2016	동작구	소계	4,224	634	1,216	1,233	1,077	1,263	1,550	1,091	768	1,120	574	619	407	343	490	174	391	299	244	145
2016	동작구	노량진2동	309	19	83	49	37	89	79	31	57	68	42	18	16	26	18	-	16	10	8	3
2016	동작구	상도1동	365	37	145	108	86	102	182	139	99	184	55	72	33	25	50	47	62	28	21	19
2016	동작구	상도2동	270	69	41	115	64	65	64	77	45	68	21	71	28	21	34	20	16	20	13	9
2016	동작구	상도3동	138	53	39	65	83	84	19	63	25	35	28	33	24	19	17	2	31	25	23	5
2016	동작구	상도4동	143	27	36	48	113	66	49	46	24	46	13	4	20	17	31	6	11	19	20	3
2016	동작구	사당1동	460	106	146	166	75	103	143	80	43	89	48	56	29	54	39	7	23	20	22	11
2016	동작구	사당3동	154	12	32	56	70	47	33	47	25	27	3	26	18	9	32	12	-	15	18	2
2016	동작구	사당4동	67	22	17	46	58	38	12	40	29	20	5	20	20	15	14	-	15	26	20	2
2016	동작구	사당5동	56	4	6	26	46	31	16	38	14	7	6	1	8	4	15	4	5	4	6	3
2016	동작구	대방동	308	32	104	98	70	120	86	82	40	129	61	81	42	19	37	35	29	9	8	13
2016	동작구	신대방1동	195	48	32	63	53	87	36	64	28	49	31	19	29	13	25	9	19	10	12	4
2016	동작구	신대방2동	343	20	42	72	58	79	136	46	57	86	47	22	20	22	25	16	26	5	9	16
2016	동작구	흑석동	394	47	135	110	82	120	150	95	67	78	73	91	33	13	42	4	34	28	17	17
2016	동작구	노량진1동	546	29	149	110	72	145	382	109	149	146	80	58	41	30	61	6	79	11	15	23
2016	동작구	사당2동	476	109	209	101	110	87	163	134	66	88	61	47	46	56	50	6	25	69	32	15
2016	관악구	소계	5,763	1,301	2,079	1,699	1,930	1,587	1,667	1,618	1,000	1,616	625	616	522	548	631	297	521	316	376	193
2016	관악구	보라매동	279	343	51	46	76	72	71	76	37	47	37	46	27	31	24	3	6	15	25	9
2016	관악구	청림동	34	6	27	32	39	52	20	32	12	28	12	12	13	7	12	1	3	7	11	1
2016	관악구	행운동	258	84	92	130	71	73	85	153	41	124	22	39	34	21	38	10	29	33	25	4
2016	관악구	낙성대동	577	12	221	85	38	79	143	99	106	89	66	113	23	36	29	17	19	4	15	18
2016	관악구	중앙동	332	33	70	123	46	63	101	82	24	77	33	38	15	14	25	16	18	4	10	4
2016	관악구	인헌동	162	36	48	105	78	69	78	67	59	79	19	14	29	21	29	1	11	33	28	12
2016	관악구	남현동	288	27	129	29	43	32	61	45	23	65	18	17	18	23	26	16	8	12	10	1
2016	관악구	서원동	575	213	399	70	54	59	221	139	98	112	43	38	18	69	35	26	41	-	9	20
2016	관악구	신원동	136	28	39	44	43	48	22	43	34	32	12	16	16	12	26	3	12	36	28	1
2016	관악구	서림동	195	10	35	45	57	66	37	29	19	70	20	15	26	9	18	18	25	5	10	7
2016	관악구	신사동	192	30	66	117	62	65	37	89	65	97	57	19	39	31	31	25	40	25	32	9
2016	관악구	신림동	636	92	286	170	34	86	134	152	87	144	30	12	31	78	18	3	54	12	8	19
2016	관악구	난향동	34	4	7	24	62	35	20	27	13	16	6	5	14	1	12	-	6	2	6	2
2016	관악구	조원동	394	56	147	111	450	69	76	72	37	69	61	25	22	55	31	46	38	12	27	18
2016	관악구	대학동	463	7	123	68	44	139	221	76	127	145	63	61	30	47	79	-	103	4	14	27
2016	관악구	은천동	307	27	85	127	113	153	51	70	53	90	37	30	26	21	47	53	12	7	34	7
2016	관악구	성현동	37	14	20	45	98	32	20	47	17	23	21	20	14	3	16	10	18	11	6	2
2016	관악구	청룡동	462	155	123	195	62	140	184	148	70	172	29	51	37	32	61	5	37	21	18	17
2016	관악구	난곡동	88	16	36	33	138	101	25	60	29	48	1	16	25	11	24	15	37	15	14	7
2016	관악구	삼성동	100	39	23	35	142	89	13	38	15	21	12	6	31	5	20	8	-	41	24	2
2016	관악구	미성동	214	69	52	65	180	65	47	74	34	68	26	23	34	21	30	21	4	17	22	6
2016	서초구	소계	11,035	2,936	1,814	3,310	673	1,346	4,092	1,725	1,414	1,773	1,588	1,534	500	557	625	719	298	132	230	229
2016	서초구	서초1동	653	63	50	216	15	95	313	83	114	115	79	68	29	22	45	101	33	14	10	13
2016	서초구	서초2동	1,057	50	107	379	12	89	384	146	118	130	113	140	27	19	49	20	8	1	5	16
2016	서초구	서초3동	1,979	74	313	535	46	103	561	127	154	250	172	193	62	122	72	63	30	2	18	42
2016	서초구	서초4동	1,003	304	356	199	4	94	486	236	135	153	256	186	29	52	63	52	3	3	6	27
2016	서초구	잠원동	639	94	90	189	23	98	133	57	66	90	86	70	36	47	34	15	13	7	10	12
2016	서초구	반포본동	74	89	20	36	2	40	64	36	43	20	27	34	8	2	18	7	7	14	16	2
2016	서초구	반포1동	298	84	75	298	11	84	106	131	46	121	47	48	33	17	24	16	30	7	11	10
2016	서초구	반포2동	51	15	1	93	6	47	41	49	37	35	8	21	14	-	2	-	-	7	8	-
2016	서초구	반포3동	304	124	12	108	-	34	78	63	39	14	128	60	15	7	46	19	12	4	4	3
2016	서초구	반포4동	1,036	1,450	143	121	29	96	636	203	239	178	186	283	16	14	9	15	15	24	14	5
2016	서초구	방배본동	340	63	95	100	47	64	153	74	41	62	51	63	27	35	27	17	17	8	14	3
2016	서초구	방배1동	363	43	76	122	22	102	137	138	64	50	88	34	24	38	35	14	52	-	24	19
2016	서초구	방배2동	719	65	156	144	55	50	190	56	29	83	46	65	33	37	36	23	28	3	19	17
2016	서초구	방배3동	145	16	11	88	47	51	60	34	23	48	27	31	29	-	8	18	-	-	7	2
2016	서초구	방배4동	296	36	33	175	55	59	131	92	75	71	75	53	32	13	23	57	7	23	9	7
2016	서초구	양재1동	855	91	174	175	105	136	344	133	101	178	116	90	35	49	71	115	19	4	16	26
2016	서초구	양재2동	1,051	273	95	281	145	77	244	58	82	141	74	84	45	79	52	167	24	5	37	25
2016	서초구	내곡동	172	2	7	51	49	27	31	9	8	34	9	11	6	4	11	-	-	6	2	-
2016	강남구	소계	18,357	6,908	3,145	8,373	904	1,963	6,851	6,209	2,044	2,919	2,211	2,352	737	636	1,032	739	418	239	293	307
2016	강남구	신사동	1,195	1,277	322	332	14	63	672	273	189	140	179	226	29	46	63	15	16	7	31	8
2016	강남구	논현1동	1,475	232	361	519	34	111	434	380	82	265	137	57	66	70	71	25	31	19	38	34
2016	강남구	논현2동	1,628	479	247	451	16	90	466	281	171	208	181	125	64	35	54	55	29	6	10	23
2016	강남구	삼성1동	1,594	882	162	335	55	97	641	157	151	158	276	223	21	38	61	26	7	8	33	26
2016	강남구	삼성2동	708	100	103	457	22	92	266	145	113	210	73	141	47	11	77	79	13	11	11	12
2016	강남구	대치1동	214	18	12	139	6	57	159	161	80	42	13	82	22	15	24	7	27	19	25	3
2016	강남구	대치4동	1,095	217	149	1,003	18	78	385	272	153	218	186	157	29	54	80	35	25	17	16	20
2016	강남구	역삼1동	4,191	797	773	2,206	216	211	1,653	745	400	598	387	434	113	174	262	76	113	7	6	77
2016	강남구	역삼2동	614	90	43	928	19	149	240	56	63	135	133	48	47	17	32	28	12	9	23	14
2016	강남구	도곡1동	438	66	52	229	35	50	123	85	68	88	22	48	22	9	11	44	6	9	3	6
2016	강남구	도곡2동	423	108	79	191	6	209	154	65	33	61	72	149	22	18	17	27	9	1	11	10
2016	강남구	개포1동	23	5	-	82	81	45	5	25	5	5	2	-	15	-	2	1	-	6	1	-
2016	강남구	개포4동	240	67	30	93	54	40	99	45	32	62	36	20	29	24	30	113	18	10	9	12
2016	강남구	일원본동	90	6	7	65	32	67	41	37	18	58	7	77	24	-	6	3	3	18	5	-
2016	강남구	일원1동	269	14	77	36	38	46	54	34	30	38	21	24	12	36	31	32	43	6	10	15
2016	강남구	일원2동	68	15	7	56	23	51	36	18	14	39	20	21	11	-	3	-	3	-	5	-
2016	강남구	수서동	403	5	29	98	60	87	108	29	37	44	38	34	15	14	20	-	9	2	3	8
2016	강남구	세곡동	198	4	14	81	98	87	61	39	26	47	14	47	20	2	31	38	2	2	9	-
2016	강남구	압구정동	1,216	1,292	279	213	6	82	420	1,242	139	133	122	193	32	31	35	23	13	10	11	13
2016	강남구	청담동	1,089	779	257	304	17	65	423	1,916	94	197	145	118	37	17	49	56	18	7	5	8
2016	강남구	대치2동	1,048	439	102	473	24	155	369	153	107	149	145	96	38	12	51	51	18	54	22	14
2016	강남구	개포2동	138	16	40	82	30	31	42	51	39	24	2	32	22	13	22	5	3	11	6	4
2016	송파구	소계	9,492	3,845	1,911	2,926	2,797	2,035	2,939	2,079	1,428	1,816	1,069	1,382	713	886	820	797	395	328	386	259
2016	송파구	풍납1동	124	16	32	29	78	37	21	40	21	33	8	12	21	16	11	6	19	19	19	2
2016	송파구	풍납2동	182	33	26	61	71	64	39	59	30	68	16	23	25	13	40	14	12	7	10	6
2016	송파구	거여1동	108	20	28	30	93	32	29	39	19	41	17	10	20	19	11	11	10	12	8	11
2016	송파구	거여2동	174	13	36	55	88	41	36	32	29	32	2	18	14	17	31	21	21	10	9	8
2016	송파구	마천1동	122	25	41	46	164	54	20	41	13	46	8	4	19	11	9	13	15	4	14	5
2016	송파구	마천2동	198	68	46	61	156	110	32	56	24	33	37	38	13	19	17	14	8	20	23	6
2016	송파구	방이1동	488	23	60	69	36	55	141	57	28	60	40	24	18	25	19	39	6	4	8	16
2016	송파구	방이2동	1,042	72	317	245	81	94	183	62	66	132	120	56	35	78	78	74	23	14	20	38
2016	송파구	오륜동	119	75	3	52	3	65	67	28	21	25	86	41	8	-	4	2	5	8	5	-
2016	송파구	오금동	413	170	78	88	166	126	118	91	33	64	35	34	65	25	42	125	21	2	25	12
2016	송파구	송파1동	360	43	89	127	434	55	133	101	50	68	33	39	39	37	19	22	13	3	20	17
2016	송파구	송파2동	66	43	17	72	36	83	55	51	63	38	12	47	19	-	18	14	18	7	8	-
2016	송파구	석촌동	576	78	123	152	112	91	137	101	53	115	30	25	59	86	46	51	17	17	31	23
2016	송파구	삼전동	447	32	94	144	102	83	113	153	87	137	58	91	48	30	42	74	27	4	21	15
2016	송파구	가락본동	913	186	173	174	83	91	204	85	83	149	55	88	32	269	53	42	15	22	5	33
2016	송파구	가락1동	228	-	5	-	4	184	6	-	2	10	-	-	-	-	-	8	-	4	13	-
2016	송파구	가락2동	334	53	68	108	83	127	77	121	48	54	35	62	38	40	36	48	32	13	18	7
2016	송파구	문정1동	221	188	14	96	65	45	80	78	33	48	24	28	24	26	14	81	6	-	12	7
2016	송파구	문정2동	429	408	22	263	117	32	242	66	154	101	65	67	26	6	60	17	4	4	15	3
2016	송파구	장지동	218	4	59	207	144	70	64	70	55	73	25	24	37	22	35	36	25	1	9	11
2016	송파구	위례동	77	8	22	103	32	25	53	48	54	33	10	58	4	-	8	-	5	2	7	-
2016	송파구	잠실본동	1,360	85	469	243	66	89	258	263	101	202	109	128	45	143	133	77	86	87	25	31
2016	송파구	잠실4동	39	12	10	92	21	71	42	85	25	24	5	46	21	-	21	-	7	8	24	2
2016	송파구	잠실6동	734	855	32	82	520	79	414	134	117	76	139	171	19	4	28	3	-	9	6	6
2016	송파구	잠실7동	3	11	-	29	3	20	17	11	13	11	7	14	9	-	2	-	-	7	6	-
2016	송파구	잠실2동	77	140	19	136	17	86	74	93	65	63	-	61	19	-	26	-	-	20	15	-
2016	송파구	잠실3동	440	1,184	28	162	22	126	284	114	141	80	93	173	36	-	17	5	-	20	10	-
2016	강동구	소계	5,699	1,724	1,700	1,704	2,242	1,338	1,576	1,379	873	1,192	572	707	508	421	429	597	432	348	353	249
2016	강동구	강일동	104	7	14	40	144	50	75	29	29	68	29	40	23	2	17	22	9	3	17	8
2016	강동구	상일동	230	3	34	73	123	44	41	16	13	23	27	10	12	15	22	13	10	3	7	9
2016	강동구	명일1동	347	160	68	95	79	121	127	118	67	62	32	64	28	31	37	26	34	48	23	23
2016	강동구	명일2동	207	83	34	52	30	36	122	74	59	56	9	76	19	12	4	16	44	9	10	13
2016	강동구	고덕1동	60	1	25	67	88	33	10	19	13	23	5	5	12	4	6	6	1	3	6	3
2016	강동구	고덕2동	133	12	15	30	105	44	7	16	21	28	24	9	4	6	16	20	10	17	11	5
2016	강동구	암사2동	230	13	29	60	90	41	49	56	22	29	19	42	14	14	10	12	18	6	8	5
2016	강동구	암사3동	41	20	5	41	78	54	11	43	20	14	-	28	17	-	9	14	-	14	10	-
2016	강동구	천호1동	227	70	50	65	164	71	69	92	36	71	25	48	36	9	31	12	18	10	22	9
2016	강동구	천호3동	335	134	183	90	123	68	123	107	67	74	28	28	29	26	34	64	23	20	16	17
2016	강동구	성내1동	394	44	71	85	100	98	142	35	51	74	41	23	23	14	11	113	5	2	6	13
2016	강동구	성내2동	437	33	122	138	132	87	99	110	54	86	62	96	51	30	33	26	40	18	15	24
2016	강동구	성내3동	614	83	214	119	89	78	158	112	93	91	100	45	31	49	49	41	58	28	36	23
2016	강동구	둔촌1동	2	44	-	74	50	59	5	10	6	1	-	5	12	-	2	-	-	-	4	-
2016	강동구	둔촌2동	378	46	56	101	142	54	86	88	47	74	27	43	32	22	36	20	25	4	16	10
2016	강동구	암사1동	283	56	87	91	227	150	53	95	60	84	26	25	41	44	26	45	43	50	32	24
2016	강동구	천호2동	825	814	344	231	200	108	198	168	104	159	66	49	54	73	33	52	44	51	59	18
2016	강동구	길동	852	101	349	252	278	142	201	191	111	175	52	71	70	70	53	95	50	62	55	45
