기간	자치구	동	합계	합계	합계	합계	합계	합계	합계	합계	합계	합계	광업	광업	광업	광업	광업	광업	광업	광업	광업	광업	제조업	제조업	제조업	제조업	제조업	제조업	제조업	제조업	제조업	제조업
2012	관악구	난향동	3	264	4,116	34,722	34,725	…	…	10,603	24,119	7,517	-	-	-	-	-	-	-	-	-	-	3	264	4,116	34,722	34,725	…	…	10,603	24,119	7,517
2012	관악구	조원동	23	303	4,084	18,881	18,855	…	…	10,077	8,804	2,102	-	-	-	-	-	-	-	-	-	-	23	303	4,084	18,881	18,855	…	…	10,077	8,804	2,102
2012	관악구	대학동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	관악구	은천동	10	162	3,030	13,568	13,617	…	…	5,609	7,959	4,813	-	-	-	-	-	-	-	-	-	-	10	162	3,030	13,568	13,617	…	…	5,609	7,959	4,813
2012	관악구	성현동	3	52	1,324	13,724	13,354	…	…	6,346	7,378	980	-	-	-	-	-	-	-	-	-	-	3	52	1,324	13,724	13,354	…	…	6,346	7,378	980
2012	관악구	청룡동	8	124	1,988	5,721	5,709	…	…	2,327	3,394	306	-	-	-	-	-	-	-	-	-	-	8	124	1,988	5,721	5,709	…	…	2,327	3,394	306
2012	관악구	난곡동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	관악구	삼성동	3	40	488	2,307	2,307	…	…	1,302	1,005	70	-	-	-	-	-	-	-	-	-	-	3	40	488	2,307	2,307	…	…	1,302	1,005	70
2012	관악구	미성동	16	338	5,536	45,726	46,221	…	…	23,677	22,049	10,235	-	-	-	-	-	-	-	-	-	-	16	338	5,536	45,726	46,221	…	…	23,677	22,049	10,235
2012	서초구	소계	84	2,953	108,082	1,149,917	1,124,460	198,334	223,791	603,369	546,548	234,923	-	-	-	-	-	-	-	-	-	-	84	2,953	108,082	1,149,917	1,124,460	198,334	223,791	603,369	546,548	234,923
2012	서초구	서초1동	7	174	6,018	38,981	36,998	…	…	21,770	17,211	6,118	-	-	-	-	-	-	-	-	-	-	7	174	6,018	38,981	36,998	…	…	21,770	17,211	6,118
2012	서초구	서초2동	4	403	16,258	177,868	169,768	…	…	67,233	110,635	107,459	-	-	-	-	-	-	-	-	-	-	4	403	16,258	177,868	169,768	…	…	67,233	110,635	107,459
2012	서초구	서초3동	23	1,250	48,477	486,937	478,221	…	…	242,506	244,431	66,540	-	-	-	-	-	-	-	-	-	-	23	1,250	48,477	486,937	478,221	…	…	242,506	244,431	66,540
2012	서초구	서초4동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	서초구	잠원동	3	67	2,123	14,823	14,682	…	…	9,306	5,517	225	-	-	-	-	-	-	-	-	-	-	3	67	2,123	14,823	14,682	…	…	9,306	5,517	225
2012	서초구	반포1동	4	76	2,539	11,043	10,793	…	…	4,585	6,458	663	-	-	-	-	-	-	-	-	-	-	4	76	2,539	11,043	10,793	…	…	4,585	6,458	663
2012	서초구	방배본동	3	45	1,310	7,133	6,957	…	…	3,792	3,341	242	-	-	-	-	-	-	-	-	-	-	3	45	1,310	7,133	6,957	…	…	3,792	3,341	242
2012	서초구	방배1동	4	92	3,671	20,123	19,111	…	…	10,518	9,605	179	-	-	-	-	-	-	-	-	-	-	4	92	3,671	20,123	19,111	…	…	10,518	9,605	179
2012	서초구	방배2동	4	41	948	12,810	12,858	…	…	8,121	4,689	305	-	-	-	-	-	-	-	-	-	-	4	41	948	12,810	12,858	…	…	8,121	4,689	305
2012	서초구	방배3동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	서초구	방배4동	8	153	4,424	49,324	47,707	…	…	33,490	15,834	40,941	-	-	-	-	-	-	-	-	-	-	8	153	4,424	49,324	47,707	…	…	33,490	15,834	40,941
2012	서초구	양재1동	6	190	6,923	110,335	111,806	…	…	50,367	59,968	2,819	-	-	-	-	-	-	-	-	-	-	6	190	6,923	110,335	111,806	…	…	50,367	59,968	2,819
2012	서초구	양재2동	13	317	11,118	178,194	175,947	…	…	132,510	45,684	1,657	-	-	-	-	-	-	-	-	-	-	13	317	11,118	178,194	175,947	…	…	132,510	45,684	1,657
2012	서초구	내곡동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	강남구	소계	138	7,810	285,027	3,449,672	3,364,625	614,688	699,735	1,594,817	1,854,855	936,633	-	-	-	-	-	-	-	-	-	-	138	7,810	285,027	3,449,672	3,364,625	614,688	699,735	1,594,817	1,854,855	936,633
2012	강남구	신사동	13	830	32,804	237,334	231,256	…	…	96,906	140,428	23,010	-	-	-	-	-	-	-	-	-	-	13	830	32,804	237,334	231,256	…	…	96,906	140,428	23,010
2012	강남구	논현1동	15	796	27,647	422,961	419,337	…	…	187,759	235,202	51,310	-	-	-	-	-	-	-	-	-	-	15	796	27,647	422,961	419,337	…	…	187,759	235,202	51,310
2012	강남구	논현2동	12	346	13,554	109,563	103,973	…	…	52,105	57,458	5,233	-	-	-	-	-	-	-	-	-	-	12	346	13,554	109,563	103,973	…	…	52,105	57,458	5,233
2012	강남구	삼성1동	8	924	34,879	493,758	489,866	…	…	156,681	337,077	94,369	-	-	-	-	-	-	-	-	-	-	8	924	34,879	493,758	489,866	…	…	156,681	337,077	94,369
2012	강남구	삼성2동	4	70	2,158	44,615	44,263	…	…	27,727	16,888	385	-	-	-	-	-	-	-	-	-	-	4	70	2,158	44,615	44,263	…	…	27,727	16,888	385
2012	강남구	대치4동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	강남구	역삼1동	18	761	31,148	332,574	333,612	…	…	187,949	144,625	88,022	-	-	-	-	-	-	-	-	-	-	18	761	31,148	332,574	333,612	…	…	187,949	144,625	88,022
2012	강남구	역삼2동	5	462	23,800	472,324	443,891	…	…	246,769	225,555	25,381	-	-	-	-	-	-	-	-	-	-	5	462	23,800	472,324	443,891	…	…	246,769	225,555	25,381
2012	강남구	도곡1동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	강남구	도곡2동	4	124	3,094	29,018	27,237	…	…	16,105	12,913	1,804	-	-	-	-	-	-	-	-	-	-	4	124	3,094	29,018	27,237	…	…	16,105	12,913	1,804
2012	강남구	개포4동	4	95	4,623	48,963	48,840	…	…	33,776	15,187	1,241	-	-	-	-	-	-	-	-	-	-	4	95	4,623	48,963	48,840	…	…	33,776	15,187	1,241
2012	강남구	수서동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	강남구	세곡동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	강남구	압구정동	12	851	31,228	421,825	384,221	…	…	136,667	285,158	406,849	-	-	-	-	-	-	-	-	-	-	12	851	31,228	421,825	384,221	…	…	136,667	285,158	406,849
2012	강남구	청담동	24	1,284	37,919	393,182	394,889	…	…	187,358	205,824	117,122	-	-	-	-	-	-	-	-	-	-	24	1,284	37,919	393,182	394,889	…	…	187,358	205,824	117,122
2012	강남구	대치2동	13	1,111	36,352	388,041	389,946	…	…	227,329	160,712	107,222	-	-	-	-	-	-	-	-	-	-	13	1,111	36,352	388,041	389,946	…	…	227,329	160,712	107,222
2012	송파구	소계	127	4,699	143,453	1,853,671	1,842,813	230,705	241,563	1,054,400	799,271	247,486	-	-	-	-	-	-	-	-	-	-	127	4,699	143,453	1,853,671	1,842,813	230,705	241,563	1,054,400	799,271	247,486
2012	송파구	풍납1동	4	99	2,640	60,905	61,920	…	…	20,622	40,283	13,313	-	-	-	-	-	-	-	-	-	-	4	99	2,640	60,905	61,920	…	…	20,622	40,283	13,313
2012	송파구	풍납2동	3	58	1,833	36,936	36,930	…	…	23,954	12,982	15,639	-	-	-	-	-	-	-	-	-	-	3	58	1,833	36,936	36,930	…	…	23,954	12,982	15,639
2012	송파구	거여1동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	송파구	거여2동	4	116	2,028	30,154	30,348	…	…	21,767	8,387	131	-	-	-	-	-	-	-	-	-	-	4	116	2,028	30,154	30,348	…	…	21,767	8,387	131
2012	송파구	마천1동	3	55	966	2,911	2,912	…	…	1,342	1,569	224	-	-	-	-	-	-	-	-	-	-	3	55	966	2,911	2,912	…	…	1,342	1,569	224
2012	송파구	마천2동	8	215	5,289	28,741	29,012	…	…	16,122	12,619	5,293	-	-	-	-	-	-	-	-	-	-	8	215	5,289	28,741	29,012	…	…	16,122	12,619	5,293
2012	송파구	방이1동	7	317	9,875	118,086	117,748	…	…	81,270	36,816	10,997	-	-	-	-	-	-	-	-	-	-	7	317	9,875	118,086	117,748	…	…	81,270	36,816	10,997
2012	송파구	방이2동	11	430	17,211	325,606	314,639	…	…	176,165	149,441	14,696	-	-	-	-	-	-	-	-	-	-	11	430	17,211	325,606	314,639	…	…	176,165	149,441	14,696
2012	송파구	오금동	14	489	15,397	198,809	208,892	…	…	92,527	106,282	11,481	-	-	-	-	-	-	-	-	-	-	14	489	15,397	198,809	208,892	…	…	92,527	106,282	11,481
2012	송파구	송파1동	5	144	3,896	79,708	77,476	…	…	51,300	28,408	3,449	-	-	-	-	-	-	-	-	-	-	5	144	3,896	79,708	77,476	…	…	51,300	28,408	3,449
2012	송파구	송파2동	3	83	2,023	42,881	42,641	…	…	19,951	22,930	8,782	-	-	-	-	-	-	-	-	-	-	3	83	2,023	42,881	42,641	…	…	19,951	22,930	8,782
2012	송파구	석촌동	5	161	6,914	69,522	67,771	…	…	32,357	37,165	11,511	-	-	-	-	-	-	-	-	-	-	5	161	6,914	69,522	67,771	…	…	32,357	37,165	11,511
2012	송파구	삼전동	6	182	5,431	55,157	51,495	…	…	37,080	18,077	4,968	-	-	-	-	-	-	-	-	-	-	6	182	5,431	55,157	51,495	…	…	37,080	18,077	4,968
2012	송파구	가락본동	20	1,173	40,210	400,191	397,503	…	…	261,224	138,967	47,520	-	-	-	-	-	-	-	-	-	-	20	1,173	40,210	400,191	397,503	…	…	261,224	138,967	47,520
2012	송파구	가락2동	12	353	11,237	150,390	156,203	…	…	109,762	40,628	26,923	-	-	-	-	-	-	-	-	-	-	12	353	11,237	150,390	156,203	…	…	109,762	40,628	26,923
2012	송파구	문정1동	7	250	6,317	40,567	40,418	…	…	5,510	35,057	46,913	-	-	-	-	-	-	-	-	-	-	7	250	6,317	40,567	40,418	…	…	5,510	35,057	46,913
2012	송파구	문정2동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	송파구	장지동	5	91	1,723	24,953	24,975	…	…	18,666	6,287	4,320	-	-	-	-	-	-	-	-	-	-	5	91	1,723	24,953	24,975	…	…	18,666	6,287	4,320
2012	송파구	잠실본동	7	156	4,161	48,252	47,160	…	…	30,223	18,029	4,149	-	-	-	-	-	-	-	-	-	-	7	156	4,161	48,252	47,160	…	…	30,223	18,029	4,149
2012	송파구	잠실6동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	강동구	소계	94	2,787	99,514	604,953	613,130	69,355	61,178	345,406	259,547	273,450	-	-	-	-	-	-	-	-	-	-	94	2,787	99,514	604,953	613,130	69,355	61,178	345,406	259,547	273,450
2012	강동구	강일동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	강동구	상일동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	강동구	명일1동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	강동구	명일2동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	강동구	고덕2동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	강동구	암사2동	3	43	786	4,512	4,445	…	…	2,279	2,233	2,216	-	-	-	-	-	-	-	-	-	-	3	43	786	4,512	4,445	…	…	2,279	2,233	2,216
2012	강동구	천호1동	3	72	1,443	9,401	9,457	…	…	4,687	4,714	735	-	-	-	-	-	-	-	-	-	-	3	72	1,443	9,401	9,457	…	…	4,687	4,714	735
2012	강동구	천호3동	4	57	645	1,684	1,684	…	…	332	1,352	50	-	-	-	-	-	-	-	-	-	-	4	57	645	1,684	1,684	…	…	332	1,352	50
2012	강동구	성내1동	19	686	27,933	235,149	238,585	…	…	103,776	131,373	85,458	-	-	-	-	-	-	-	-	-	-	19	686	27,933	235,149	238,585	…	…	103,776	131,373	85,458
2012	강동구	성내2동	7	147	3,805	22,534	22,761	…	…	14,756	7,778	10,780	-	-	-	-	-	-	-	-	-	-	7	147	3,805	22,534	22,761	…	…	14,756	7,778	10,780
2012	강동구	성내3동	10	139	2,873	17,842	17,611	…	…	11,907	5,935	2,285	-	-	-	-	-	-	-	-	-	-	10	139	2,873	17,842	17,611	…	…	11,907	5,935	2,285
2012	강동구	둔촌1동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	강동구	둔촌2동	8	826	44,878	129,205	129,508	…	…	111,441	17,764	147,000	-	-	-	-	-	-	-	-	-	-	8	826	44,878	129,205	129,508	…	…	111,441	17,764	147,000
2012	강동구	암사1동	3	39	594	2,383	2,383	…	…	825	1,558	260	-	-	-	-	-	-	-	-	-	-	3	39	594	2,383	2,383	…	…	825	1,558	260
2012	강동구	천호2동	12	149	2,643	11,742	11,754	…	…	5,784	5,958	1,365	-	-	-	-	-	-	-	-	-	-	12	149	2,643	11,742	11,754	…	…	5,784	5,958	1,365
2012	강동구	길동	16	477	10,616	137,783	142,218	…	…	72,013	65,770	13,582	-	-	-	-	-	-	-	-	-	-	16	477	10,616	137,783	142,218	…	…	72,013	65,770	13,582
