기간	자치구	동	합계	합계	합계	국민기초생활보장수급권자	국민기초생활보장수급권자	국민기초생활보장수급권자	저소득노인	저소득노인	저소득노인	일반	일반	일반
기간	자치구	동	계	남	여	계	남	여	계	남	여	계	남	여
2016	관악구	청룡동	933	366	567	123	55	68	26	10	16	784	301	483
2016	관악구	난곡동	1,121	364	757	235	77	158	40	8	32	846	279	567
2016	관악구	삼성동	1,325	419	906	281	78	203	50	11	39	994	330	664
2016	관악구	미성동	972	319	653	173	50	123	34	6	28	765	263	502
2016	서초구	소계	8,811	2,765	6,046	540	144	396	121	31	90	8,150	2,590	5,560
2016	서초구	서초1동	439	149	290	34	10	24	10	2	8	395	137	258
2016	서초구	서초2동	400	139	261	9	1	8	3	-	3	388	138	250
2016	서초구	서초3동	623	200	423	37	9	28	6	3	3	580	188	392
2016	서초구	서초4동	442	137	305	1	-	1	-	-	-	441	137	304
2016	서초구	잠원동	695	190	505	31	10	21	4	2	2	660	178	482
2016	서초구	반포본동	252	65	187	-	-	-	-	-	-	252	65	187
2016	서초구	반포1동	545	166	379	29	9	20	4	1	3	512	156	356
2016	서초구	반포2동	322	71	251	1	-	1	-	-	-	321	71	250
2016	서초구	반포3동	381	79	302	-	-	-	1	-	1	380	79	301
2016	서초구	반포4동	359	120	239	5	-	5	2	-	2	352	120	232
2016	서초구	방배본동	413	125	288	21	5	16	3	2	1	389	118	271
2016	서초구	방배1동	385	130	255	33	8	25	7	2	5	345	120	225
2016	서초구	방배2동	706	251	455	53	16	37	12	1	11	641	234	407
2016	서초구	방배3동	518	153	365	27	5	22	23	5	18	468	143	325
2016	서초구	방배4동	523	158	365	25	5	20	8	3	5	490	150	340
2016	서초구	양재1동	882	264	618	150	45	105	13	1	12	719	218	501
2016	서초구	양재2동	476	182	294	50	12	38	12	6	6	414	164	250
2016	서초구	내곡동	450	186	264	34	9	25	13	3	10	403	174	229
2016	강남구	소계	11,218	3,170	8,048	1,716	562	1,154	123	25	98	9,379	2,583	6,796
2016	강남구	신사동	380	96	284	81	33	48	2	-	2	297	63	234
2016	강남구	논현1동	500	172	328	54	23	31	4	1	3	442	148	294
2016	강남구	논현2동	409	138	271	29	8	21	3	2	1	377	128	249
2016	강남구	삼성1동	243	73	170	12	2	10	1	1	-	230	70	160
2016	강남구	삼성2동	479	140	339	59	17	42	4	1	3	416	122	294
2016	강남구	대치1동	151	31	120	3	1	2	-	-	-	148	30	118
2016	강남구	대치4동	315	109	206	43	13	30	3	-	3	269	96	173
2016	강남구	역삼1동	679	277	402	79	32	47	2	2	-	598	243	355
2016	강남구	역삼2동	453	110	343	38	5	33	6	1	5	409	104	305
2016	강남구	도곡1동	338	94	244	24	13	11	1	-	1	313	81	232
2016	강남구	도곡2동	478	150	328	3	1	2	2	1	1	473	148	325
2016	강남구	개포1동	907	160	747	97	23	74	11	1	10	799	136	663
2016	강남구	개포4동	335	102	233	58	16	42	2	-	2	275	86	189
2016	강남구	일원본동	370	84	286	8	1	7	1	-	1	361	83	278
2016	강남구	일원1동	602	188	414	226	53	173	35	6	29	341	129	212
2016	강남구	일원2동	641	133	508	213	58	155	15	-	15	413	75	338
2016	강남구	수서동	1,135	322	813	428	185	243	7	1	6	700	136	564
2016	강남구	세곡동	766	255	511	162	50	112	10	4	6	594	201	393
2016	강남구	압구정동	647	159	488	13	3	10	1	1	-	633	155	478
2016	강남구	청담동	491	148	343	21	8	13	1	-	1	469	140	329
2016	강남구	대치2동	471	128	343	24	4	20	3	1	2	444	123	321
2016	강남구	개포2동	428	101	327	41	13	28	9	2	7	378	86	292
2016	송파구	소계	12,081	3,590	8,491	1,634	535	1,099	603	158	445	9,844	2,897	6,947
2016	송파구	풍납1동	549	161	388	100	30	70	32	11	21	417	120	297
2016	송파구	풍납2동	484	131	353	73	31	42	28	5	23	383	95	288
2016	송파구	거여1동	371	127	244	80	29	51	31	8	23	260	90	170
2016	송파구	거여2동	637	196	441	113	35	78	48	15	33	476	146	330
2016	송파구	마천1동	816	283	533	221	81	140	75	17	58	520	185	335
2016	송파구	마천2동	623	204	419	176	60	116	54	13	41	393	131	262
2016	송파구	방이1동	257	92	165	21	9	12	15	4	11	221	79	142
2016	송파구	방이2동	541	179	362	59	11	48	23	6	17	459	162	297
2016	송파구	오륜동	191	42	149	4	1	3	4	1	3	183	40	143
2016	송파구	오금동	742	192	550	84	19	65	33	4	29	625	169	456
2016	송파구	송파1동	465	167	298	64	19	45	22	10	12	379	138	241
2016	송파구	송파2동	279	84	195	34	6	28	10	2	8	235	76	159
2016	송파구	석촌동	772	255	517	115	44	71	32	11	21	625	200	425
2016	송파구	삼전동	643	193	450	112	28	84	45	12	33	486	153	333
2016	송파구	가락본동	500	175	325	67	29	38	29	9	20	404	137	267
2016	송파구	가락1동	14	4	10	2	2	-	1	1	-	11	1	10
2016	송파구	가락2동	408	98	310	45	15	30	22	2	20	341	81	260
2016	송파구	문정1동	310	102	208	36	12	24	14	7	7	260	83	177
2016	송파구	문정2동	287	83	204	10	2	8	6	1	5	271	80	191
2016	송파구	장지동	663	170	493	100	26	74	34	8	26	529	136	393
2016	송파구	위례동	112	27	85	1	-	1	7	3	4	104	24	80
2016	송파구	잠실본동	601	199	402	88	39	49	23	7	16	490	153	337
2016	송파구	잠실4동	414	85	329	10	2	8	4	1	3	400	82	318
2016	송파구	잠실6동	253	70	183	2	-	2	1	-	1	250	70	180
2016	송파구	잠실7동	219	48	171	2	-	2	1	-	1	216	48	168
2016	송파구	잠실2동	382	85	297	5	2	3	4	-	4	373	83	290
2016	송파구	잠실3동	548	138	410	10	3	7	5	-	5	533	135	398
2016	강동구	소계	11,229	3,708	7,521	1,724	538	1,186	512	111	401	8,993	3,059	5,934
2016	강동구	강일동	476	156	320	63	13	50	41	9	32	372	134	238
2016	강동구	상일동	304	93	211	36	8	28	10	4	6	258	81	177
2016	강동구	명일1동	534	138	396	42	13	29	16	2	14	476	123	353
2016	강동구	명일2동	250	72	178	19	4	15	14	1	13	217	67	150
2016	강동구	고덕1동	272	88	184	151	40	111	24	6	18	97	42	55
2016	강동구	고덕2동	397	142	255	83	24	59	29	6	23	285	112	173
2016	강동구	암사2동	330	100	230	26	9	17	11	3	8	293	88	205
2016	강동구	암사3동	239	67	172	10	5	5	8	1	7	221	61	160
2016	강동구	천호1동	1,003	321	682	171	56	115	44	4	40	788	261	527
2016	강동구	천호3동	1,048	406	642	227	72	155	49	17	32	772	317	455
2016	강동구	성내1동	364	118	246	22	6	16	3	-	3	339	112	227
2016	강동구	성내2동	839	296	543	140	44	96	31	5	26	668	247	421
2016	강동구	성내3동	598	180	418	72	25	47	27	7	20	499	148	351
2016	강동구	둔촌1동	247	59	188	7	1	6	7	1	6	233	57	176
2016	강동구	둔촌2동	689	215	474	65	22	43	37	8	29	587	185	402
2016	강동구	암사1동	1,138	365	773	208	69	139	52	9	43	878	287	591
2016	강동구	천호2동	1,339	507	832	240	82	158	63	19	44	1,036	406	630
2016	강동구	길동	1,162	385	777	142	45	97	46	9	37	974	331	643
