기간	자치구	동	장애등급별 장애인현황	장애등급별 장애인현황	장애등급별 장애인현황	장애등급별 장애인현황	장애등급별 장애인현황	장애등급별 장애인현황	장애등급별 장애인현황	장애등급별 장애인현황	장애등급별 장애인현황	장애등급별 장애인현황	장애등급별 장애인현황	장애등급별 장애인현황	장애등급별 장애인현황	장애등급별 장애인현황	장애등급별 장애인현황	장애등급별 장애인현황	장애등급별 장애인현황	장애등급별 장애인현황	장애등급별 장애인현황	장애등급별 장애인현황	장애등급별 장애인현황
기간	자치구	동	합계	합계	합계	1급	1급	1급	2급	2급	2급	3급	3급	3급	4급	4급	4급	5급	5급	5급	6급	6급	6급
기간	자치구	동	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자
2012	은평구	응암3동	1,270	769	501	103	70	33	156	97	59	210	136	74	196	103	93	267	139	128	338	224	114
2012	은평구	역촌동	2,018	1,141	877	165	89	76	259	131	128	373	221	152	325	161	164	383	202	181	513	337	176
2012	서대문구	소계	12,901	7,264	5,637	1,054	621	433	1,716	986	730	2,057	1,237	820	2,087	991	1,096	2,777	1,426	1,351	3,210	2,003	1,207
2012	서대문구	천연동	850	461	389	80	46	34	113	65	48	153	90	63	137	57	80	171	85	86	196	118	78
2012	서대문구	홍제1동	1,072	609	463	77	45	32	149	88	61	157	99	58	161	68	93	240	125	115	288	184	104
2012	서대문구	홍제3동	952	513	439	73	42	31	123	72	51	143	84	59	148	74	74	235	110	125	230	131	99
2012	서대문구	홍제2동	626	353	273	70	41	29	81	50	31	92	62	30	96	45	51	138	66	72	149	89	60
2012	서대문구	홍은1동	1,182	646	536	88	52	36	166	92	74	167	93	74	203	98	105	259	138	121	299	173	126
2012	서대문구	홍은2동	1,263	728	535	105	55	50	185	111	74	208	135	73	184	100	84	267	132	135	314	195	119
2012	서대문구	남가좌1동	166	97	69	11	8	3	25	13	12	44	27	17	23	12	11	31	15	16	32	22	10
2012	서대문구	남가좌2동	1,460	795	665	114	72	42	215	115	100	242	133	109	242	105	137	320	151	169	327	219	108
2012	서대문구	북가좌1동	559	322	237	43	24	19	66	37	29	89	56	33	83	36	47	117	63	54	161	106	55
2012	서대문구	북가좌2동	1,448	827	621	93	51	42	202	115	87	223	130	93	232	116	116	328	177	151	370	238	132
2012	서대문구	충현동	786	477	309	56	34	22	92	44	48	136	91	45	134	69	65	163	99	64	205	140	65
2012	서대문구	북아현동	461	266	195	42	25	17	58	32	26	80	50	30	84	43	41	100	55	45	97	61	36
2012	서대문구	신촌동	549	303	246	60	38	22	59	37	22	83	50	33	100	42	58	108	52	56	139	84	55
2012	서대문구	연희동	1,527	867	660	142	88	54	182	115	67	240	137	103	260	126	134	300	158	142	403	243	160
2012	마포구	소계	14,562	8,300	6,262	1,279	742	537	2,019	1,189	830	2,254	1,338	916	2,347	1,117	1,230	3,055	1,581	1,474	3,608	2,333	1,275
2012	마포구	용강동	549	317	232	43	25	18	80	42	38	95	55	40	78	43	35	101	51	50	152	101	51
2012	마포구	대흥동	595	351	244	50	29	21	78	50	28	95	57	38	92	43	49	114	66	48	166	106	60
2012	마포구	염리동	763	401	362	64	38	26	100	55	45	116	65	51	130	62	68	153	62	91	200	119	81
2012	마포구	신수동	773	457	316	54	27	27	104	63	41	112	67	45	144	67	77	157	94	63	202	139	63
2012	마포구	서교동	811	485	326	63	45	18	95	71	24	105	63	42	136	73	63	209	107	102	203	126	77
2012	마포구	합정동	675	386	289	48	30	18	93	56	37	98	58	40	113	57	56	168	84	84	155	101	54
2012	마포구	망원1동	979	574	405	74	38	36	109	66	43	137	86	51	151	71	80	232	125	107	276	188	88
2012	마포구	망원2동	851	486	365	53	24	29	118	64	54	142	79	63	138	63	75	192	107	85	208	149	59
2012	마포구	연남동	678	377	301	54	32	22	76	42	34	108	67	41	111	52	59	146	75	71	183	109	74
2012	마포구	성산1동	766	446	320	57	34	23	93	50	43	121	76	45	122	61	61	165	90	75	208	135	73
2012	마포구	성산2동	1,968	1,068	900	248	140	108	346	207	139	335	193	142	298	130	168	351	167	184	390	231	159
2012	마포구	상암동	1,286	722	564	149	97	52	207	115	92	196	112	84	180	84	96	237	118	119	317	196	121
2012	마포구	도화동	840	459	381	95	53	42	118	77	41	134	80	54	121	48	73	189	95	94	183	106	77
2012	마포구	서강동	714	402	312	65	35	30	100	60	40	109	61	48	119	55	64	149	74	75	172	117	55
2012	마포구	공덕동	1,595	932	663	112	70	42	216	117	99	239	145	94	277	133	144	348	192	156	403	275	128
2012	마포구	아현동	719	437	282	50	25	25	86	54	32	112	74	38	137	75	62	144	74	70	190	135	55
2012	양천구	소계	18,106	10,643	7,463	1,395	800	595	2,412	1,408	1,004	2,939	1,778	1,161	2,812	1,477	1,335	3,917	2,091	1,826	4,631	3,089	1,542
2012	양천구	목1동	726	394	332	68	33	35	104	52	52	102	52	50	109	62	47	160	76	84	183	119	64
2012	양천구	목2동	1,020	617	403	82	40	42	127	77	50	163	104	59	147	81	66	249	145	104	252	170	82
2012	양천구	목3동	920	534	386	59	34	25	118	73	45	179	102	77	154	80	74	192	101	91	218	144	74
2012	양천구	목4동	910	541	369	76	39	37	107	65	42	143	90	53	133	76	57	199	100	99	252	171	81
2012	양천구	신월1동	1,280	806	474	85	48	37	152	87	65	228	146	82	195	118	77	260	152	108	360	255	105
2012	양천구	신월2동	972	563	409	57	34	23	136	79	57	157	87	70	156	78	78	218	119	99	248	166	82
2012	양천구	신월3동	933	571	362	53	31	22	130	80	50	169	107	62	139	75	64	199	107	92	243	171	72
2012	양천구	신월4동	849	524	325	59	41	18	100	56	44	137	93	44	131	74	57	198	108	90	224	152	72
2012	양천구	신월5동	748	437	311	59	32	27	103	63	40	102	69	33	109	59	50	161	84	77	214	130	84
2012	양천구	신월6동	582	377	205	33	21	12	76	52	24	86	55	31	87	49	38	137	81	56	163	119	44
2012	양천구	신월7동	1,116	651	465	77	41	36	136	85	51	189	115	74	169	88	81	261	134	127	284	188	96
2012	양천구	신정1동	508	314	194	38	26	12	86	51	35	78	52	26	65	33	32	95	54	41	146	98	48
2012	양천구	신정2동	794	468	326	75	44	31	120	79	41	142	86	56	110	51	59	171	94	77	176	114	62
2012	양천구	신정3동	2,382	1,366	1,016	216	127	89	339	196	143	362	206	156	391	196	195	504	269	235	570	372	198
2012	양천구	신정6동	537	284	253	62	37	25	58	29	29	90	45	45	81	43	38	120	57	63	126	73	53
2012	양천구	신정7동	1,388	744	644	108	65	43	197	98	99	251	140	111	256	117	139	265	127	138	311	197	114
2012	양천구	목5동	781	421	360	87	42	45	100	52	48	101	58	43	119	51	68	185	90	95	189	128	61
2012	양천구	신정4동	1,660	1,031	629	101	65	36	223	134	89	260	171	89	261	146	115	343	193	150	472	322	150
2012	강서구	소계	27,518	16,041	11,477	2,541	1,487	1,054	4,571	2,660	1,911	5,126	3,137	1,989	3,989	2,063	1,926	5,182	2,758	2,424	6,109	3,936	2,173
2012	강서구	염창동	1,221	724	497	122	59	63	169	95	74	188	120	68	164	78	86	277	165	112	301	207	94
2012	강서구	등촌1동	770	420	350	49	33	16	100	51	49	135	74	61	124	58	66	166	75	91	196	129	67
2012	강서구	등촌2동	718	401	317	54	29	25	100	49	51	112	69	43	97	50	47	159	71	88	196	133	63
2012	강서구	등촌3동	3,678	2,069	1,609	443	261	182	844	501	343	831	496	335	505	261	244	519	254	265	536	296	240
2012	강서구	화곡본동	1,455	865	590	102	67	35	207	123	84	264	159	105	201	103	98	305	163	142	376	250	126
2012	강서구	화곡2동	809	511	298	51	26	25	106	66	40	140	97	43	119	69	50	169	96	73	224	157	67
2012	강서구	화곡3동	870	518	352	90	55	35	116	67	49	137	89	48	145	73	72	167	86	81	215	148	67
2012	강서구	화곡4동	944	566	378	62	38	24	114	68	46	160	103	57	149	72	77	200	110	90	259	175	84
2012	강서구	화곡6동	995	569	426	122	72	50	134	70	64	154	84	70	149	75	74	212	113	99	224	155	69
2012	강서구	화곡8동	1,057	634	423	62	40	22	135	75	60	183	110	73	156	74	82	217	129	88	304	206	98
2012	강서구	가양1동	653	390	263	70	46	24	93	50	43	88	55	33	82	42	40	138	68	70	182	129	53
2012	강서구	가양2동	2,291	1,322	969	290	177	113	603	375	228	584	335	249	250	129	121	293	144	149	271	162	109
2012	강서구	가양3동	1,640	904	736	168	103	65	325	185	140	362	209	153	271	120	151	226	117	109	288	170	118
2012	강서구	발산1동	1,314	782	532	119	56	63	202	120	82	233	150	83	181	103	78	276	158	118	303	195	108
2012	강서구	공항동	983	599	384	67	34	33	118	66	52	147	102	45	163	95	68	211	121	90	277	181	96
2012	강서구	방화1동	1,269	764	505	87	47	40	162	95	67	202	135	67	196	107	89	299	166	133	323	214	109
2012	강서구	방화2동	1,548	917	631	142	85	57	251	155	96	305	189	116	221	118	103	278	151	127	351	219	132
2012	강서구	방화3동	1,969	1,116	853	200	115	85	399	231	168	394	242	152	297	157	140	338	169	169	341	202	139
2012	강서구	화곡1동	2,127	1,294	833	139	85	54	244	149	95	334	215	119	328	187	141	485	274	211	597	384	213
2012	강서구	우장산동	1,207	676	531	102	59	43	149	69	80	173	104	69	191	92	99	247	128	119	345	224	121
2012	구로구	소계	17,821	10,782	7,039	1,445	863	582	2,231	1,335	896	2,862	1,795	1,067	2,707	1,494	1,213	3,820	2,107	1,713	4,756	3,188	1,568
2012	구로구	신도림동	1,056	620	436	94	50	44	136	90	46	162	95	67	144	80	64	252	133	119	268	172	96
2012	구로구	구로1동	586	348	238	48	29	19	78	50	28	81	60	21	94	42	52	122	64	58	163	103	60
2012	구로구	구로3동	944	566	378	66	46	20	101	60	41	141	91	50	158	79	79	224	121	103	254	169	85
2012	구로구	구로4동	1,310	778	532	95	55	40	144	86	58	225	133	92	216	113	103	278	152	126	352	239	113
2012	구로구	구로5동	1,169	695	474	104	63	41	143	74	69	189	119	70	178	102	76	235	125	110	320	212	108
2012	구로구	고척1동	1,111	667	444	91	53	38	121	75	46	171	100	71	175	92	83	253	153	100	300	194	106
2012	구로구	고척2동	1,334	805	529	100	63	37	161	93	68	227	144	83	194	104	90	288	155	133	364	246	118
2012	구로구	개봉2동	1,339	827	512	104	54	50	151	87	64	216	146	70	193	119	74	319	174	145	356	247	109
2012	구로구	개봉3동	924	595	329	79	49	30	130	84	46	159	100	59	151	97	54	182	100	82	223	165	58
2012	구로구	오류1동	1,026	605	421	71	38	33	117	69	48	173	105	68	160	95	65	207	105	102	298	193	105
2012	구로구	오류2동	1,849	1,082	767	185	108	77	250	147	103	294	181	113	263	144	119	393	201	192	464	301	163
2012	구로구	수궁동	1,193	724	469	133	82	51	151	85	66	187	111	76	191	101	90	229	130	99	302	215	87
2012	구로구	가리봉동	857	545	312	53	27	26	120	77	43	149	91	58	134	85	49	165	96	69	236	169	67
2012	구로구	구로2동	1,602	968	634	120	73	47	216	124	92	233	151	82	259	139	120	344	204	140	430	277	153
2012	구로구	개봉1동	1,521	957	564	102	73	29	212	134	78	255	168	87	197	102	95	329	194	135	426	286	140
2012	금천구	소계	11,210	6,870	4,340	746	444	302	1,454	843	611	1,942	1,256	686	1,766	1,008	758	2,366	1,292	1,074	2,936	2,027	909
2012	금천구	가산동	834	540	294	44	27	17	92	62	30	169	114	55	133	80	53	180	97	83	216	160	56
2012	금천구	독산1동	1,707	1,034	673	151	87	64	283	172	111	343	212	131	226	130	96	297	150	147	407	283	124
2012	금천구	독산2동	945	591	354	52	32	20	137	78	59	173	114	59	140	85	55	218	124	94	225	158	67
2012	금천구	독산3동	1,278	793	485	77	43	34	139	77	62	221	135	86	202	111	91	260	157	103	379	270	109
2012	금천구	독산4동	768	511	257	38	22	16	94	56	38	115	80	35	122	80	42	172	106	66	227	167	60
2012	금천구	시흥1동	1,605	976	629	100	58	42	203	103	100	254	169	85	240	137	103	368	206	162	440	303	137
2012	금천구	시흥2동	1,173	691	482	99	65	34	161	98	63	181	115	66	208	113	95	234	120	114	290	180	110
2012	금천구	시흥3동	620	364	256	33	16	17	78	43	35	100	64	36	107	60	47	137	70	67	165	111	54
2012	금천구	시흥4동	1,031	625	406	84	58	26	119	71	48	160	104	56	161	91	70	224	113	111	283	188	95
2012	금천구	시흥5동	1,249	745	504	68	36	32	148	83	65	226	149	77	227	121	106	276	149	127	304	207	97
2012	영등포구	소계	16,033	9,642	6,391	1,097	661	436	1,852	1,126	726	2,656	1,710	946	2,712	1,453	1,259	3,547	1,927	1,620	4,169	2,765	1,404
2012	영등포구	여의동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	영등포구	당산1동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	영등포구	당산2동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	영등포구	양평1동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	영등포구	양평2동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	영등포구	신길1동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	영등포구	신길3동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	영등포구	신길4동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	영등포구	신길5동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	영등포구	신길6동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	영등포구	신길7동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	영등포구	대림1동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	영등포구	대림2동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	영등포구	대림3동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	영등포구	영등포본동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	영등포구	영등포동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	영등포구	도림동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	영등포구	문래동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	영등포구	기타	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	동작구	소계	15,431	8,890	6,541	1,241	768	473	2,158	1,250	908	2,510	1,494	1,016	2,254	1,089	1,165	3,263	1,718	1,545	4,005	2,571	1,434
2012	동작구	노량진2동	695	395	300	51	29	22	97	59	38	120	76	44	110	49	61	148	76	72	169	106	63
2012	동작구	상도1동	1,529	873	656	136	86	50	212	125	87	232	129	103	196	79	117	329	175	154	424	279	145
2012	동작구	상도2동	1,002	585	417	78	44	34	149	82	67	165	103	62	133	69	64	212	117	95	265	170	95
2012	동작구	상도3동	1,130	662	468	72	46	26	151	90	61	194	121	73	172	87	85	244	118	126	297	200	97
2012	동작구	상도4동	1,314	780	534	119	69	50	212	120	92	189	119	70	186	109	77	269	154	115	339	209	130
2012	동작구	사당1동	810	470	340	57	38	19	103	57	46	126	71	55	116	63	53	165	88	77	243	153	90
2012	동작구	사당3동	840	490	350	69	42	27	86	47	39	152	97	55	123	64	59	182	97	85	228	143	85
2012	동작구	사당4동	588	345	243	41	21	20	76	53	23	83	50	33	84	44	40	138	71	67	166	106	60
2012	동작구	사당5동	567	314	253	48	33	15	82	44	38	97	48	49	76	32	44	120	65	55	144	92	52
2012	동작구	대방동	1,644	917	727	172	107	65	262	150	112	288	153	135	244	118	126	317	165	152	361	224	137
2012	동작구	신대방1동	871	521	350	53	42	11	113	70	43	139	70	69	132	67	65	197	105	92	237	167	70
2012	동작구	신대방2동	775	465	310	69	43	26	123	72	51	118	75	43	133	54	79	154	97	57	178	124	54
2012	동작구	흑석동	1,388	774	614	92	57	35	192	108	84	221	143	78	216	88	128	298	142	156	369	236	133
2012	동작구	노량진1동	1,342	770	572	107	61	46	180	108	72	235	147	88	204	101	103	289	135	154	327	218	109
2012	동작구	사당2동	936	529	407	77	50	27	120	65	55	151	92	59	129	65	64	201	113	88	258	144	114
2012	관악구	소계	20,999	12,312	8,687	1,557	899	658	2,691	1,575	1,116	3,481	2,158	1,323	3,189	1,622	1,567	4,443	2,377	2,066	5,638	3,681	1,957
2012	관악구	보라매동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	관악구	청림동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	관악구	행운동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	관악구	낙성대동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	관악구	중앙동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	관악구	인헌동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	관악구	남현동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	관악구	서원동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	관악구	신원동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	관악구	서림동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	관악구	신사동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	관악구	신림동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	관악구	난향동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	관악구	조원동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	관악구	대학동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	관악구	은천동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	관악구	성현동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	관악구	청룡동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	관악구	난곡동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	관악구	삼성동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	관악구	미성동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	관악구	기타	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2012	서초구	소계	10,702	6,216	4,486	1,070	656	414	1,539	887	652	1,704	1,022	682	1,514	745	769	2,366	1,252	1,114	2,509	1,654	855
2012	서초구	서초1동	479	278	201	54	38	16	74	41	33	71	39	32	77	37	40	104	57	47	99	66	33
2012	서초구	서초2동	463	264	199	41	22	19	67	37	30	77	47	30	76	36	40	87	43	44	115	79	36
2012	서초구	서초3동	707	439	268	63	42	21	90	54	36	108	73	35	101	55	46	171	92	79	174	123	51
2012	서초구	서초4동	475	262	213	67	41	26	59	27	32	69	41	28	73	37	36	107	49	58	100	67	33
2012	서초구	잠원동	689	392	297	68	42	26	93	55	38	118	65	53	111	61	50	145	69	76	154	100	54
2012	서초구	반포본동	241	153	88	21	14	7	41	26	15	43	26	17	28	15	13	51	30	21	57	42	15
2012	서초구	반포1동	647	364	283	60	29	31	86	46	40	99	67	32	83	37	46	145	69	76	174	116	58
2012	서초구	반포2동	365	218	147	31	18	13	54	30	24	59	42	17	40	21	19	92	50	42	89	57	32
2012	서초구	반포3동	452	245	207	52	29	23	69	36	33	58	35	23	61	26	35	104	54	50	108	65	43
2012	서초구	반포4동	392	208	184	39	22	17	60	27	33	61	28	33	49	27	22	89	46	43	94	58	36
2012	서초구	방배본동	517	296	221	65	40	25	74	45	29	79	45	34	72	34	38	121	64	57	106	68	38
2012	서초구	방배1동	490	279	211	42	21	21	61	38	23	74	39	35	64	30	34	109	61	48	140	90	50
2012	서초구	방배2동	961	542	419	70	43	27	108	57	51	153	93	60	146	73	73	239	115	124	245	161	84
2012	서초구	방배3동	641	382	259	53	34	19	86	59	27	107	67	40	94	38	56	136	74	62	165	110	55
2012	서초구	방배4동	678	416	262	79	53	26	93	58	35	91	45	46	100	54	46	148	93	55	167	113	54
2012	서초구	양재1동	1,390	766	624	152	91	61	249	127	122	244	145	99	192	81	111	284	152	132	269	170	99
2012	서초구	양재2동	710	431	279	57	33	24	111	71	40	110	58	52	95	54	41	154	90	64	183	125	58
2012	서초구	내곡동	405	281	124	56	44	12	64	53	11	83	67	16	52	29	23	80	44	36	70	44	26
2012	강남구	소계	15,641	8,888	6,753	1,748	1,059	689	2,562	1,500	1,062	2,723	1,603	1,120	2,043	933	1,110	3,196	1,625	1,571	3,369	2,168	1,201
2012	강남구	신사동	415	234	181	38	14	24	46	29	17	61	38	23	56	26	30	105	55	50	109	72	37
2012	강남구	논현1동	692	408	284	64	31	33	89	55	34	95	65	30	93	48	45	148	73	75	203	136	67
2012	강남구	논현2동	555	341	214	42	25	17	97	58	39	79	53	26	59	22	37	131	78	53	147	105	42
2012	강남구	삼성1동	367	221	146	42	27	15	57	33	24	40	24	16	56	30	26	84	48	36	88	59	29
2012	강남구	삼성2동	670	387	283	54	36	18	100	48	52	98	48	50	105	55	50	153	97	56	160	103	57
2012	강남구	대치1동	250	138	112	22	14	8	36	18	18	51	31	20	26	9	17	69	39	30	46	27	19
2012	강남구	대치4동	426	242	184	28	11	17	67	38	29	72	39	33	45	20	25	88	50	38	126	84	42
2012	강남구	역삼1동	824	493	331	77	46	31	96	54	42	134	82	52	107	58	49	175	88	87	235	165	70
2012	강남구	역삼2동	707	409	298	65	36	29	123	82	41	99	58	41	104	45	59	144	77	67	172	111	61
2012	강남구	도곡1동	452	256	196	43	31	12	57	25	32	69	40	29	60	29	31	119	67	52	104	64	40
2012	강남구	도곡2동	499	301	198	53	30	23	67	43	24	63	39	24	63	30	33	142	81	61	111	78	33
2012	강남구	개포1동	685	389	296	62	34	28	93	50	43	120	79	41	115	56	59	139	72	67	156	98	58
2012	강남구	개포4동	669	371	298	54	27	27	102	59	43	129	68	61	88	43	45	134	66	68	162	108	54
2012	강남구	일원본동	584	323	261	120	82	38	94	56	38	96	47	49	83	34	49	92	44	48	99	60	39
2012	강남구	일원1동	1,107	629	478	162	100	62	224	140	84	220	127	93	141	63	78	187	90	97	173	109	64
2012	강남구	일원2동	1,180	620	560	154	99	55	232	143	89	236	135	101	172	75	97	218	73	145	168	95	73
2012	강남구	수서동	2,051	1,110	941	304	197	107	486	278	208	483	262	221	237	105	132	282	120	162	259	148	111
2012	강남구	세곡동	754	441	313	71	38	33	109	71	38	143	90	53	111	60	51	162	76	86	158	106	52
2012	강남구	압구정동	519	287	232	62	36	26	90	51	39	68	47	21	69	19	50	122	66	56	108	68	40
2012	강남구	청담동	673	388	285	73	47	26	81	48	33	101	62	39	81	31	50	170	92	78	167	108	59
2012	강남구	대치2동	750	449	301	84	54	30	101	58	43	127	81	46	80	37	43	177	94	83	181	125	56
2012	강남구	개포2동	811	450	361	73	43	30	115	63	52	139	88	51	92	38	54	155	79	76	237	139	98
2012	강남구	기타	1	1	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2012	송파구	소계	20,615	12,030	8,585	1,991	1,217	774	2,791	1,580	1,211	3,351	2,109	1,242	2,778	1,325	1,453	4,484	2,389	2,095	5,220	3,410	1,810
2012	송파구	풍납1동	779	464	315	60	41	19	99	56	43	126	83	43	87	40	47	183	99	84	224	145	79
2012	송파구	풍납2동	888	547	341	82	51	31	135	87	48	159	109	50	116	60	56	187	104	83	209	136	73
2012	송파구	거여1동	633	381	252	39	28	11	68	41	27	128	86	42	92	48	44	131	56	75	175	122	53
2012	송파구	거여2동	1,294	767	527	202	128	74	197	112	85	191	124	67	143	71	72	278	143	135	283	189	94
2012	송파구	마천1동	1,207	687	520	104	66	38	124	65	59	230	139	91	167	87	80	281	147	134	301	183	118
2012	송파구	마천2동	1,137	681	456	90	56	34	126	68	58	176	106	70	179	102	77	246	135	111	320	214	106
2012	송파구	방이1동	488	299	189	43	24	19	89	46	43	64	44	20	75	36	39	98	59	39	119	90	29
2012	송파구	방이2동	880	519	361	80	56	24	114	60	54	135	90	45	103	44	59	194	93	101	254	176	78
2012	송파구	오륜동	355	199	156	47	30	17	65	37	28	64	34	30	47	23	24	63	32	31	69	43	26
2012	송파구	오금동	1,263	713	550	118	66	52	150	95	55	239	148	91	166	63	103	271	136	135	319	205	114
2012	송파구	송파1동	739	432	307	44	24	20	85	44	41	112	76	36	112	47	65	169	103	66	217	138	79
2012	송파구	송파2동	603	340	263	52	33	19	73	45	28	98	66	32	92	47	45	128	60	68	160	89	71
2012	송파구	석촌동	1,119	657	462	102	62	40	172	94	78	162	111	51	150	80	70	240	129	111	293	181	112
2012	송파구	삼전동	1,016	583	433	77	42	35	118	52	66	164	102	62	145	70	75	231	136	95	281	181	100
2012	송파구	가락본동	818	501	317	69	44	25	117	71	46	125	84	41	114	54	60	176	93	83	217	155	62
2012	송파구	가락1동	254	140	114	33	15	18	29	14	15	37	22	15	45	22	23	57	35	22	53	32	21
2012	송파구	가락2동	940	548	392	92	57	35	106	67	39	165	103	62	104	44	60	229	124	105	244	153	91
2012	송파구	문정1동	634	355	279	58	31	27	96	51	45	111	67	44	85	39	46	114	59	55	170	108	62
2012	송파구	문정2동	373	210	163	39	19	20	67	39	28	56	34	22	57	24	33	96	56	40	58	38	20
2012	송파구	장지동	1,572	946	626	218	155	63	241	147	94	265	156	109	214	102	112	269	145	124	365	241	124
2012	송파구	잠실본동	902	511	391	63	29	34	99	55	44	153	87	66	131	63	68	224	117	107	232	160	72
2012	송파구	잠실4동	713	402	311	70	43	27	110	58	52	115	67	48	96	45	51	157	89	68	165	100	65
2012	송파구	잠실6동	374	219	155	48	27	21	56	34	22	51	37	14	56	25	31	85	37	48	78	59	19
2012	송파구	잠실7동	211	121	90	19	11	8	38	23	15	20	14	6	30	14	16	56	26	30	48	33	15
2012	송파구	잠실2동	640	362	278	69	42	27	99	53	46	91	48	43	73	36	37	130	73	57	178	110	68
2012	송파구	잠실3동	783	446	337	73	37	36	118	66	52	114	72	42	99	39	60	191	103	88	188	129	59
2012	강동구	소계	18,649	11,157	7,492	1,788	1,129	659	2,383	1,411	972	3,035	1,875	1,160	2,634	1,356	1,278	4,027	2,194	1,833	4,782	3,192	1,590
2012	강동구	강일동	1,545	899	646	184	114	70	204	119	85	255	156	99	217	109	108	321	168	153	364	233	131
2012	강동구	상일동	991	606	385	155	91	64	117	76	41	139	92	47	126	56	70	205	118	87	249	173	76
2012	강동구	명일1동	843	481	362	86	52	34	123	75	48	142	90	52	117	49	68	182	91	91	193	124	69
2012	강동구	명일2동	494	285	209	59	32	27	67	35	32	69	43	26	71	37	34	106	60	46	122	78	44
2012	강동구	고덕1동	575	342	233	73	50	23	72	48	24	97	55	42	80	44	36	106	45	61	147	100	47
2012	강동구	고덕2동	923	567	356	178	137	41	98	54	44	164	102	62	114	59	55	161	75	86	208	140	68
2012	강동구	암사2동	496	301	195	50	29	21	65	31	34	73	50	23	73	50	23	118	63	55	117	78	39
2012	강동구	암사3동	572	331	241	71	41	30	88	54	34	77	38	39	80	42	38	121	61	60	135	95	40
2012	강동구	천호1동	1,371	826	545	90	63	27	178	108	70	228	146	82	217	132	85	295	147	148	363	230	133
