기간	자치구	동	장애등급	장애등급	장애등급	장애등급	장애등급	장애등급	장애등급	장애등급	장애등급	장애등급	장애등급	장애등급	장애등급	장애등급	장애등급	장애등급	장애등급	장애등급	장애등급	장애등급	장애등급
기간	자치구	동	합계	합계	합계	1급	1급	1급	2급	2급	2급	3급	3급	3급	4급	4급	4급	5급	5급	5급	6급	6급	6급
기간	자치구	동	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자
2016	서대문구	남가좌1동	511	285	226	37	24	13	59	36	23	77	45	32	83	36	47	122	58	64	133	86	47
2016	서대문구	남가좌2동	1,039	561	478	79	50	29	130	69	61	193	99	94	170	76	94	216	112	104	251	155	96
2016	서대문구	북가좌1동	721	401	320	68	36	32	105	65	40	111	64	47	98	39	59	154	77	77	185	120	65
2016	서대문구	북가좌2동	1,544	887	657	98	57	41	210	124	86	258	143	115	218	116	102	338	181	157	422	266	156
2016	서대문구	충현동	751	454	297	48	29	19	87	46	41	116	82	34	131	68	63	158	94	64	211	135	76
2016	서대문구	북아현동	518	292	226	45	24	21	71	35	36	80	47	33	87	43	44	107	59	48	128	84	44
2016	서대문구	신촌동	507	278	229	42	27	15	57	35	22	87	48	39	87	44	43	99	44	55	135	80	55
2016	서대문구	연희동	1,392	766	626	127	73	54	171	104	67	214	120	94	225	110	115	293	153	140	362	206	156
2016	마포구	소계	13,392	7,629	5,763	1,190	689	501	1,813	1,057	756	2,142	1,291	851	2,033	950	1,083	2,799	1,484	1,315	3,415	2,158	1,257
2016	마포구	용강동	599	353	246	48	30	18	77	39	38	91	54	37	90	47	43	121	65	56	172	118	54
2016	마포구	대흥동	451	261	190	40	23	17	63	42	21	60	38	22	77	32	45	97	53	44	114	73	41
2016	마포구	염리동	442	248	194	38	19	19	53	32	21	78	53	25	66	29	37	83	43	40	124	72	52
2016	마포구	신수동	712	415	297	50	28	22	98	60	38	106	64	42	122	53	69	152	86	66	184	124	60
2016	마포구	서교동	744	460	284	53	32	21	70	45	25	98	69	29	108	57	51	191	107	84	224	150	74
2016	마포구	합정동	594	341	253	41	24	17	69	41	28	92	57	35	95	50	45	136	72	64	161	97	64
2016	마포구	망원1동	852	492	360	67	38	29	96	49	47	121	82	39	132	63	69	197	106	91	239	154	85
2016	마포구	망원2동	812	482	330	57	33	24	120	71	49	127	72	55	110	58	52	183	100	83	215	148	67
2016	마포구	연남동	575	310	265	53	26	27	68	40	28	94	54	40	97	50	47	115	54	61	148	86	62
2016	마포구	성산1동	683	391	292	49	27	22	74	44	30	105	61	44	102	54	48	156	84	72	197	121	76
2016	마포구	성산2동	1,970	1,077	893	241	136	105	330	191	139	365	221	144	278	122	156	364	174	190	392	233	159
2016	마포구	상암동	1,226	689	537	131	86	45	195	109	86	212	125	87	160	70	90	230	121	109	298	178	120
2016	마포구	도화동	781	421	360	81	50	31	119	69	50	136	78	58	106	40	66	162	88	74	177	96	81
2016	마포구	서강동	712	399	313	63	37	26	92	57	35	114	59	55	116	53	63	149	78	71	178	115	63
2016	마포구	공덕동	1,527	867	660	118	72	46	188	102	86	234	135	99	265	115	150	306	168	138	416	275	141
2016	마포구	아현동	712	423	289	60	28	32	101	66	35	109	69	40	109	57	52	157	85	72	176	118	58
2016	양천구	소계	17,200	10,052	7,148	1,274	741	533	2,205	1,293	912	2,843	1,701	1,142	2,545	1,328	1,217	3,796	2,046	1,750	4,537	2,943	1,594
2016	양천구	목1동	685	371	314	58	33	25	83	49	34	116	54	62	88	42	46	157	77	80	183	116	67
2016	양천구	목2동	1,007	598	409	77	45	32	112	65	47	166	98	68	147	74	73	233	139	94	272	177	95
2016	양천구	목3동	836	520	316	53	36	17	89	54	35	169	107	62	149	89	60	173	103	70	203	131	72
2016	양천구	목4동	867	491	376	69	35	34	119	69	50	131	85	46	112	54	58	208	105	103	228	143	85
2016	양천구	신월1동	1,222	747	475	86	46	40	140	85	55	206	124	82	173	101	72	269	156	113	348	235	113
2016	양천구	신월2동	1,013	597	416	62	38	24	127	78	49	171	103	68	164	80	84	223	120	103	266	178	88
2016	양천구	신월3동	901	541	360	46	23	23	107	62	45	165	105	60	122	70	52	198	108	90	263	173	90
2016	양천구	신월4동	875	517	358	52	33	19	113	65	48	132	79	53	143	88	55	198	104	94	237	148	89
2016	양천구	신월5동	745	426	319	48	27	21	91	58	33	121	74	47	113	56	57	163	85	78	209	126	83
2016	양천구	신월6동	326	208	118	18	10	8	38	26	12	46	26	20	56	35	21	89	53	36	79	58	21
2016	양천구	신월7동	1,129	654	475	68	48	20	144	84	60	186	113	73	163	87	76	258	133	125	310	189	121
2016	양천구	신정1동	550	337	213	41	24	17	79	52	27	74	46	28	78	40	38	115	68	47	163	107	56
2016	양천구	신정2동	743	438	305	52	28	24	112	75	37	148	88	60	98	47	51	167	90	77	166	110	56
2016	양천구	신정3동	2,205	1,282	923	226	131	95	306	181	125	357	210	147	322	155	167	442	236	206	552	369	183
2016	양천구	신정6동	471	252	219	40	21	19	58	33	25	82	41	41	70	30	40	105	53	52	116	74	42
2016	양천구	신정7동	1,362	728	634	110	69	41	192	96	96	240	131	109	215	103	112	279	129	150	326	200	126
2016	양천구	목5동	730	393	337	78	39	39	103	49	54	97	61	36	98	42	56	183	89	94	171	113	58
2016	양천구	신정4동	1,533	952	581	90	55	35	192	112	80	236	156	80	234	135	99	336	198	138	445	296	149
2016	강서구	소계	28,240	16,344	11,896	2,598	1,548	1,050	4,455	2,612	1,843	5,343	3,194	2,149	4,074	2,138	1,936	5,298	2,802	2,496	6,472	4,050	2,422
2016	강서구	염창동	1,048	655	393	102	57	45	132	81	51	149	102	47	146	82	64	229	132	97	290	201	89
2016	강서구	등촌1동	730	406	324	62	35	27	84	43	41	113	64	49	115	50	65	153	84	69	203	130	73
2016	강서구	등촌2동	709	421	288	45	28	17	96	44	52	101	71	30	112	69	43	146	76	70	209	133	76
2016	강서구	등촌3동	3,821	2,105	1,716	464	276	188	811	469	342	910	540	370	510	256	254	531	237	294	595	327	268
2016	강서구	화곡본동	1,394	829	565	96	62	34	188	109	79	260	149	111	191	94	97	285	160	125	374	255	119
2016	강서구	화곡2동	774	481	293	47	31	16	103	61	42	124	85	39	110	66	44	163	88	75	227	150	77
2016	강서구	화곡3동	876	500	376	75	47	28	111	72	39	126	77	49	133	71	62	199	98	101	232	135	97
2016	강서구	화곡4동	940	567	373	55	33	22	106	64	42	182	112	70	154	83	71	197	112	85	246	163	83
2016	강서구	화곡6동	950	558	392	111	64	47	116	68	48	158	87	71	143	77	66	193	100	93	229	162	67
2016	강서구	화곡8동	1,018	593	425	52	34	18	125	72	53	170	104	66	159	78	81	213	122	91	299	183	116
2016	강서구	가양1동	774	465	309	85	53	32	122	77	45	91	48	43	98	51	47	153	77	76	225	159	66
2016	강서구	가양2동	2,399	1,388	1,011	301	179	122	550	340	210	662	383	279	278	148	130	323	166	157	285	172	113
2016	강서구	가양3동	1,637	868	769	147	85	62	289	158	131	376	203	173	283	131	152	243	121	122	299	170	129
2016	강서구	발산1동	1,451	821	630	138	75	63	206	110	96	241	151	90	218	115	103	301	155	146	347	215	132
2016	강서구	공항동	1,014	596	418	78	43	35	117	70	47	188	112	76	158	88	70	218	129	89	255	154	101
2016	강서구	방화1동	1,734	1,039	695	145	86	59	253	163	90	245	155	90	244	129	115	397	221	176	450	285	165
2016	강서구	방화2동	1,613	955	658	163	104	59	267	165	102	303	191	112	230	128	102	288	147	141	362	220	142
2016	강서구	방화3동	1,997	1,134	863	184	100	84	388	229	159	433	260	173	289	155	134	328	160	168	375	230	145
2016	강서구	화곡1동	2,072	1,231	841	149	96	53	220	124	96	323	195	128	318	182	136	459	272	187	603	362	241
2016	강서구	우장산동	1,289	732	557	99	60	39	171	93	78	188	105	83	185	85	100	279	145	134	367	244	123
2016	구로구	소계	17,213	10,323	6,890	1,405	832	573	2,142	1,286	856	2,735	1,691	1,044	2,579	1,418	1,161	3,625	1,958	1,667	4,727	3,138	1,589
2016	구로구	신도림동	974	579	395	100	53	47	116	71	45	147	99	48	120	63	57	224	120	104	267	173	94
2016	구로구	구로1동	509	325	184	36	24	12	75	51	24	70	46	24	73	40	33	103	61	42	152	103	49
2016	구로구	구로3동	870	524	346	66	42	24	82	52	30	142	83	59	155	79	76	186	99	87	239	169	70
2016	구로구	구로4동	1,234	724	510	91	60	31	128	84	44	214	116	98	207	111	96	248	138	110	346	215	131
2016	구로구	구로5동	1,107	665	442	96	54	42	132	73	59	168	98	70	171	94	77	219	125	94	321	221	100
2016	구로구	고척1동	1,118	663	455	87	50	37	124	77	47	163	92	71	186	103	83	274	149	125	284	192	92
2016	구로구	고척2동	1,233	729	504	79	43	36	169	97	72	189	112	77	177	101	76	263	133	130	356	243	113
2016	구로구	개봉2동	1,435	878	557	115	65	50	169	109	60	232	153	79	210	125	85	316	170	146	393	256	137
2016	구로구	개봉3동	906	571	335	77	40	37	113	72	41	147	97	50	134	82	52	200	106	94	235	174	61
2016	구로구	오류1동	982	595	387	73	38	35	110	66	44	169	106	63	139	85	54	181	97	84	310	203	107
2016	구로구	오류2동	2,021	1,155	866	226	136	90	259	148	111	323	202	121	270	139	131	437	220	217	506	310	196
2016	구로구	수궁동	1,204	714	490	128	81	47	155	85	70	205	127	78	180	97	83	240	128	112	296	196	100
2016	구로구	가리봉동	619	387	232	28	16	12	90	58	32	103	61	42	110	65	45	106	61	45	182	126	56
2016	구로구	구로2동	1,411	835	576	84	52	32	189	101	88	213	133	80	232	123	109	305	174	131	388	252	136
2016	구로구	개봉1동	1,590	979	611	119	78	41	231	142	89	250	166	84	215	111	104	323	177	146	452	305	147
2016	금천구	소계	10,920	6,664	4,256	714	427	287	1,456	859	597	1,883	1,184	699	1,641	943	698	2,216	1,222	994	3,010	2,029	981
2016	금천구	가산동	761	494	267	39	23	16	82	55	27	147	98	49	111	67	44	168	97	71	214	154	60
2016	금천구	독산1동	1,761	1,097	664	148	93	55	302	185	117	365	236	129	220	129	91	294	156	138	432	298	134
2016	금천구	독산2동	949	584	365	42	22	20	127	72	55	169	107	62	141	91	50	219	122	97	251	170	81
2016	금천구	독산3동	1,187	733	454	71	45	26	152	94	58	187	110	77	188	101	87	224	127	97	365	256	109
2016	금천구	독산4동	758	478	280	34	19	15	108	66	42	122	73	49	105	68	37	151	87	64	238	165	73
2016	금천구	시흥1동	1,604	987	617	106	60	46	202	117	85	254	158	96	233	137	96	365	210	155	444	305	139
2016	금천구	시흥2동	1,109	647	462	95	62	33	161	89	72	168	114	54	202	106	96	201	106	95	282	170	112
2016	금천구	시흥3동	565	324	241	32	15	17	79	43	36	88	53	35	82	44	38	125	66	59	159	103	56
2016	금천구	시흥4동	1,024	621	403	75	48	27	116	71	45	164	107	57	159	91	68	214	115	99	296	189	107
2016	금천구	시흥5동	1,202	699	503	72	40	32	127	67	60	219	128	91	200	109	91	255	136	119	329	219	110
2016	영등포구	소계	14,419	8,624	5,795	976	563	413	1,728	1,093	635	2,290	1,468	822	2,356	1,243	1,113	3,138	1,720	1,418	3,931	2,537	1,394
2016	영등포구	여의동	716	414	302	75	46	29	105	72	33	100	64	36	111	47	64	149	81	68	176	104	72
2016	영등포구	당산1동	808	488	320	58	30	28	84	53	31	109	74	35	136	76	60	189	94	95	232	161	71
2016	영등포구	당산2동	943	538	405	63	34	29	90	56	34	146	90	56	143	73	70	229	107	122	272	178	94
2016	영등포구	양평1동	745	436	309	47	28	19	88	54	34	119	67	52	125	70	55	160	86	74	206	131	75
2016	영등포구	양평2동	621	376	245	51	32	19	73	45	28	89	59	30	94	44	50	132	81	51	182	115	67
2016	영등포구	신길1동	932	534	398	49	27	22	119	69	50	142	91	51	151	81	70	199	94	105	272	172	100
2016	영등포구	신길3동	797	472	325	52	34	18	93	52	41	134	81	53	133	65	68	171	93	78	214	147	67
2016	영등포구	신길4동	550	309	241	30	14	16	65	41	24	95	58	37	95	43	52	132	68	64	133	85	48
2016	영등포구	신길5동	671	399	272	43	28	15	88	59	29	113	74	39	106	52	54	151	85	66	170	101	69
2016	영등포구	신길6동	857	486	371	64	31	33	118	74	44	151	89	62	130	68	62	196	102	94	198	122	76
2016	영등포구	신길7동	345	182	163	24	13	11	41	22	19	51	28	23	54	23	31	84	42	42	91	54	37
2016	영등포구	대림1동	755	454	301	51	29	22	90	54	36	116	83	33	124	62	62	170	109	61	204	117	87
2016	영등포구	대림2동	718	457	261	37	21	16	84	54	30	133	87	46	116	70	46	151	83	68	197	142	55
2016	영등포구	대림3동	1,138	695	443	74	45	29	120	86	34	185	108	77	203	110	93	231	132	99	325	214	111
2016	영등포구	영등포본동	1,033	626	407	71	36	35	128	85	43	151	94	57	168	95	73	220	128	92	295	188	107
2016	영등포구	영등포동	979	688	291	54	35	19	116	87	29	185	140	45	185	115	70	185	122	63	254	189	65
2016	영등포구	도림동	902	530	372	63	41	22	113	63	50	139	92	47	144	75	69	185	101	84	258	158	100
2016	영등포구	문래동	909	540	369	70	39	31	113	67	46	132	89	43	138	74	64	204	112	92	252	159	93
2016	동작구	소계	14,646	8,405	6,241	1,199	744	455	2,014	1,169	845	2,313	1,377	936	2,068	1,017	1,051	3,213	1,693	1,520	3,839	2,405	1,434
2016	동작구	노량진2동	646	363	283	34	18	16	80	48	32	109	67	42	95	45	50	143	73	70	185	112	73
2016	동작구	상도1동	1,551	897	654	140	85	55	213	125	88	235	133	102	201	97	104	346	186	160	416	271	145
2016	동작구	상도2동	931	538	393	78	43	35	134	77	57	142	84	58	129	65	64	206	116	90	242	153	89
2016	동작구	상도3동	1,132	652	480	72	49	23	163	90	73	175	104	71	179	96	83	238	122	116	305	191	114
2016	동작구	상도4동	1,290	761	529	107	71	36	206	122	84	193	114	79	166	100	66	265	144	121	353	210	143
2016	동작구	사당1동	789	466	323	57	37	20	91	56	35	133	85	48	116	64	52	158	80	78	234	144	90
2016	동작구	사당3동	773	454	319	56	35	21	85	53	32	140	87	53	104	56	48	174	89	85	214	134	80
2016	동작구	사당4동	538	314	224	45	31	14	60	38	22	71	42	29	72	40	32	141	72	69	149	91	58
2016	동작구	사당5동	498	278	220	52	35	17	83	37	46	75	39	36	62	26	36	107	64	43	119	77	42
2016	동작구	대방동	1,592	900	692	155	99	56	252	156	96	292	170	122	230	101	129	316	156	160	347	218	129
2016	동작구	신대방1동	801	474	327	59	44	15	111	64	47	120	66	54	115	56	59	185	103	82	211	141	70
2016	동작구	신대방2동	744	442	302	76	42	34	99	63	36	109	72	37	117	50	67	167	102	65	176	113	63
2016	동작구	흑석동	1,227	671	556	88	56	32	188	103	85	187	117	70	171	71	100	274	129	145	319	195	124
2016	동작구	노량진1동	1,228	699	529	108	59	49	144	78	66	189	113	76	180	89	91	293	149	144	314	211	103
2016	동작구	사당2동	906	496	410	72	40	32	105	59	46	143	84	59	131	61	70	200	108	92	255	144	111
2016	관악구	소계	20,142	11,926	8,216	1,437	841	596	2,554	1,529	1,025	3,419	2,116	1,303	2,994	1,555	1,439	4,216	2,318	1,898	5,522	3,567	1,955
2016	관악구	보라매동	1,090	615	475	86	46	40	146	83	63	179	101	78	160	73	87	213	115	98	306	197	109
2016	관악구	청림동	690	402	288	61	39	22	95	63	32	108	81	27	100	42	58	142	62	80	184	115	69
2016	관악구	행운동	1,136	677	459	78	46	32	155	85	70	212	136	76	185	93	92	220	124	96	286	193	93
2016	관악구	낙성대동	521	282	239	34	18	16	53	23	30	96	57	39	65	39	26	130	68	62	143	77	66
2016	관악구	중앙동	618	356	262	43	30	13	67	36	31	88	49	39	91	48	43	158	86	72	171	107	64
2016	관악구	인헌동	906	521	385	49	26	23	104	63	41	157	97	60	138	68	70	210	112	98	248	155	93
2016	관악구	남현동	566	332	234	33	15	18	80	53	27	105	67	38	85	43	42	128	65	63	135	89	46
2016	관악구	서원동	827	493	334	61	28	33	101	65	36	125	86	39	110	60	50	163	86	77	267	168	99
2016	관악구	신원동	835	482	353	56	37	19	102	64	38	137	76	61	146	77	69	181	93	88	213	135	78
2016	관악구	서림동	859	528	331	48	32	16	92	56	36	147	94	53	134	73	61	192	111	81	246	162	84
2016	관악구	신사동	924	576	348	74	43	31	124	76	48	146	94	52	139	78	61	161	90	71	280	195	85
2016	관악구	신림동	566	347	219	42	28	14	85	42	43	81	51	30	93	52	41	96	57	39	169	117	52
2016	관악구	난향동	697	410	287	65	36	29	90	58	32	125	72	53	98	46	52	136	81	55	183	117	66
2016	관악구	조원동	719	479	240	39	28	11	84	50	34	113	79	34	116	74	42	147	94	53	220	154	66
2016	관악구	대학동	678	422	256	43	23	20	85	56	29	107	69	38	96	53	43	145	94	51	202	127	75
2016	관악구	은천동	1,643	971	672	123	73	50	218	131	87	313	188	125	230	120	110	342	181	161	417	278	139
2016	관악구	성현동	1,523	878	645	110	69	41	202	119	83	290	179	111	205	103	102	316	161	155	400	247	153
2016	관악구	청룡동	977	574	403	70	33	37	121	75	46	164	106	58	123	59	64	230	135	95	269	166	103
2016	관악구	난곡동	1,539	912	627	107	57	50	190	110	80	261	154	107	244	122	122	311	187	124	426	282	144
2016	관악구	삼성동	1,473	850	623	101	66	35	196	116	80	264	161	103	240	119	121	302	159	143	370	229	141
2016	관악구	미성동	1,355	819	536	114	68	46	164	105	59	201	119	82	196	113	83	293	157	136	387	257	130
2016	서초구	소계	10,872	6,331	4,541	1,119	689	430	1,490	859	631	1,760	1,040	720	1,407	701	706	2,380	1,288	1,092	2,716	1,754	962
2016	서초구	서초1동	448	257	191	61	44	17	57	31	26	73	38	35	71	29	42	93	56	37	93	59	34
2016	서초구	서초2동	358	200	158	34	16	18	38	21	17	72	40	32	50	29	21	68	30	38	96	64	32
2016	서초구	서초3동	644	376	268	50	27	23	86	52	34	98	55	43	78	41	37	150	82	68	182	119	63
2016	서초구	서초4동	405	230	175	44	27	17	48	19	29	59	33	26	45	24	21	109	60	49	100	67	33
2016	서초구	잠원동	607	363	244	52	36	16	85	45	40	106	68	38	92	47	45	132	73	59	140	94	46
2016	서초구	반포본동	195	117	78	18	12	6	36	21	15	26	17	9	21	11	10	52	24	28	42	32	10
2016	서초구	반포1동	546	303	243	50	24	26	63	37	26	63	45	18	86	46	40	128	55	73	156	96	60
2016	서초구	반포2동	352	209	143	40	26	14	50	25	25	57	39	18	44	22	22	81	46	35	80	51	29
2016	서초구	반포3동	344	194	150	37	24	13	45	27	18	47	29	18	46	21	25	82	40	42	87	53	34
2016	서초구	반포4동	363	214	149	33	23	10	53	33	20	65	33	32	39	20	19	73	42	31	100	63	37
2016	서초구	방배본동	492	281	211	63	38	25	63	38	25	61	32	29	72	34	38	121	64	57	112	75	37
2016	서초구	방배1동	454	264	190	32	19	13	42	28	14	71	38	33	64	33	31	109	60	49	136	86	50
2016	서초구	방배2동	904	512	392	65	39	26	112	52	60	141	86	55	113	61	52	216	106	110	257	168	89
2016	서초구	방배3동	588	345	243	38	22	16	80	48	32	99	53	46	83	39	44	124	79	45	164	104	60
2016	서초구	방배4동	671	399	272	79	48	31	87	49	38	86	46	40	95	52	43	154	93	61	170	111	59
2016	서초구	양재1동	1,953	1,125	828	252	152	100	314	179	135	372	225	147	218	97	121	378	210	168	419	262	157
2016	서초구	양재2동	664	404	260	47	30	17	97	62	35	103	53	50	79	44	35	150	82	68	188	133	55
2016	서초구	내곡동	884	538	346	124	82	42	134	92	42	161	110	51	111	51	60	160	86	74	194	117	77
2016	강남구	소계	15,758	9,036	6,722	1,750	1,049	701	2,592	1,557	1,035	2,859	1,648	1,211	1,976	952	1,024	3,107	1,602	1,505	3,474	2,228	1,246
2016	강남구	신사동	383	220	163	34	16	18	53	34	19	50	32	18	64	31	33	86	47	39	96	60	36
2016	강남구	논현1동	648	386	262	48	28	20	96	63	33	91	56	35	81	47	34	139	73	66	193	119	74
2016	강남구	논현2동	509	292	217	50	33	17	75	48	27	64	32	32	69	30	39	109	60	49	142	89	53
2016	강남구	삼성1동	281	179	102	30	17	13	36	23	13	48	32	16	38	24	14	64	37	27	65	46	19
2016	강남구	삼성2동	567	335	232	41	26	15	82	45	37	90	51	39	81	42	39	128	73	55	145	98	47
2016	강남구	대치1동	266	165	101	26	18	8	45	28	17	43	29	14	32	13	19	64	36	28	56	41	15
2016	강남구	대치4동	368	215	153	26	15	11	53	37	16	60	33	27	48	24	24	75	37	38	106	69	37
2016	강남구	역삼1동	760	464	296	71	42	29	99	59	40	107	65	42	92	53	39	168	86	82	223	159	64
2016	강남구	역삼2동	672	390	282	51	28	23	105	61	44	91	49	42	86	45	41	151	84	67	188	123	65
2016	강남구	도곡1동	431	247	184	48	34	14	57	30	27	66	40	26	54	25	29	112	61	51	94	57	37
2016	강남구	도곡2동	499	307	192	47	28	19	64	38	26	63	42	21	58	30	28	143	79	64	124	90	34
2016	강남구	개포1동	631	367	264	57	36	21	80	50	30	123	78	45	85	46	39	133	67	66	153	90	63
2016	강남구	개포4동	495	291	204	41	20	21	66	40	26	86	48	38	73	34	39	100	54	46	129	95	34
2016	강남구	일원본동	703	343	360	118	74	44	125	65	60	177	45	132	73	29	44	104	55	49	106	75	31
2016	강남구	일원1동	1,045	582	463	139	82	57	217	143	74	211	115	96	136	57	79	163	78	85	179	107	72
2016	강남구	일원2동	1,130	571	559	148	81	67	233	133	100	233	135	98	154	67	87	193	73	120	169	82	87
2016	강남구	수서동	2,100	1,158	942	314	198	116	454	273	181	538	307	231	228	103	125	280	115	165	286	162	124
2016	강남구	세곡동	2,021	1,180	841	250	136	114	339	195	144	375	238	137	255	131	124	367	195	172	435	285	150
2016	강남구	압구정동	471	271	200	42	31	11	73	40	33	62	44	18	71	26	45	115	64	51	108	66	42
2016	강남구	청담동	584	342	242	42	26	16	79	49	30	84	46	38	72	32	40	147	83	64	160	106	54
2016	강남구	대치2동	707	445	262	80	54	26	93	62	31	113	79	34	73	36	37	173	91	82	175	123	52
2016	강남구	개포2동	486	285	201	46	25	21	68	41	27	84	52	32	53	27	26	93	54	39	142	86	56
2016	강남구	기타	1	1	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2016	송파구	소계	19,499	11,508	7,991	1,845	1,154	691	2,622	1,563	1,059	3,136	1,951	1,185	2,603	1,278	1,325	4,247	2,307	1,940	5,046	3,255	1,791
2016	송파구	풍납1동	712	413	299	46	29	17	93	52	41	110	66	44	90	47	43	168	87	81	205	132	73
2016	송파구	풍납2동	827	505	322	91	55	36	108	72	36	151	99	52	99	55	44	183	108	75	195	116	79
2016	송파구	거여1동	619	388	231	44	32	12	81	49	32	111	74	37	78	45	33	126	66	60	179	122	57
2016	송파구	거여2동	1,000	596	404	184	113	71	156	102	54	151	95	56	108	46	62	196	100	96	205	140	65
2016	송파구	마천1동	1,258	739	519	99	71	28	148	79	69	213	130	83	180	91	89	283	159	124	335	209	126
2016	송파구	마천2동	1,145	680	465	72	45	27	147	84	63	185	115	70	182	99	83	255	141	114	304	196	108
2016	송파구	방이1동	417	245	172	35	16	19	58	28	30	65	39	26	58	34	24	89	46	43	112	82	30
2016	송파구	방이2동	835	491	344	68	44	24	116	63	53	144	96	48	102	49	53	169	85	84	236	154	82
2016	송파구	오륜동	311	175	136	36	26	10	58	37	21	42	23	19	43	17	26	63	28	35	69	44	25
2016	송파구	오금동	1,187	672	515	111	67	44	135	77	58	220	133	87	147	67	80	271	138	133	303	190	113
2016	송파구	송파1동	665	407	258	46	27	19	83	55	28	99	60	39	98	51	47	158	95	63	181	119	62
2016	송파구	송파2동	523	321	202	48	34	14	62	43	19	85	55	30	70	35	35	108	58	50	150	96	54
2016	송파구	석촌동	1,094	637	457	90	55	35	154	80	74	158	102	56	151	71	80	255	148	107	286	181	105
2016	송파구	삼전동	987	583	404	61	35	26	110	68	42	165	97	68	145	78	67	233	130	103	273	175	98
2016	송파구	가락본동	761	469	292	67	44	23	107	65	42	113	70	43	99	51	48	171	100	71	204	139	65
2016	송파구	가락1동	22	14	8	1	-	1	1	1	-	3	2	1	8	4	4	3	2	1	6	5	1
2016	송파구	가락2동	898	523	375	84	54	30	114	68	46	149	96	53	98	44	54	202	105	97	251	156	95
2016	송파구	문정1동	578	333	245	53	32	21	76	48	28	105	67	38	97	47	50	118	60	58	129	79	50
2016	송파구	문정2동	464	274	190	44	25	19	68	40	28	69	44	25	60	28	32	121	70	51	102	67	35
2016	송파구	장지동	1,477	886	591	213	146	67	234	150	84	240	150	90	186	81	105	243	124	119	361	235	126
2016	송파구	위례동	454	259	195	59	34	25	81	51	30	64	34	30	55	27	28	83	45	38	112	68	44
2016	송파구	잠실본동	838	484	354	60	28	32	101	53	48	136	84	52	119	58	61	200	110	90	222	151	71
2016	송파구	잠실4동	618	366	252	62	39	23	86	48	38	112	71	41	78	37	41	127	70	57	153	101	52
2016	송파구	잠실6동	342	204	138	37	25	12	44	32	12	46	30	16	56	25	31	83	41	42	76	51	25
2016	송파구	잠실7동	204	128	76	17	13	4	39	26	13	20	14	6	29	16	13	47	22	25	52	37	15
2016	송파구	잠실2동	550	306	244	57	35	22	76	38	38	75	43	32	71	34	37	117	66	51	154	90	64
2016	송파구	잠실3동	713	410	303	60	30	30	86	54	32	105	62	43	96	41	55	175	103	72	191	120	71
2016	강동구	소계	17,419	10,419	7,000	1,723	1,107	616	2,225	1,325	900	2,822	1,716	1,106	2,383	1,255	1,128	3,778	2,069	1,709	4,488	2,947	1,541
2016	강동구	강일동	1,558	897	661	199	124	75	206	116	90	248	157	91	209	100	109	332	169	163	364	231	133
2016	강동구	상일동	514	296	218	102	58	44	61	33	28	82	53	29	66	30	36	90	47	43	113	75	38
2016	강동구	명일1동	719	421	298	63	38	25	112	75	37	116	67	49	88	34	54	155	84	71	185	123	62
2016	강동구	명일2동	478	268	210	52	25	27	63	33	30	76	41	35	72	46	26	103	56	47	112	67	45
2016	강동구	고덕1동	547	334	213	72	47	25	67	43	24	79	55	24	84	48	36	115	54	61	130	87	43
2016	강동구	고덕2동	605	376	229	150	115	35	64	37	27	108	69	39	76	40	36	108	47	61	99	68	31
2016	강동구	암사2동	504	298	206	50	28	22	66	36	30	82	48	34	71	45	26	115	67	48	120	74	46
2016	강동구	암사3동	565	334	231	70	44	26	79	38	41	69	39	30	71	45	26	122	67	55	154	101	53
2016	강동구	천호1동	1,352	834	518	103	74	29	162	101	61	256	158	98	181	100	81	296	169	127	354	232	122
2016	강동구	천호3동	1,288	742	546	93	55	38	168	99	69	223	131	92	171	96	75	287	142	145	346	219	127
2016	강동구	성내1동	631	379	252	52	28	24	77	50	27	98	67	31	84	39	45	136	76	60	184	119	65
2016	강동구	성내2동	1,111	689	422	80	47	33	140	92	48	168	106	62	169	89	80	270	159	111	284	196	88
2016	강동구	성내3동	864	529	335	66	45	21	107	64	43	126	71	55	134	74	60	192	111	81	239	164	75
2016	강동구	둔촌1동	411	251	160	38	26	12	49	30	19	59	31	28	57	35	22	90	50	40	118	79	39
2016	강동구	둔촌2동	963	558	405	88	65	23	128	79	49	142	88	54	134	60	74	222	116	106	249	150	99
2016	강동구	암사1동	1,571	926	645	127	76	51	199	119	80	284	166	118	228	111	117	328	190	138	405	264	141
2016	강동구	천호2동	1,757	1,062	695	119	82	37	218	121	97	309	191	118	235	127	108	392	211	181	484	330	154
2016	강동구	길동	1,981	1,225	756	199	130	69	259	159	100	297	178	119	253	136	117	425	254	171	548	368	180
