기간	자치구	동	합계	합계	합계	국민기초생활보장수급권자	국민기초생활보장수급권자	국민기초생활보장수급권자	저소득노인	저소득노인	저소득노인	일반	일반	일반
2012	성동구	금호1가동	424	101	323	117	19	98	75	25	50	232	57	175
2012	성동구	금호4가동	357	102	255	36	8	28	20	5	15	301	89	212
2012	성동구	성수1가1동	364	111	253	53	18	35	17	7	10	294	86	208
2012	성동구	성수1가2동	387	122	265	51	16	35	11	4	7	325	102	223
2012	성동구	성수2가1동	519	161	358	98	31	67	33	7	26	388	123	265
2012	성동구	성수2가3동	268	97	171	43	21	22	11	4	7	214	72	142
2012	성동구	송정동	325	100	225	52	15	37	30	8	22	243	77	166
2012	성동구	용답동	482	160	322	91	27	64	24	7	17	367	126	241
2012	성동구	왕십리도선동	435	132	303	158	49	109	70	28	42	207	55	152
2012	성동구	금호2.3가동	543	121	422	89	68	21	276	23	253	178	30	148
2012	성동구	옥수동	511	142	369	46	11	35	31	13	18	434	118	316
2012	광진구	계	7,259	2,178	5,081	1,210	286	924	283	89	194	5,766	1,803	3,963
2012	광진구	화양동	443	135	308	81	16	65	11	6	5	351	113	238
2012	광진구	군자동	484	146	338	99	23	76	12	4	8	373	119	254
2012	광진구	중곡1동	365	124	241	60	11	49	21	7	14	284	106	178
2012	광진구	중곡2동	405	123	282	62	13	49	14	4	10	329	106	223
2012	광진구	중곡3동	401	129	272	75	11	64	16	6	10	310	112	198
2012	광진구	중곡4동	652	185	467	143	21	122	34	9	25	475	155	320
2012	광진구	능동	242	78	164	35	5	30	10	2	8	197	71	126
2012	광진구	구의1동	497	155	342	63	20	43	26	6	20	408	129	279
2012	광진구	구의2동	559	165	394	118	23	95	25	7	18	416	135	281
2012	광진구	구의3동	473	137	336	36	13	23	14	3	11	423	121	302
2012	광진구	광장동	457	111	346	25	4	21	14	3	11	418	104	314
2012	광진구	자양1동	620	201	419	146	58	88	32	13	19	442	130	312
2012	광진구	자양2동	470	135	335	65	14	51	25	9	16	380	112	268
2012	광진구	자양3동	477	119	358	50	15	35	13	5	8	414	99	315
2012	광진구	자양4동	714	235	479	152	39	113	16	5	11	546	191	355
2012	동대문구	계	9,806	3,230	6,576	2,310	732	1,578	422	166	256	7,074	2,332	4,742
2012	동대문구	회기동	184	39	145	50	10	40	3	-	3	131	29	102
2012	동대문구	휘경1동	463	156	307	92	22	70	12	3	9	359	131	228
2012	동대문구	휘경2동	391	142	249	35	10	25	29	9	20	327	123	204
2012	동대문구	청량리동	1,177	401	776	296	99	197	53	20	33	828	282	546
2012	동대문구	용신동	873	369	504	395	157	238	31	18	13	447	194	253
2012	동대문구	제기동	1,199	429	770	317	126	191	125	58	67	757	245	512
2012	동대문구	전농1동	1,290	466	824	344	124	220	55	26	29	891	316	575
2012	동대문구	전농2동	428	121	307	84	16	68	2	2	-	342	103	239
2012	동대문구	답십리1동	590	182	408	100	27	73	16	4	12	474	151	323
2012	동대문구	답십리2동	817	232	585	197	43	154	16	4	12	604	185	419
2012	동대문구	장안1동	774	255	519	122	37	85	9	4	5	643	214	429
2012	동대문구	장안2동	399	115	284	50	13	37	37	11	26	312	91	221
2012	동대문구	이문1동	880	242	638	127	29	98	9	3	6	744	210	534
2012	동대문구	이문2동	341	81	260	101	19	82	25	4	21	215	58	157
2012	중랑구	계	10,588	3,107	7,481	2,247	477	1,770	521	144	377	7,820	2,486	5,334
2012	중랑구	면목2동	717	191	526	145	29	116	43	15	28	529	147	382
2012	중랑구	면목4동	692	212	480	152	47	105	22	5	17	518	160	358
2012	중랑구	면목5동	363	121	242	81	26	55	49	23	26	233	72	161
2012	중랑구	면목7동	605	170	435	115	23	92	20	6	14	470	141	329
2012	중랑구	상봉1동	500	135	365	137	30	107	29	8	21	334	97	237
2012	중랑구	상봉2동	601	224	377	113	35	78	36	11	25	452	178	274
2012	중랑구	중화1동	429	135	294	71	17	54	6	1	5	352	117	235
2012	중랑구	중화2동	1,121	316	805	213	49	164	31	6	25	877	261	616
2012	중랑구	묵1동	643	137	506	198	19	179	46	11	35	399	107	292
2012	중랑구	묵2동	551	173	378	90	19	71	25	8	17	436	146	290
2012	중랑구	망우3동	527	178	349	124	25	99	55	18	37	348	135	213
2012	중랑구	신내1동	438	108	330	52	7	45	18	4	14	368	97	271
2012	중랑구	신내2동	546	127	419	130	25	105	29	3	26	387	99	288
2012	중랑구	면목본동	935	307	628	270	50	220	35	7	28	630	250	380
2012	중랑구	면목3.8동	821	239	582	161	37	124	33	6	27	627	196	431
2012	중랑구	망우본동	1,099	334	765	195	39	156	44	12	32	860	283	577
2012	성북구	계	12,399	3,382	9,017	1,816	455	1,361	5,599	1,415	4,184	4,984	1,512	3,472
2012	성북구	돈암1동	390	99	291	51	12	39	211	51	160	128	36	92
2012	성북구	돈암2동	356	78	278	37	15	22	103	23	80	216	40	176
2012	성북구	안암동	427	112	315	12	3	9	51	11	40	364	98	266
2012	성북구	보문동	454	130	324	89	27	62	209	54	155	156	49	107
2012	성북구	정릉1동	430	102	328	55	9	46	182	43	139	193	50	143
2012	성북구	정릉2동	603	186	417	67	16	51	343	93	250	193	77	116
2012	성북구	정릉3동	725	224	501	150	46	104	383	100	283	192	78	114
2012	성북구	정릉4동	696	142	554	79	20	59	363	83	280	254	39	215
2012	성북구	길음1동	480	102	378	63	14	49	167	35	132	250	53	197
2012	성북구	길음2동	700	190	510	119	33	86	343	84	259	238	73	165
2012	성북구	월곡1동	690	173	517	121	25	96	321	79	242	248	69	179
2012	성북구	월곡2동	500	156	344	108	29	79	199	49	150	193	78	115
2012	성북구	장위1동	634	179	455	193	52	141	235	63	172	206	64	142
2012	성북구	장위2동	632	188	444	113	19	94	322	99	223	197	70	127
2012	성북구	장위3동	564	186	378	96	21	75	295	88	207	173	77	96
2012	성북구	성북동	674	193	481	65	13	52	329	81	248	280	99	181
2012	성북구	삼선동	791	205	586	73	16	57	326	82	244	392	107	285
2012	성북구	동선동	503	141	362	27	7	20	281	81	200	195	53	142
2012	성북구	종암동	1,079	277	802	157	30	127	446	104	342	476	143	333
2012	성북구	석관동	1,071	319	752	141	48	93	490	112	378	440	159	281
2012	강북구	계	10,163	2,911	7,252	2,034	600	1,434	724	217	507	7,405	2,094	5,311
2012	강북구	번1동	604	186	418	114	30	84	35	10	25	455	146	309
2012	강북구	번2동	617	147	470	104	16	88	144	62	82	369	69	300
2012	강북구	번3동	607	153	454	187	53	134	91	15	76	329	85	244
2012	강북구	수유1동	762	250	512	178	60	118	4	1	3	580	189	391
2012	강북구	수유2동	676	186	490	86	20	66	24	5	19	566	161	405
2012	강북구	수유3동	767	255	512	147	50	97	36	4	32	584	201	383
2012	강북구	삼양동	990	274	716	185	51	134	30	11	19	775	212	563
2012	강북구	미아동	739	218	521	119	34	85	22	2	20	598	182	416
2012	강북구	송중동	941	280	661	201	147	54	39	22	17	701	111	590
2012	강북구	송천동	1,184	333	851	254	56	198	134	30	104	796	247	549
2012	강북구	삼각산동	505	106	399	147	19	128	35	7	28	323	80	243
2012	강북구	우이동	671	189	482	95	23	72	18	10	8	558	156	402
2012	강북구	인수동	1,100	334	766	217	41	176	112	38	74	771	255	516
2012	도봉구	계	6,672	1,730	4,942	1,033	217	816	3,568	854	2,714	2,071	659	1,412
2012	도봉구	쌍문1동	261	84	177	46	14	32	118	34	84	97	36	61
2012	도봉구	쌍문2동	421	100	321	69	17	52	244	43	201	108	40	68
2012	도봉구	쌍문3동	464	134	330	76	21	55	235	53	182	153	60	93
2012	도봉구	쌍문4동	375	77	298	21	2	19	200	33	167	154	42	112
2012	도봉구	방학1동	302	82	220	64	17	47	152	46	106	86	19	67
2012	도봉구	방학2동	712	207	505	135	32	103	396	95	301	181	80	101
2012	도봉구	방학3동	438	82	356	20	1	19	247	42	205	171	39	132
2012	도봉구	창1동	638	157	481	198	10	188	154	58	96	286	89	197
2012	도봉구	창2동	592	167	425	79	15	64	363	101	262	150	51	99
2012	도봉구	창3동	425	107	318	85	19	66	244	49	195	96	39	57
2012	도봉구	창4동	479	99	380	19	8	11	263	52	211	197	39	158
2012	도봉구	창5동	308	63	245	16	3	13	215	45	170	77	15	62
2012	도봉구	도봉1동	727	239	488	117	37	80	429	129	300	181	73	108
2012	도봉구	도봉2동	530	132	398	88	21	67	308	74	234	134	37	97
2012	노원구	계	14,679	3,711	10,968	3,037	647	2,390	786	184	602	10,856	2,880	7,976
2012	노원구	월계1동	626	189	437	78	22	56	18	3	15	530	164	366
2012	노원구	월계2동	1,109	287	822	301	57	244	62	7	55	746	223	523
2012	노원구	월계3동	825	193	632	255	46	209	54	13	41	516	134	382
2012	노원구	공릉2동	686	171	515	83	9	74	40	8	32	563	154	409
2012	노원구	하계1동	869	187	682	373	72	301	58	13	45	438	102	336
2012	노원구	하계2동	502	111	391	87	19	68	34	6	28	381	86	295
2012	노원구	중계본동	495	144	351	60	14	46	45	14	31	390	116	274
2012	노원구	중계1동	401	92	309	58	12	46	19	2	17	324	78	246
2012	노원구	중계4동	614	151	463	186	44	142	50	14	36	378	93	285
2012	노원구	상계1동	1,647	471	1,176	167	32	135	81	21	60	1,399	418	981
2012	노원구	상계2동	483	155	328	103	34	69	40	11	29	340	110	230
2012	노원구	상계5동	631	163	468	127	26	101	27	6	21	477	131	346
2012	노원구	상계8동	396	82	314	10	1	9	-	-	-	386	81	305
2012	노원구	상계9동	482	91	391	30	3	27	12	4	8	440	84	356
2012	노원구	상계10동	393	160	233	14	3	11	12	1	11	367	156	211
2012	노원구	상계3.4동	1,450	445	1,005	313	97	216	24	8	16	1,113	340	773
2012	노원구	상계6.7동	884	158	726	43	8	35	43	21	22	798	129	669
2012	노원구	중계2.3동	1,256	261	995	463	83	380	109	17	92	684	161	523
2012	노원구	공릉1동	930	200	730	286	65	221	58	15	43	586	120	466
2012	은평구	계	12,716	3,686	9,030	2,295	575	1,720	766	203	563	9,655	2,908	6,747
2012	은평구	녹번동	1,093	327	766	169	52	117	62	22	40	862	253	609
2012	은평구	불광1동	1,108	299	809	183	46	137	64	23	41	861	230	631
2012	은평구	갈현1동	755	223	532	147	27	120	61	17	44	547	179	368
2012	은평구	갈현2동	596	167	429	106	24	82	37	9	28	453	134	319
2012	은평구	구산동	677	196	481	141	56	85	43	8	35	493	132	361
2012	은평구	대조동	949	287	662	178	61	117	41	11	30	730	215	515
2012	은평구	응암1동	861	268	593	150	37	113	37	9	28	674	222	452
2012	은평구	응암2동	725	229	496	146	36	110	70	16	54	509	177	332
2012	은평구	신사1동	544	154	390	79	14	65	22	5	17	443	135	308
2012	은평구	신사2동	536	152	384	92	18	74	42	11	31	402	123	279
2012	은평구	증산동	515	165	350	58	6	52	34	8	26	423	151	272
2012	은평구	수색동	697	187	510	146	33	113	70	12	58	481	142	339
2012	은평구	진관동	576	177	399	82	19	63	38	10	28	456	148	308
2012	은평구	불광2동	1,102	344	758	274	73	201	71	20	51	757	251	506
2012	은평구	응암3동	935	229	706	165	32	133	38	9	29	732	188	544
2012	은평구	역촌동	1,047	282	765	179	41	138	36	13	23	832	228	604
2012	서대문구	계	8,800	2,280	6,520	1,422	378	1,044	790	253	537	6,588	1,649	4,939
2012	서대문구	천연동	297	89	208	91	20	71	12	4	8	194	65	129
2012	서대문구	홍제1동	781	130	651	186	54	132	51	18	33	544	58	486
2012	서대문구	홍제3동	331	89	242	41	12	29	10	1	9	280	76	204
2012	서대문구	홍제2동	366	99	267	72	21	51	53	15	38	241	63	178
2012	서대문구	홍은1동	1,212	338	874	138	39	99	392	139	253	682	160	522
2012	서대문구	홍은2동	867	241	626	100	30	70	17	5	12	750	206	544
2012	서대문구	남가좌1동	356	93	263	66	13	53	57	11	46	233	69	164
2012	서대문구	남가좌2동	709	169	540	98	20	78	15	8	7	596	141	455
2012	서대문구	북가좌1동	847	202	645	134	29	105	23	5	18	690	168	522
2012	서대문구	북가좌2동	720	209	511	88	27	61	32	6	26	600	176	424
2012	서대문구	충현동	173	60	113	22	5	17	3	1	2	148	54	94
2012	서대문구	북아현동	942	246	696	257	82	175	68	21	47	617	143	474
2012	서대문구	신촌동	330	84	246	29	5	24	10	1	9	291	78	213
2012	서대문구	연희동	869	231	638	100	21	79	47	18	29	722	192	530
2012	마포구	계	9,216	2,601	6,615	1,357	371	986	523	159	364	7,336	2,071	5,265
2012	마포구	용강동	419	113	306	40	10	30	7	1	6	372	102	270
2012	마포구	대흥동	561	194	367	117	34	83	24	8	16	420	152	268
2012	마포구	염리동	562	122	440	110	25	85	25	3	22	427	94	333
2012	마포구	신수동	495	140	355	31	9	22	29	8	21	435	123	312
2012	마포구	서교동	600	178	422	44	14	30	9	4	5	547	160	387
2012	마포구	합정동	487	134	353	52	13	39	8	2	6	427	119	308
2012	마포구	망원1동	596	150	446	65	11	54	57	15	42	474	124	350
2012	마포구	망원2동	443	131	312	57	19	38	22	4	18	364	108	256
2012	마포구	연남동	497	135	362	71	15	56	37	17	20	389	103	286
2012	마포구	성산1동	454	127	327	75	19	56	35	17	18	344	91	253
2012	마포구	성산2동	938	200	738	153	36	117	56	16	40	729	148	581
2012	마포구	상암동	376	295	81	64	39	25	9	4	5	303	252	51
2012	마포구	도화동	601	149	452	103	27	76	27	5	22	471	117	354
2012	마포구	서강동	465	108	357	65	22	43	21	2	19	379	84	295
2012	마포구	공덕동	1,182	279	903	235	54	181	137	51	86	810	174	636
2012	마포구	아현동	540	146	394	75	24	51	20	2	18	445	120	325
2012	양천구	계	8,861	7,123	1,738	1,412	1,082	330	877	673	204	6,572	5,368	1,204
2012	양천구	목1동	331	257	74	21	17	4	14	8	6	296	232	64
2012	양천구	목2동	575	464	111	71	51	20	124	89	35	380	324	56
2012	양천구	목3동	572	409	163	44	25	19	4	1	3	524	383	141
2012	양천구	목4동	414	330	84	46	39	7	26	18	8	342	273	69
2012	양천구	신월1동	599	492	107	146	108	38	87	61	26	366	323	43
2012	양천구	신월2동	398	333	65	69	52	17	22	14	8	307	267	40
2012	양천구	신월3동	548	446	102	143	105	38	17	13	4	388	328	60
2012	양천구	신월4동	337	277	60	33	22	11	10	7	3	294	248	46
2012	양천구	신월5동	318	253	65	57	46	11	175	143	32	86	64	22
2012	양천구	신월6동	312	184	128	26	11	15	4	3	1	282	170	112
2012	양천구	신월7동	541	526	15	77	73	4	39	38	1	425	415	10
2012	양천구	신정1동	294	197	97	27	18	9	7	3	4	260	176	84
2012	양천구	신정2동	357	296	61	85	66	19	28	19	9	244	211	33
2012	양천구	신정3동	1,018	835	183	203	142	61	118	86	32	697	607	90
2012	양천구	신정6동	266	183	83	6	4	2	4	2	2	256	177	79
2012	양천구	신정7동	714	667	47	200	184	16	162	149	13	352	334	18
2012	양천구	목5동	521	358	163	8	4	4	8	4	4	505	350	155
2012	양천구	신정4동	746	616	130	150	115	35	28	15	13	568	486	82
2012	강서구	계	13,991	4,844	9,147	2,764	655	2,109	585	174	411	10,642	4,015	6,627
2012	강서구	염창동	453	128	325	28	5	23	2	-	2	423	123	300
2012	강서구	등촌1동	486	158	328	41	4	37	5	2	3	440	152	288
2012	강서구	등촌2동	309	82	227	24	2	22	11	2	9	274	78	196
2012	강서구	등촌3동	1,236	262	974	633	135	498	78	16	62	525	111	414
2012	강서구	화곡본동	605	404	201	142	36	106	16	4	12	447	364	83
2012	강서구	화곡2동	350	129	221	76	24	52	-	-	-	274	105	169
2012	강서구	화곡3동	391	103	288	46	9	37	8	2	6	337	92	245
2012	강서구	화곡4동	493	186	307	82	19	63	9	-	9	402	167	235
2012	강서구	화곡6동	439	138	301	88	26	62	51	14	37	300	98	202
2012	강서구	화곡8동	515	148	367	64	15	49	17	7	10	434	126	308
2012	강서구	가양1동	256	73	183	9	3	6	5	1	4	242	69	173
2012	강서구	가양2동	716	151	565	403	85	318	93	19	74	220	47	173
2012	강서구	가양3동	622	130	492	281	54	227	52	9	43	289	67	222
2012	강서구	발산1동	463	119	344	36	7	29	8	3	5	419	109	310
2012	강서구	공항동	618	499	119	96	74	22	48	36	12	474	389	85
2012	강서구	방화1동	616	160	456	74	7	67	11	3	8	531	150	381
2012	강서구	방화2동	3,146	1,297	1,849	200	46	154	45	10	35	2,901	1,241	1,660
2012	강서구	방화3동	841	210	631	257	65	192	71	28	43	513	117	396
2012	강서구	화곡1동	901	308	593	132	32	100	36	14	22	733	262	471
2012	강서구	우장산동	535	159	376	52	7	45	19	4	15	464	148	316
2012	구로구	계	13,246	11,107	2,139	1,300	964	336	1,275	1,029	246	10,671	9,114	1,557
2012	구로구	신도림동	425	336	89	13	8	5	10	4	6	402	324	78
2012	구로구	구로1동	274	191	83	7	7	-	34	17	17	233	167	66
2012	구로구	구로3동	2,237	1,986	251	58	43	15	38	22	16	2,141	1,921	220
2012	구로구	구로4동	769	653	116	110	82	28	654	567	87	5	4	1
2012	구로구	구로5동	3,115	2,654	461	127	97	30	65	50	15	2,923	2,507	416
2012	구로구	고척1동	521	441	80	59	41	18	10	6	4	452	394	58
2012	구로구	고척2동	672	538	134	87	69	18	72	57	15	513	412	101
2012	구로구	개봉2동	571	457	114	62	29	33	9	9	-	500	419	81
2012	구로구	개봉3동	307	256	51	61	43	18	20	16	4	226	197	29
2012	구로구	오류1동	628	505	123	103	79	24	37	29	8	488	397	91
2012	구로구	오류2동	659	570	89	35	24	11	57	50	7	567	496	71
2012	구로구	수궁동	560	444	116	69	52	17	26	21	5	465	371	94
2012	구로구	가리봉동	692	559	133	189	149	40	162	127	35	341	283	58
2012	구로구	구로2동	1,027	859	168	200	149	51	47	31	16	780	679	101
2012	구로구	개봉1동	789	658	131	120	92	28	34	23	11	635	543	92
2012	금천구	계	6,048	2,319	3,729	1,714	636	1,078	338	129	209	3,996	1,554	2,442
2012	금천구	가산동	588	254	334	178	80	98	9	3	6	401	171	230
2012	금천구	독산1동	693	599	94	189	132	57	45	40	5	459	427	32
2012	금천구	독산2동	561	188	373	159	57	102	28	13	15	374	118	256
2012	금천구	독산3동	744	239	505	216	62	154	23	6	17	505	171	334
2012	금천구	독산4동	399	136	263	90	27	63	20	5	15	289	104	185
2012	금천구	시흥1동	967	345	622	228	75	153	70	31	39	669	239	430
2012	금천구	시흥2동	434	121	313	260	92	168	22	4	18	152	25	127
2012	금천구	시흥3동	339	89	250	35	9	26	25	6	19	279	74	205
2012	금천구	시흥4동	547	144	403	139	36	103	47	3	44	361	105	256
2012	금천구	시흥5동	776	204	572	220	66	154	49	18	31	507	120	387
2012	영등포구	계	10,027	3,208	6,819	1,861	623	1,238	532	159	373	7,634	2,426	5,208
2012	영등포구	여의동	726	172	554	10	4	6	47	12	35	669	156	513
2012	영등포구	당산1동	567	197	370	105	38	67	13	6	7	449	153	296
2012	영등포구	당산2동	503	140	363	45	13	32	11	-	11	447	127	320
2012	영등포구	양평1동	407	126	281	51	14	37	6	1	5	350	111	239
2012	영등포구	양평2동	333	100	233	41	17	24	9	4	5	283	79	204
2012	영등포구	신길1동	710	204	506	134	35	99	41	7	34	535	162	373
2012	영등포구	신길3동	497	133	364	97	22	75	1	-	1	399	111	288
2012	영등포구	신길4동	453	128	325	102	26	76	9	2	7	342	100	242
2012	영등포구	신길5동	510	155	355	114	27	87	23	8	15	373	120	253
2012	영등포구	신길6동	635	171	464	105	26	79	13	3	10	517	142	375
2012	영등포구	신길7동	278	86	192	40	12	28	10	4	6	228	70	158
2012	영등포구	대림1동	503	136	367	156	30	126	17	5	12	330	101	229
2012	영등포구	대림2동	592	198	394	159	46	113	238	69	169	195	83	112
2012	영등포구	대림3동	550	170	380	112	32	80	2	1	1	436	137	299
2012	영등포구	영등포본동	682	231	451	141	50	91	18	5	13	523	176	347
2012	영등포구	영등포동	920	457	463	274	161	113	41	25	16	605	271	334
2012	영등포구	도림동	540	195	345	102	32	70	16	3	13	422	160	262
2012	영등포구	문래동	621	209	412	73	38	35	17	4	13	531	167	364
2012	동작구	계	8,975	2,983	5,992	1,318	368	950	657	232	425	7,000	2,383	4,617
2012	동작구	노량진2동	536	402	134	95	63	32	21	14	7	420	325	95
2012	동작구	상도1동	813	218	595	145	24	121	122	44	78	546	150	396
2012	동작구	상도2동	236	53	183	64	13	51	49	8	41	123	32	91
2012	동작구	상도3동	451	172	279	83	25	58	48	19	29	320	128	192
2012	동작구	상도4동	663	187	476	120	28	92	79	19	60	464	140	324
2012	동작구	사당1동	487	155	332	70	21	49	21	3	18	396	131	265
2012	동작구	사당3동	517	155	362	58	16	42	31	10	21	428	129	299
2012	동작구	사당4동	355	81	274	69	14	55	23	8	15	263	59	204
2012	동작구	사당5동	378	113	265	30	8	22	12	4	8	336	101	235
2012	동작구	대방동	814	203	611	127	28	99	25	4	21	662	171	491
2012	동작구	신대방1동	497	139	358	58	14	44	17	3	14	422	122	300
2012	동작구	신대방2동	417	156	261	61	30	31	29	6	23	327	120	207
2012	동작구	흑석동	1,084	254	830	132	31	101	48	37	11	904	186	718
2012	동작구	노량진1동	1,325	531	794	142	25	117	104	42	62	1,079	464	615
2012	동작구	사당2동	402	164	238	64	28	36	28	11	17	310	125	185
2012	관악구	계	12,625	3,897	8,728	1,930	536	1,394	4,854	1,378	3,476	5,841	1,983	3,858
2012	관악구	보라매동	693	193	500	97	33	64	194	56	138	402	104	298
2012	관악구	청림동	463	128	335	94	26	68	164	40	124	205	62	143
2012	관악구	행운동	742	237	505	139	42	97	275	71	204	328	124	204
2012	관악구	낙성대동	410	142	268	53	17	36	144	33	111	213	92	121
2012	관악구	중앙동	454	144	310	62	20	42	198	55	143	194	69	125
2012	관악구	인헌동	537	170	367	56	19	37	167	52	115	314	99	215
2012	관악구	남현동	346	121	225	21	7	14	68	25	43	257	89	168
2012	관악구	서원동	474	148	326	89	24	65	248	91	157	137	33	104
2012	관악구	신원동	581	164	417	88	21	67	258	64	194	235	79	156
2012	관악구	서림동	532	167	365	82	23	59	180	47	133	270	97	173
2012	관악구	신사동	607	183	424	116	25	91	140	44	96	351	114	237
2012	관악구	신림동	378	133	245	47	18	29	127	45	82	204	70	134
2012	관악구	난향동	409	121	288	83	23	60	174	46	128	152	52	100
2012	관악구	조원동	498	187	311	76	22	54	149	57	92	273	108	165
2012	관악구	대학동	424	129	295	29	12	17	179	53	126	216	64	152
2012	관악구	은천동	771	238	533	132	30	102	299	70	229	340	138	202
2012	관악구	성현동	800	197	603	133	25	108	290	72	218	377	100	277
2012	관악구	청룡동	845	310	535	127	41	86	373	126	247	345	143	202
2012	관악구	난곡동	860	265	595	176	45	131	416	113	303	268	107	161
2012	관악구	삼성동	1,065	303	762	193	52	141	462	130	332	410	121	289
2012	관악구	미성동	736	217	519	37	11	26	349	88	261	350	118	232
2012	서초구	계	7,246	2,080	5,166	613	151	462	371	114	257	6,262	1,815	4,447
2012	서초구	서초1동	371	113	258	33	12	21	10	2	8	328	99	229
2012	서초구	서초2동	310	98	212	22	7	15	7	3	4	281	88	193
2012	서초구	서초3동	565	185	380	50	14	36	134	41	93	381	130	251
2012	서초구	서초4동	362	88	274	-	-	-	-	-	-	362	88	274
2012	서초구	잠원동	617	134	483	42	12	30	4	1	3	571	121	450
2012	서초구	반포본동	200	38	162	1	-	1	1	-	1	198	38	160
2012	서초구	반포1동	518	143	375	26	9	17	11	4	7	481	130	351
2012	서초구	반포2동	256	57	199	-	-	-	-	-	-	256	57	199
