,읍면동명,자치구,소득(동별),인구밀도,사업체수,장애등급,독거노인수,노령화지수,새누리당,더민주
305,신월6동,양천구,86583.48118577978,16622,1387,254,205,134.7,2229.4,2553.8
306,신월7동,양천구,283025.4333273698,18779,1384,1165,906,177.4,4090.5,4552.6
307,신정3동,양천구,629151.6615638963,17941,1795,2111,1170,87.4,8295.2,8681.2
308,신정4동,양천구,464513.2369942944,35835,3043,1616,1110,161.6,4978.1,7189.6
309,영등포본동,영등포구,1719939.30431477,24980,1482,1058,1026,145.9,4037.4,4289.6
310,영등포동,영등포구,1868607.4742023163,20723,6320,1068,1278,195.0,4181.1,4653.3
311,당산1동,영등포구,1480418.3639403891,28481,3153,805,753,167.1,3679.7,4889.5
312,당산2동,영등포구,2494183.8612893126,23349,2245,929,688,104.8,6521.0,7033.8
313,도림동,영등포구,1498933.057319903,24919,1052,908,822,165.4,3296.3,4477.3
314,문래동,영등포구,2199807.1193406843,21648,5288,923,833,84.4,7976.5,6340.4
315,양평1동,영등포구,1256177.2076933398,20408,3114,734,549,123.1,3715.6,4583.8
316,양평2동,영등포구,1575194.3222437003,7654,2102,636,448,86.1,4269.0,4866.1
317,신길3동,영등포구,1287287.3987994376,33775,1555,797,711,156.1,3251.2,3780.1
318,여의동,영등포구,2379791.9639036166,4044,8082,768,991,123.9,5836.9,5853.3
319,신길1동,영등포구,1357973.6073524514,29842,1157,816,1024,238.5,3190.8,3907.9
320,신길4동,영등포구,693922.4485214099,29786,484,533,517,228.0,1786.7,2447.5
321,신길5동,영등포구,747332.8651106395,24785,604,554,546,192.7,2508.0,2596.0
322,신길6동,영등포구,1348544.1910216212,29119,1282,782,695,163.3,3188.9,4004.4
323,신길7동,영등포구,1176405.7220916422,26900,594,492,340,81.9,2833.2,3080.2
324,대림1동,영등포구,1135590.8032289965,34755,1094,760,690,205.2,2276.1,2621.7
325,대림2동,영등포구,1493908.6238005557,40420,1415,709,694,172.0,2574.5,3437.7
326,대림3동,영등포구,1987679.6658252128,31073,2140,1132,796,149.3,3745.4,4567.0
327,후암동,용산구,780401.8045953085,21748,859,807,775,160.9,3396.2,3701.9
328,용산2가동,용산구,497812.78644347296,6177,557,488,511,228.8,1910.6,2448.0
329,남영동,용산구,358537.97255386977,7144,1714,575,852,378.0,2096.0,2683.9
330,청파동,용산구,871624.703843846,22991,1881,824,740,233.9,3182.9,3990.2
331,원효로1동,용산구,693049.9877872068,27176,1815,444,378,97.6,3225.2,2826.5
332,원효로2동,용산구,621855.7324696211,21217,1010,496,444,128.6,2219.8,3254.0
333,효창동,용산구,428301.610447816,20577,462,307,250,127.9,1735.7,2198.7
334,용문동,용산구,532231.7585769157,45561,660,475,352,145.8,1860.8,2632.8
335,한강로동,용산구,820669.4773724534,6624,4972,519,708,186.7,2617.0,2845.9
336,이촌1동,용산구,1230793.831143439,10259,813,538,632,89.8,5557.8,4305.2
337,이촌2동,용산구,379744.7720101719,7451,350,378,354,186.5,1982.9,1516.5
338,이태원1동,용산구,382311.4679761132,16342,1652,236,319,249.5,1144.2,1302.8
339,이태원2동,용산구,454936.34071733843,12706,752,337,427,194.6,1754.0,2103.2
340,한남동,용산구,993016.7999379564,7869,2080,644,812,164.7,3244.1,4123.1
341,서빙고동,용산구,594211.1546069415,5092,385,408,408,119.3,3036.3,2278.5
342,보광동,용산구,668897.7995175293,22710,844,626,702,248.7,2901.9,2846.8
343,녹번동,은평구,308447.18872632197,19498,1895,1528,1567,172.7,4324.0,6709.3
344,응암1동,은평구,208123.84737503575,21821,1600,1155,898,129.6,4007.0,5744.2
345,응암2동,은평구,193048.26671109657,27033,654,760,678,87.0,2749.2,3939.7
346,응암3동,은평구,211729.05326035307,41932,1844,1336,1461,258.3,2906.4,4746.5
347,증산동,은평구,131387.92928239526,20262,1017,711,629,185.0,2389.6,3638.7
348,수색동,은평구,73510.63300689691,8733,625,594,651,230.2,1559.6,2461.1
349,신사1동,은평구,231654.6866848089,34436,1290,1217,841,151.9,4128.4,5614.0
350,신사2동,은평구,177819.10104307433,22247,1691,977,809,150.7,3752.8,3757.1
351,역촌동,은평구,395141.8818205567,42773,2511,2110,1671,142.8,5715.6,7741.9
352,갈현2동,은평구,244402.24202370012,31971,1596,1208,923,147.5,4466.3,4665.7
353,구산동,은평구,273567.22595694003,24733,1205,2301,1052,155.8,3190.7,4643.3
354,갈현1동,은평구,200210.1779541261,25970,1457,1115,1064,198.7,2934.4,4105.2
355,진관동,은평구,469145.6035247728,4899,1648,1906,1041,73.4,6242.3,9365.3
356,불광1동,은평구,331808.2761894771,13286,1677,1682,1731,163.5,4604.0,6465.9
357,불광2동,은평구,239075.2674083993,21677,1321,1492,1489,228.8,3951.2,4238.0
358,대조동,은평구,240756.6190320452,38362,2530,1439,1466,197.0,495.2,4806.9
359,청운효자동,종로구,2253477.740083508,5172,1016,500,440,135.9,2690.0,3543.0
360,사직동,종로구,1669880.3727127598,7982,3544,309,363,165.7,1787.5,2165.5
361,삼청동,종로구,518695.8312354169,2062,753,118,154,221.7,688.8,466.3
362,부암동,종로구,1811906.2807012158,4642,567,325,315,170.1,2052.9,2120.4
363,평창동,종로구,3241633.7544516763,2154,739,542,637,157.4,3657.7,3650.3
364,무악동,종로구,1505474.6246776376,22944,531,318,231,112.2,2217.1,2224.7
365,교남동,종로구,1855633.0451000857,30989,347,354,324,109.0,2336.6,2715.6
366,가회동,종로구,772448.7868414589,8419,747,175,197,228.9,982.7,1029.5
367,종로1.2.3.4가동,종로구,1485677.0738671252,3601,15851,379,838,423.5,2269.9,1387.6
368,종로5·6가동,종로구,984196.5042060666,9328,7613,266,731,419.6,1614.3,1093.2
369,이화동,종로구,1474659.3064595358,11053,1289,330,405,243.6,1461.2,1763.1
370,혜화동,종로구,3606252.994596586,18184,1737,571,672,177.1,2943.9,3419.4
371,창신1동,종로구,1049786.650804372,20119,2302,319,459,343.8,1106.3,1169.8
372,창신2동,종로구,1691399.4496807074,38519,871,484,470,287.0,2227.9,2539.8
373,창신3동,종로구,1260501.452474518,32343,264,318,215,152.6,1979.2,2025.8
374,숭인1동,종로구,1138445.2479123173,29230,507,275,379,203.5,1438.1,1811.6
375,숭인2동,종로구,1716705.8841950141,28823,1812,433,564,316.2,2343.6,1249.3
376,응봉동,중구,547538.9966269395,28781,379,528,448,101.2,3161.5,2682.4
377,성수1가1동,중구,584754.6432426354,8874,1601,617,494,113.6,2695.3,3418.5
378,성수1가2동,중구,508939.9941533618,17737,2346,578,447,132.2,2737.3,3767.8
379,성수2가1동,중구,606618.4138745221,15523,2605,840,716,177.7,3083.2,3727.6
380,성수2가3동,중구,395606.03496739385,11568,5203,448,348,179.0,1868.7,2104.4
381,왕십리도선동,중구,940614.5025860128,38685,2079,993,666,100.7,3108.0,6312.7
382,왕십리2동,중구,605741.1638183044,44263,803,678,601,123.7,3500.5,4027.1
383,행당1동,중구,562081.1033280864,28353,1459,638,524,139.2,3049.1,3112.8
384,행당2동,중구,835007.0919721159,59702,592,890,669,101.1,3159.0,5053.7
385,마장동,중구,814391.7156510006,22790,3282,1096,749,156.9,4002.9,4636.2
386,사근동,중구,459881.47177872725,12079,1106,395,317,186.6,1964.2,2218.1
387,송정동,중구,389566.5057342029,17321,692,523,422,168.6,1948.5,2978.5
388,용답동,중구,457924.5293456262,6750,2089,793,704,229.1,2947.3,3083.0
389,소공동,중구,1084081.9191368548,3091,3918,31,57,70.7,4533.6,185.0
390,회현동,중구,2087703.2426333388,7086,9425,329,478,372.5,1550.5,614.1
391,명동,중구,1245003.1104175963,3505,6770,126,157,318.6,587.0,492.8
392,필동,중구,1799326.7715328946,4425,3075,186,226,256.4,955.4,542.1
393,장충동,중구,2003682.4436460487,4157,855,194,186,202.1,976.8,891.1
394,광희동,중구,2214802.502118349,8185,9253,231,375,385.8,1006.6,598.9
395,을지로동,중구,712752.7100531965,3168,9453,88,232,715.6,437.5,192.3
396,신당동,중구,3323805.8446836383,17125,12073,380,409,252.2,1375.9,1227.6
397,다산동,중구,5367006.545480489,29633,1396,633,540,224.5,3008.2,2216.8
398,약수동,중구,6322921.1441282565,37444,841,875,803,183.4,3121.9,3807.9
399,청구동,중구,5196116.784828373,43659,785,638,619,179.6,2883.0,2733.0
400,신당5동,중구,3861396.550068417,24849,1305,450,421,175.3,1555.7,1431.0
401,동화동,중구,3939008.983031252,43150,938,432,254,128.7,1699.5,1894.2
402,황학동,중구,4866441.954903668,40545,1867,514,513,164.7,1966.1,1583.7
403,중림동,중구,4630756.493337627,27042,982,531,455,129.2,1889.6,2941.3
404,금호1가동,중구,538968.9383854284,35198,506,661,537,120.1,2900.6,3420.4
405,금호2.3가동,중구,819857.6583089724,38230,1034,955,705,136.6,4102.0,3271.3
406,금호4가동,중구,515654.3311221048,18438,635,521,482,103.4,3109.5,3168.3
407,옥수동,중구,919897.905104565,14112,867,726,679,98.3,4121.9,4306.0
408,면목본동,중랑구,360261.1176444365,36196,2511,1730,1162,181.3,4769.1,7523.4
409,면목2동,중랑구,259966.06044935805,36277,2035,1280,786,159.7,4157.6,5599.0
410,면목3.8동,중랑구,265661.1419846648,16251,2100,1259,978,211.8,3930.1,5407.3
411,면목4동,중랑구,201136.76270506426,18676,1166,1242,710,176.1,4071.3,4350.5
412,면목5동,중랑구,98158.15923680457,15736,850,517,370,172.0,1923.4,2701.2
413,면목7동,중랑구,217794.62771932952,25584,1485,1053,625,202.6,4116.3,4379.1
414,상봉2동,중랑구,196077.78102710415,28299,2102,824,686,207.3,2906.2,3606.1
415,망우3동,중랑구,179151.56138552068,18519,1115,966,672,186.4,3591.9,4109.6
416,상봉1동,중랑구,254728.1756865193,30140,1148,1403,827,109.7,4782.5,5612.7
417,중화1동,중랑구,208730.2047521398,30926,1096,865,522,141.8,3666.0,3187.9
418,중화2동,중랑구,278234.05322753213,29245,2175,1596,1327,249.7,4827.5,5784.4
419,묵1동,중랑구,358432.33055456495,30194,1513,1427,743,117.8,5363.6,6218.1
420,묵2동,중랑구,199715.47708630527,29079,1780,903,724,156.4,2648.1,3850.8
421,망우본동,중랑구,310605.5725303138,11039,3856,1732,1016,194.6,5911.5,5390.0
422,신내1동,중랑구,404897.4373216833,16310,1998,1909,822,96.8,7281.4,7367.7
423,신내2동,중랑구,219603.53668865905,22605,1115,1447,704,131.7,4265.7,5396.1
