,읍면동명,자치구,선거인수,새누리당,민주통합당,통합진보당,독거노인수,유년부양비,노년부양비,노령화지수,사업체수,종사자수,사업체 창업률,기초수급자인원수,보육시설,금융기관,사업체 평균연령,장애등급별 장애인현황
196,흑석동,동작구,"27,711","8,343","6,461",,"1,084",14.3,17.2,120.0,"1,619","9,261",14.7,575,828,8.0,10.167,1388.0
197,사당1동,동작구,"20,237","5,152","5,593",,487,10.5,12.4,118.3,"1,808","8,482",13.8,366,671,9.0,8.25,810.0
198,사당2동,동작구,"24,678","7,774","6,426",,402,14.9,15.5,103.8,"1,553","5,488",15.1,380,678,2.0,8.334,936.0
199,사당3동,동작구,"21,421","7,039","5,389",,517,16.2,15.1,93.4,"1,011","4,444",9.4,237,596,3.0,11.0,840.0
200,사당4동,동작구,"12,620","3,490","3,518",,355,14.4,15.3,106.6,698,"1,672",11.3,303,380,,9.334,588.0
201,사당5동,동작구,"12,495","3,478","3,578",,378,17.4,13.9,80.2,494,"1,521",9.9,255,353,,9.75,567.0
202,공덕동,마포구,"30,111","6,719","9,014",,"1,182",15.1,16.9,112.1,"2,536","17,164",11.3,783,627,13.0,9.25,1595.0
203,아현동,마포구,"15,733","4,011","4,636",,540,14.9,16.2,108.1,"1,741","12,526",11.2,472,498,8.0,8.667,719.0
204,도화동,마포구,"18,993","5,484","5,957",,601,18.3,17.9,98.2,"1,879","14,457",13.6,387,421,9.0,8.583,840.0
205,용강동,마포구,"15,210","4,107","4,776",,419,21.5,15.0,69.8,"2,398","15,858",13.0,231,280,11.0,8.167,549.0
206,대흥동,마포구,"12,752","2,340","3,653",,561,7.8,14.6,187.1,"1,563","16,141",12.5,281,210,4.0,8.833,595.0
207,염리동,마포구,"14,869","3,107","4,418",,562,14.3,16.0,112.2,759,"4,257",8.7,316,545,1.0,11.0,763.0
208,신수동,마포구,"18,680","4,504","5,912",,495,18.0,15.5,85.7,"1,397","5,375",10.2,253,532,2.0,9.917,773.0
209,서강동,마포구,"20,773","4,492","6,148",,465,16.1,11.8,73.2,"1,351","10,411",17.6,215,724,4.0,7.082999999999998,714.0
210,서교동,마포구,"24,545","4,495","7,013",,600,10.1,13.0,128.8,"8,003","51,978",20.5,279,401,27.0,6.0,811.0
211,합정동,마포구,"17,020","3,331","4,949",,487,15.5,13.6,87.9,"1,812","8,490",16.4,362,347,3.0,7.334,675.0
212,망원1동,마포구,"20,032","3,899","5,887",,596,16.0,14.7,92.0,"1,362","3,790",15.6,598,564,2.0,7.667000000000002,979.0
213,망원2동,마포구,"16,879","3,502","5,187",,443,19.5,15.0,76.8,"1,224","3,572",13.8,383,553,3.0,8.083,851.0
214,연남동,마포구,"16,317","3,360","4,733",,497,12.2,15.3,125.3,"1,150","4,543",13.7,210,488,1.0,8.083,678.0
215,성산1동,마포구,"17,037","3,254","4,855",,454,15.9,14.7,92.2,"1,579","8,483",16.5,430,387,3.0,8.167,766.0
216,성산2동,마포구,"31,455","6,849","10,038",,938,22.3,15.0,67.2,"1,660","8,608",11.9,"1,590","1,321",3.0,8.417,1968.0
217,상암동,마포구,"23,905","5,546","7,912",,376,31.3,13.4,42.6,"1,639","27,067",17.6,588,"1,120",12.0,6.082999999999998,1286.0
218,충현동,서대문구,"17,340","4,335","4,836",,173,12.9,17.9,138.4,"1,613","20,424",14.1,408,722,11.0,10.417,786.0
219,천연동,서대문구,"16,082","4,549","5,297",,297,19.4,18.7,96.4,793,"2,488",14.2,535,560,1.0,10.167,850.0
220,북아현동,서대문구,"9,303","2,163","2,823",,942,13.4,16.9,126.0,674,"1,795",9.9,289,433,2.0,11.083,461.0
221,신촌동,서대문구,"15,953","3,285","4,592",,330,10.6,11.3,106.7,"3,732","30,867",19.3,496,512,15.0,6.667000000000002,549.0
222,연희동,서대문구,"33,920","8,811","10,403",,869,14.9,17.2,115.1,"2,022","9,556",11.8,611,676,10.0,10.334,1527.0
223,홍제1동,서대문구,"22,327","5,981","7,197",,781,16.7,18.4,109.8,"1,112","4,145",10.4,462,611,3.0,10.334,1072.0
224,홍제2동,서대문구,"12,813","3,841","4,093",,366,17.2,17.0,98.8,571,"1,623",14.7,343,379,3.0,9.417,626.0
225,홍제3동,서대문구,"16,656","4,485","4,618",,331,15.7,20.7,131.7,"1,207","3,835",12.2,556,636,3.0,11.667,952.0
226,홍은1동,서대문구,"21,295","6,205","5,674",,"1,212",17.3,18.8,109.0,980,"2,315",10.2,603,507,1.0,11.417,1182.0
227,홍은2동,서대문구,"24,043","6,550","5,978",,867,16.3,17.1,104.7,"1,130","5,853",13.0,784,539,4.0,10.833,1263.0
228,남가좌1동,서대문구,"3,510",875,850,,356,14.3,22.3,155.7,644,"1,179",3.1,168,183,4.0,12.917,166.0
229,남가좌2동,서대문구,"24,750","6,669","6,630",,709,16.6,18.1,109.2,"1,489","4,110",12.2,724,805,5.0,9.833,1460.0
230,북가좌1동,서대문구,"8,303","2,281","2,310",,847,21.0,14.9,70.8,461,"3,218",11.7,267,456,,12.833,559.0
231,북가좌2동,서대문구,"27,616","7,066","7,787",,720,17.3,16.6,95.9,"2,225","6,278",8.0,843,817,4.0,14.583,1448.0
232,잠원동,서초구,"28,692","9,465","5,017",,617,20.6,10.2,49.8,"2,231","15,673",14.2,172,376,12.0,7.417000000000002,689.0
233,반포본동,서초구,"9,808","3,930","1,564",,200,25.8,16.5,63.8,644,"2,296",13.2,9,73,7.0,9.417,241.0
234,반포1동,서초구,"26,897","7,849","4,636",,518,19.2,9.4,49.1,"1,524","9,872",20.8,196,466,12.0,6.417000000000002,647.0
235,반포2동,서초구,"16,792","6,769","2,788",,256,26.8,13.3,49.8,405,"1,990",13.3,13,402,10.0,8.75,365.0
236,반포3동,서초구,"18,264","6,554","3,250",,391,25.1,12.2,48.6,882,"5,766",12.5,18,528,8.0,9.75,452.0
237,반포4동,서초구,"15,921","5,359","3,045",,295,21.3,11.6,54.4,"3,325","28,714",15.0,56,601,21.0,8.667,392.0
238,방배본동,서초구,"16,900","5,534","3,395",,349,20.7,13.5,65.1,"1,585","11,363",15.0,162,95,8.0,7.25,517.0
239,방배1동,서초구,"13,860","4,127","2,921",,301,15.0,13.2,87.7,"1,602","14,976",14.0,176,162,5.0,7.999,490.0
240,방배4동,서초구,"20,138","6,026","4,449",,450,18.4,13.5,73.2,"2,315","15,252",14.7,213,505,16.0,7.917000000000002,678.0
241,서초1동,서초구,"17,160","5,970","3,473",,371,16.8,12.1,72.1,"3,138","28,304",13.6,226,648,17.0,8.25,479.0
242,서초2동,서초구,"18,437","6,993","3,496",,310,19.7,12.0,60.7,"4,131","46,119",15.8,76,704,27.0,7.832999999999998,463.0
243,서초3동,서초구,"25,215","8,696","4,984",,565,13.9,13.3,95.1,"6,695","63,373",12.3,192,615,45.0,8.334,707.0
244,서초4동,서초구,"23,178","9,779","3,665",,362,24.9,12.2,48.7,"2,658","26,148",17.5,32,114,20.0,6.999,475.0
245,방배2동,서초구,"22,334","6,364","5,900",,527,14.2,13.6,95.5,"1,880","16,233",11.2,339,744,2.0,8.083,961.0
246,방배3동,서초구,"21,108","7,561","4,442",,485,14.4,13.5,93.8,"1,124","10,357",11.4,267,575,5.0,9.917,641.0
247,양재1동,서초구,"23,820","6,971","5,980",,604,20.0,13.6,67.7,"3,070","30,622",12.7,"1,537",921,12.0,8.5,1390.0
248,양재2동,서초구,"18,779","4,409","4,906",,410,16.4,10.3,62.9,"4,942","45,417",13.1,368,604,15.0,8.0,710.0
249,내곡동,서초구,"4,923","1,618",865,,235,13.4,23.3,173.5,451,"4,487",6.4,621,192,,12.999,405.0
250,금호1가동,성동구,"12,953","3,306","3,978",,424,17.2,16.5,95.6,596,"1,814",15.8,544,665,1.0,9.25,746.0
251,금호2.3가동,성동구,"16,535","4,216","4,814",,543,16.4,16.4,99.8,939,"2,427",13.7,543,496,3.0,9.833,919.0
252,금호4가동,성동구,"11,926","2,960","3,331",,357,17.5,14.5,83.1,626,"1,971",14.2,324,349,4.0,9.917,554.0
253,옥수동,성동구,"17,857","5,364","4,573",,511,17.7,16.5,93.4,710,"2,565",17.9,323,530,3.0,8.5,637.0
254,응봉동,성동구,"13,609","3,880","3,841",,323,22.3,15.9,71.4,376,"1,018",10.1,189,312,1.0,9.417,573.0
255,성수1가1동,성동구,"14,348","3,512","4,061",,364,17.2,11.8,68.7,"1,300","5,617",10.9,387,351,3.0,9.999,695.0
256,성수1가2동,성동구,"15,289","3,759","4,788",,387,14.7,12.0,81.6,"1,749","11,166",10.2,272,482,3.0,9.334,682.0
257,성수2가1동,성동구,"17,212","4,012","4,393",,519,13.8,12.7,91.8,"2,207","13,272",11.3,537,463,3.0,9.167,894.0
258,성수2가3동,성동구,"10,014","2,694","2,761",,268,13.7,14.1,103.0,"4,660","42,946",10.4,154,288,14.0,9.334,467.0
259,왕십리도선동,성동구,"10,769","2,930","2,579",,435,12.7,18.1,142.6,"1,579","8,455",12.1,563,453,4.0,8.833,638.0
260,왕십리2동,성동구,"13,844","3,445","3,891",,384,17.1,14.6,85.5,750,"2,162",11.2,363,396,1.0,9.334,728.0
261,행당1동,성동구,"14,467","3,960","3,742",,505,15.2,15.4,101.3,"1,352","8,227",16.2,327,508,9.0,7.582999999999998,723.0
262,행당2동,성동구,"20,758","5,935","6,282",,434,23.4,14.2,60.8,533,"1,872",14.6,521,611,3.0,7.417000000000002,937.0
263,마장동,성동구,"20,423","6,038","5,464",,606,16.7,14.8,88.7,"3,140","12,260",11.0,650,709,5.0,9.75,1196.0
264,사근동,성동구,"9,265","2,272","2,560",,228,8.9,13.4,151.1,998,"10,177",12.7,170,149,2.0,8.5,471.0
265,송정동,성동구,"10,134","2,326","2,537",,325,13.7,12.7,92.8,716,"2,581",8.5,491,277,,9.5,559.0
266,용답동,성동구,"13,934","3,059","3,766",,482,12.6,14.6,116.5,"2,019","11,464",11.9,742,600,3.0,9.417,837.0
267,성북동,성북구,"15,914",,"4,056",,674,15.0,19.2,128.0,"1,040","5,608",11.1,370,228,4.0,10.917,683.0
268,삼선동,성북구,"22,229",,"5,924",,791,15.7,15.8,100.6,"1,893","8,666",14.8,781,536,9.0,8.667,1095.0
269,동선동,성북구,"13,668",,"3,653",,503,13.0,15.1,116.8,"1,940","7,957",18.0,336,395,3.0,7.0,623.0
270,돈암2동,성북구,"17,834",,"4,665",,356,24.9,13.9,55.9,367,"1,797",13.9,239,261,4.0,8.583,654.0
271,안암동,성북구,"14,301",,"3,661",,427,10.2,12.7,124.3,"1,310","13,520",14.1,335,254,8.0,7.917000000000002,681.0
272,보문동,성북구,"12,132",,"2,984",,454,12.4,16.2,130.4,"1,244","4,287",12.6,380,350,4.0,8.75,623.0
273,정릉1동,성북구,"15,915",,"4,518",,430,20.6,16.1,78.2,808,"1,938",13.9,345,556,1.0,8.334,744.0
274,정릉2동,성북구,"19,643",,"4,985",,603,19.4,17.3,89.0,901,"2,535",11.0,639,360,4.0,9.083,940.0
275,정릉3동,성북구,"14,648",,"3,345",,725,13.6,18.8,138.4,694,"4,427",8.8,678,574,1.0,11.5,844.0
276,정릉4동,성북구,"22,191",,"6,147",,696,20.7,16.5,79.6,837,"3,856",13.5,772,870,4.0,9.083,1022.0
277,길음1동,성북구,"27,782",,"8,383",,480,27.7,12.4,44.7,"1,116","3,328",14.2,503,"1,140",8.0,7.5,1104.0
278,돈암1동,성북구,"13,366","3,635","4,001",,390,17.6,16.2,92.0,365,"1,395",12.1,426,347,1.0,7.75,629.0
279,길음2동,성북구,"17,014","3,941","4,605",,700,15.8,16.7,105.6,"1,100","4,255",19.8,330,360,3.0,7.082999999999998,994.0
280,종암동,성북구,"33,979","8,755","10,497",,"1,079",19.1,14.9,77.7,"2,104","7,316",13.8,"1,062","1,359",4.0,8.167,1639.0
281,월곡1동,성북구,"22,821","5,323","7,472",,690,21.7,15.4,71.1,"1,440","5,165",8.8,699,848,6.0,8.083,1295.0
282,월곡2동,성북구,"17,505","4,396","5,159",,500,17.3,16.3,94.5,"1,517","7,627",16.7,590,626,5.0,7.082999999999998,987.0
283,장위1동,성북구,"21,336","4,530","5,417",,634,15.8,15.8,100.0,"1,164","2,660",12.2,"1,230",772,2.0,8.417,1175.0
284,장위2동,성북구,"18,863","4,479","4,646",,632,15.2,17.4,114.2,"1,657","5,127",13.2,998,687,3.0,8.75,1036.0
285,장위3동,성북구,"15,608","3,862","4,085",,564,16.5,17.7,106.7,"1,233","4,548",12.4,618,613,2.0,8.75,946.0
286,석관동,성북구,"31,271","7,449","8,658",,"1,071",15.1,16.2,107.1,"2,331","7,042",11.5,"1,055",708,6.0,7.917000000000002,1793.0
287,풍납1동,송파구,"15,802","3,646","4,288",,457,14.6,13.7,94.1,813,"2,320",11.6,451,398,,10.167,779.0
288,풍납2동,송파구,"22,736","6,010","6,429",,119,19.1,11.1,58.1,"1,210","14,637",11.6,393,"1,046",5.0,9.917,888.0
289,방이1동,송파구,"13,136","4,038","3,357",,231,17.8,10.2,57.5,"1,290","8,988",15.7,175,361,2.0,7.334,488.0
290,방이2동,송파구,"21,322","4,461","5,551",,468,13.3,10.3,77.0,"2,849","21,109",16.5,390,437,7.0,7.582999999999998,880.0
291,오륜동,송파구,"15,015","6,694","2,858",,203,20.4,9.3,45.7,521,"4,111",7.3,5,99,9.0,13.5,355.0
292,송파1동,송파구,"22,107","5,093","5,995",,463,14.6,10.1,69.6,"2,467","11,042",11.8,337,632,7.0,8.75,739.0
293,송파2동,송파구,"16,960","5,562","4,284",,330,17.9,10.0,55.6,893,"4,614",13.7,234,232,4.0,8.5,603.0
294,잠실4동,송파구,"24,293","9,000","5,865",,361,23.7,11.1,46.8,473,"1,890",14.8,25,682,10.0,8.5,713.0
295,잠실6동,송파구,"13,670","5,030","2,656",,523,18.5,13.0,70.3,"1,971","26,355",10.9,19,215,16.0,9.999,374.0
296,거여1동,송파구,"12,274","3,825","3,139",,294,19.2,11.9,62.2,788,"2,665",12.7,373,782,,9.999,633.0
297,거여2동,송파구,"22,177","6,242","5,798",,704,20.8,13.6,65.6,"1,243","4,283",10.7,541,614,4.0,10.417,1294.0
298,마천1동,송파구,"19,090","4,843","5,003",,623,19.6,15.3,78.4,923,"2,106",8.8,"1,021",725,1.0,10.917,1207.0
299,마천2동,송파구,"18,142","4,678","4,670",,582,16.1,15.1,93.4,"1,365","4,128",10.5,890,945,2.0,10.334,1137.0
300,오금동,송파구,"30,549","9,364","7,580",,726,16.3,11.7,71.7,"3,211","15,708",10.9,599,697,7.0,12.417,1263.0
301,가락본동,송파구,"23,368","6,670","6,086",,484,15.7,9.5,60.5,"3,451","29,940",17.0,276,742,12.0,7.5,818.0
302,가락2동,송파구,"27,049","8,728","7,299",,419,20.9,8.9,42.5,"1,871","9,247",14.0,311,992,9.0,8.083,940.0
303,문정1동,송파구,"17,961","5,700","4,467",,319,15.9,9.9,62.3,"1,425","7,913",13.3,193,443,6.0,7.667000000000002,634.0
304,장지동,송파구,"28,385","7,275","8,381",,592,21.8,10.5,48.1,"1,465","10,267",13.9,916,"1,134",3.0,8.833,1572.0
305,석촌동,송파구,"28,608","5,435","8,438",,550,15.0,10.4,68.9,"2,801","14,862",14.4,622,999,11.0,8.0,1119.0
306,삼전동,송파구,"28,422","5,297","8,252",,529,15.0,8.9,59.3,"2,035","10,220",15.5,688,975,7.0,8.083,1016.0
307,가락1동,송파구,"12,385","2,813","3,629",,199,10.6,13.2,124.1,"3,432","10,371",4.0,2,402,3.0,12.75,254.0
308,문정2동,송파구,"13,009","5,674","2,492",,293,15.8,17.4,110.2,"2,044","10,279",22.7,42,40,9.0,5.334,373.0
309,잠실본동,송파구,"24,971","5,126","6,781",,550,13.1,9.5,72.7,"3,150","17,312",17.1,464,784,14.0,7.417000000000002,902.0
310,잠실2동,송파구,"26,400","8,691","7,032",,256,31.3,8.5,27.0,713,"3,534",27.1,14,526,10.0,6.167000000000002,640.0
311,잠실3동,송파구,"28,996","11,403","6,574",,199,21.2,11.8,55.4,"1,167","8,329",18.2,28,311,11.0,8.0,783.0
312,잠실7동,송파구,"8,426","3,977","1,496",,453,19.5,18.0,92.3,200,970,14.5,4,,5.0,10.833,211.0
313,목1동,양천구,"23,861","7,690","6,804",,331,24.3,8.2,33.6,"2,543","21,035",17.4,180,444,16.0,6.582999999999998,726.0
314,목2동,양천구,"24,944","6,045","7,375",,575,16.1,10.8,67.3,"1,174","3,613",14.8,523,873,2.0,9.25,1020.0
315,목3동,양천구,"18,743","4,620","5,213",,572,14.6,11.8,80.6,"1,241","3,535",16.0,646,513,4.0,8.25,920.0
316,목4동,양천구,"21,006","5,086","6,133",,414,20.2,9.9,48.8,"1,365","3,931",14.9,500,705,3.0,8.083,910.0
317,목5동,양천구,"32,501","12,059","8,850",,521,24.3,8.4,34.5,"1,452","8,977",16.6,13,511,14.0,6.917000000000002,781.0
318,신정1동,양천구,"15,102","4,904","4,346",,294,23.1,10.6,45.9,"1,131","4,600",13.7,222,382,6.0,8.417,508.0
319,신정2동,양천구,"16,674","4,612","5,179",,357,19.2,10.3,53.8,"1,121","3,727",13.6,426,326,2.0,7.832999999999998,794.0
320,신정6동,양천구,"19,398","6,726","5,842",,266,22.8,8.2,36.0,693,"5,128",18.2,19,465,8.0,7.667000000000002,537.0
321,신정7동,양천구,"25,346","7,470","7,544",,714,18.4,13.2,71.8,"1,010","4,457",13.6,"1,120",706,5.0,9.083,1388.0
322,신월1동,양천구,"20,072","4,590","4,593",,599,15.1,12.7,84.0,"1,815","5,352",12.2,"1,135","1,121",4.0,9.334,1280.0
323,신월2동,양천구,"16,319","4,640","3,806",,398,18.1,13.7,75.7,"1,104","3,669",8.5,567,672,2.0,11.25,972.0
324,신월3동,양천구,"14,785","3,213","3,175",,548,14.5,13.9,95.7,986,"3,917",11.7,"1,036",570,1.0,9.417,933.0
325,신월4동,양천구,"14,932","4,398","3,944",,337,20.9,12.6,60.2,"1,130","3,645",11.5,267,936,1.0,11.25,849.0
326,신월5동,양천구,"12,630","3,177","3,202",,318,17.7,12.4,70.1,"1,005","3,585",10.0,456,408,1.0,9.083,748.0
327,신월6동,양천구,"10,726","2,883","2,409",,312,14.4,13.2,91.4,"1,591","3,322",2.6,157,492,2.0,18.583,582.0
328,신월7동,양천구,"20,108","5,309","5,039",,541,18.4,14.3,77.7,"1,400","5,793",12.1,656,963,2.0,10.25,1116.0
329,신정3동,양천구,"43,112","11,516","11,818",,"1,018",23.1,12.0,51.7,"1,954","7,788",9.7,"1,440","1,790",5.0,10.75,2382.0
330,신정4동,양천구,"30,519","7,553","7,929",,746,14.7,12.9,87.4,"3,035","12,728",14.9,943,"1,188",8.0,7.917000000000002,1660.0
331,영등포본동,영등포구,"20,648","5,160","6,096",,682,15.2,13.0,85.3,"1,137","4,122",16.3,653,488,,8.083,0.0
332,영등포동,영등포구,"16,601","3,963","4,017",,920,10.1,16.1,159.6,"6,215","34,074",11.8,"1,089",559,20.0,10.083,0.0
333,당산1동,영등포구,"17,699","4,509","5,406",,567,14.5,15.4,106.3,"3,146","18,431",12.8,336,672,6.0,8.667,0.0
334,당산2동,영등포구,"27,636","8,088","8,391",,503,17.1,12.8,74.8,"2,152","16,306",14.0,144,728,8.0,7.917000000000002,0.0
335,도림동,영등포구,"15,806","3,439","4,523",,540,11.7,13.4,114.7,979,"2,812",9.5,506,373,1.0,8.75,0.0
336,문래동,영등포구,"25,544","7,443","8,425",,621,22.6,14.0,61.9,"4,956","36,952",8.1,202,680,11.0,10.917,0.0
337,양평1동,영등포구,"14,031","3,403","4,576",,407,18.3,14.1,77.3,"3,293","22,350",6.5,216,433,3.0,10.667,0.0
338,양평2동,영등포구,"17,302","4,493","5,655",,333,20.1,11.0,54.6,"1,896","18,182",13.2,164,522,3.0,9.083,0.0
339,신길3동,영등포구,"13,975","3,469","3,872",,497,15.9,15.2,95.5,"1,049","2,560",9.6,616,293,5.0,9.833,0.0
340,여의동,영등포구,"27,284","10,603","6,029",,726,19.6,18.7,95.4,"7,544","144,894",15.4,64,"1,485",81.0,9.083,0.0
341,신길1동,영등포구,"17,679","3,876","5,144",,710,11.6,15.3,131.8,"1,222","4,110",10.9,650,434,2.0,9.167,0.0
342,신길4동,영등포구,"10,703","2,523","3,217",,453,12.8,15.8,122.9,610,"1,928",10.2,494,557,1.0,9.833,0.0
343,신길5동,영등포구,"13,962","3,129","3,987",,510,12.3,14.1,114.5,665,"2,300",8.9,466,305,,9.417,0.0
344,신길6동,영등포구,"19,199","4,555","5,941",,635,15.0,14.3,95.1,"1,191","3,592",10.9,349,895,2.0,8.917,0.0
345,신길7동,영등포구,"12,154","3,602","3,522",,278,18.4,11.7,63.9,631,"3,306",13.6,108,493,1.0,8.583,0.0
346,대림1동,영등포구,"13,939","2,956","4,165",,503,11.9,13.9,117.2,"1,214","5,240",12.4,466,477,4.0,7.917000000000002,0.0
347,대림2동,영등포구,"14,977","2,972","4,496",,592,10.3,12.2,118.9,"1,358","4,965",16.6,422,567,2.0,7.417000000000002,0.0
348,대림3동,영등포구,"23,399","5,335","7,647",,550,14.1,11.7,82.9,"2,899","9,554",11.2,571,928,7.0,9.417,0.0
349,후암동,용산구,"16,261","3,551","4,477",,728,15.9,16.9,106.4,802,"5,240",11.6,678,609,2.0,10.75,934.0
350,용산2가동,용산구,"10,926","2,529","2,759",,476,13.9,17.2,123.9,484,"2,783",10.1,413,272,2.0,11.917,581.0
351,남영동,용산구,"6,925","1,315","1,643",,577,7.7,19.3,250.7,"1,466","15,775",13.4,"1,104",71,10.0,9.334,571.0
352,청파동,용산구,"19,661","3,918","5,265",,434,12.5,14.9,118.8,"1,813","9,725",12.9,651,576,4.0,10.167,926.0
353,원효로1동,용산구,"10,415","2,593","2,955",,762,16.4,14.7,89.3,"1,695","7,383",11.9,222,260,3.0,8.334,463.0
354,원효로2동,용산구,"12,430","3,541","3,502",,705,19.6,16.8,85.6,"1,173","6,786",11.1,322,345,4.0,8.999,548.0
355,효창동,용산구,"9,053","2,462","2,545",,346,18.2,17.0,93.5,499,"2,577",10.8,138,486,1.0,10.083,409.0
356,용문동,용산구,"10,627","2,887","3,116",,371,19.1,16.7,87.5,666,"1,662",11.6,246,410,,8.417,482.0
357,한강로동,용산구,"13,392","4,101","2,497",,430,13.2,19.6,148.8,"5,172","33,316",12.6,269,410,26.0,7.832999999999998,642.0
358,이촌1동,용산구,"20,761","8,149","3,687",,258,27.9,17.4,62.6,815,"3,553",12.6,37,358,17.0,10.583,552.0
359,이촌2동,용산구,"8,691","2,629","2,361",,297,16.7,20.3,121.9,345,813,3.2,94,241,,12.917,410.0
360,이태원1동,용산구,"7,484","1,858","1,330",,660,11.7,18.9,161.8,"1,625","7,153",14.6,157,234,9.0,8.167,306.0
361,이태원2동,용산구,"9,511","2,410","2,272",,583,13.7,20.9,152.6,557,"2,046",15.1,168,171,4.0,10.0,451.0
362,한남동,용산구,"20,701","4,764","4,023",,614,12.8,15.8,123.3,"1,703","15,694",15.9,441,383,12.0,8.25,798.0
363,서빙고동,용산구,"11,176","4,178","1,958",,366,20.7,18.4,88.9,383,"4,161",8.1,173,238,2.0,11.667,422.0
364,보광동,용산구,"15,008","3,497","3,349",,327,12.5,16.7,134.3,806,"1,774",11.2,599,436,2.0,10.0,730.0
365,녹번동,은평구,"27,464","5,604","6,682",,"1,093",15.7,17.7,112.9,"1,500","7,024",14.7,888,"1,014",2.0,7.999,1404.0
366,응암1동,은평구,"25,129","4,970","6,237",,861,20.3,16.1,79.4,"2,115","7,517",11.1,689,"1,046",7.0,11.0,1350.0
367,응암2동,은평구,"18,754","3,749","4,269",,725,19.2,16.4,85.3,804,"2,180",13.1,681,548,1.0,9.75,1088.0
368,응암3동,은평구,"22,537","4,272","5,065",,935,15.1,18.5,121.9,"1,892","4,906",12.7,"1,252",978,4.0,8.833,1270.0
369,증산동,은평구,"17,111","3,876","4,482",,515,17.4,16.5,95.2,"1,127","3,917",14.3,502,619,1.0,9.083,886.0
370,수색동,은평구,"16,381","3,931","4,085",,697,15.4,18.4,119.6,859,"2,550",8.6,682,284,3.0,10.167,1011.0
371,신사1동,은평구,"22,293","4,699","5,979",,544,17.2,14.7,85.6,"1,208","3,569",11.9,704,816,2.0,8.334,1161.0
372,신사2동,은평구,"18,338","3,810","4,741",,536,18.2,14.6,80.3,858,"2,707",12.5,765,675,,9.167,954.0
373,갈현2동,은평구,"22,210","6,120",,"5,596",596,17.3,14.1,81.5,"1,535","5,927",17.9,"1,002",800,3.0,7.5,1055.0
374,구산동,은평구,"26,754","7,315",,"6,225",677,17.3,16.3,94.3,"1,153","5,491",11.3,962,"1,052",,9.0,2409.0
375,갈현1동,은평구,"21,277","5,398",,"5,524",755,15.0,15.7,104.6,"1,513","5,562",17.5,"1,293",868,4.0,7.082999999999998,1104.0
376,진관동,은평구,"34,756","11,096",,"10,704",576,30.3,14.9,49.0,885,"4,228",21.6,716,"1,869",9.0,5.582999999999998,1819.0
377,불광1동,은평구,"33,475","9,228",,"9,430","1,108",18.2,16.5,91.0,"1,611","6,304",17.6,"1,064","1,295",5.0,7.75,1583.0
378,불광2동,은평구,"25,285","6,442",,"6,094","1,102",13.9,17.9,128.9,"1,330","3,919",14.5,"1,405",725,2.0,9.334,1461.0
379,대조동,은평구,"25,591","6,268",,"6,560",949,15.8,16.8,106.5,"2,559","7,450",14.9,"1,222","1,091",7.0,7.667000000000002,1332.0
380,역촌동,은평구,"38,494","8,958",,"10,107","1,047",18.0,14.8,82.1,"2,376","7,421",14.6,"1,506","1,717",4.0,7.582999999999998,2018.0
381,청운효자동,종로구,"11,696","3,355","3,712",,455,20.0,19.0,94.9,794,"5,234",8.8,188,632,4.0,11.667,630.0
382,사직동,종로구,"8,499","2,806","2,119",,378,15.4,21.0,136.3,"3,437","45,313",11.7,102,530,24.0,9.833,358.0
383,삼청동,종로구,"2,831",902,755,,175,14.3,24.8,173.0,611,"4,646",17.3,50,32,3.0,9.833,134.0
384,부암동,종로구,"9,022","2,624","2,539",,314,15.8,19.5,123.2,502,"3,432",11.4,140,121,2.0,11.25,367.0
385,평창동,종로구,"15,744","5,596","3,746",,486,15.9,18.4,115.5,636,"2,499",15.3,124,58,5.0,9.917,611.0
386,무악동,종로구,"6,628","1,995","2,106",,238,21.3,18.8,88.2,610,"1,489",5.1,129,454,1.0,10.833,326.0
387,교남동,종로구,"7,552","1,654","2,085",,386,13.9,21.1,152.4,550,"4,477",7.6,136,222,2.0,12.583,426.0
388,가회동,종로구,"4,575","1,306","1,336",,205,15.2,21.6,141.9,547,"9,661",11.3,47,178,6.0,10.667,204.0
389,종로1.2.3.4가동,종로구,"7,318","1,794","1,618",,757,7.6,24.3,318.5,"15,825","92,396",9.1,563,267,61.0,10.833,436.0
390,종로5·6가동,종로구,"5,245","1,186","1,412",,331,10.1,19.6,193.4,"7,492","24,594",10.2,228,231,14.0,,
391,이화동,종로구,"7,830","1,613","2,448",,286,11.7,14.8,126.2,"1,077","13,368",13.3,184,260,6.0,9.334,346.0
392,혜화동,종로구,"9,995","2,705","3,227",,519,11.9,14.9,125.3,"1,670","9,144",17.2,218,333,6.0,8.334,631.0
393,명륜3가동,종로구,"5,464","1,125","1,944",,,,,,,,,,,,,
394,창신1동,종로구,"5,794","1,095","1,719",,376,10.0,16.4,164.1,"2,257","5,799",11.0,332,150,5.0,9.583,350.0
395,창신2동,종로구,"9,488","1,572","3,225",,394,11.5,15.6,135.2,860,"2,055",10.6,380,449,2.0,9.25,588.0
396,창신3동,종로구,"6,726","1,507","2,308",,198,17.4,15.4,88.5,274,728,9.1,183,116,,8.917,366.0
397,숭인1동,종로구,"6,099","1,247","1,864",,255,14.5,15.6,107.5,530,"1,744",13.8,210,218,1.0,8.167,314.0
