읍면동명,자치구,새누리당,더불어민주당,소득(동별),인구밀도,사업체수,장애등급,독거노인수,노령화지수
종암동,성북구,4798.473809015711,3344.3,487020.42108589475,29367.0,2022.0,1607.0,1310.0,118.5
월곡1동,성북구,3986.1414458906547,2965.4,318215.93317537004,34388.0,1351.0,1180.0,834.0,110.1
월곡2동,성북구,3302.858898584004,2604.7,236335.4740902064,15222.0,1589.0,935.0,632.0,155.2
장위1동,성북구,4088.0447236406235,3030.7,239621.2621214057,30326.0,928.0,1064.0,754.0,188.1
장위2동,성북구,2797.8073511727835,1166.9,163220.94601135398,22491.0,1478.0,752.0,723.0,267.0
장위3동,성북구,2018.4922735210675,2770.9,157511.02764944485,17983.0,628.0,580.0,425.0,141.7
석관동,성북구,4798.473809015711,3685.0,420006.4295265066,19680.0,2137.0,1665.0,1258.0,197.1
풍납1동,송파구,2784.9345455679395,2814.3,504675.5765031315,21273.0,752.0,697.0,586.0,185.6
풍납2동,송파구,2861.132333276212,1290.6,796125.1592897078,15817.0,1168.0,811.0,551.0,100.0
방이1동,송파구,1738.3383852485151,1819.2,530975.1637860239,33262.0,1382.0,431.0,289.0,94.8
방이2동,송파구,2885.021789437422,1613.2,842647.7788475871,32251.0,2940.0,795.0,665.0,146.0
오륜동,송파구,1258.2436701383372,1461.6,608202.0692304096,6071.0,522.0,310.0,217.0,79.0
송파1동,송파구,3051.5909945728376,1909.1,840815.167019806,33419.0,2535.0,687.0,518.0,134.4
송파2동,송파구,2056.8260262994113,2318.8,671604.0082546929,40019.0,893.0,518.0,305.0,96.9
잠실4동,송파구,2135.45097130654,2875.2,719251.9157769991,19288.0,495.0,597.0,469.0,63.4
잠실6동,송파구,1826.9869613945805,1534.0,563351.3060768218,6258.0,2620.0,357.0,251.0,104.8
거여1동,송파구,2018.4922735210675,2630.9,426741.3471953918,26155.0,839.0,610.0,389.0,157.8
거여2동,송파구,2714.263155424776,2532.3,548079.5408453132,32640.0,905.0,941.0,607.0,153.3
마천1동,송파구,4329.894763696347,2622.2,669803.5475116097,36800.0,960.0,1228.0,986.0,173.2
마천2동,송파구,4068.6056387627104,2965.4,653149.285638091,23240.0,1352.0,1216.0,708.0,201.4
오금동,송파구,4699.375098564726,2515.8,1316876.2781417954,24857.0,2378.0,1415.0,888.0,117.5
가락본동,송파구,2885.021789437422,1425.1,897336.7739187359,25091.0,3587.0,746.0,569.0,115.5
가락2동,송파구,3444.0108198282455,2685.4,1090404.0375297002,35891.0,1869.0,926.0,425.0,74.6
문정1동,송파구,2012.1535046199606,2294.3,687390.1908413678,38805.0,1370.0,598.0,317.0,117.6
장지동,송파구,4619.7832220266655,2310.3,1096769.9522998868,25469.0,1388.0,1489.0,740.0,89.3
위례동,송파구,2804.1461200738895,2330.3,909586.3371886407,11308.0,533.0,752.0,249.0,26.4
석촌동,송파구,4282.51790294853,2623.0,1102074.8812750424,36589.0,2570.0,1058.0,884.0,129.6
삼전동,송파구,3834.58876969287,3698.4,1055295.05303958,35200.0,2080.0,969.0,878.0,115.0
가락1동,송파구,1146.6276776062432,737.2,874734.5613761038,832.0,2800.0,14.0,11.0,91.5
문정2동,송파구,2146.306604832473,1958.1,965754.2821558936,13700.0,5153.0,525.0,298.0,133.2
잠실본동,송파구,3094.3350575953214,2103.3,954244.1938340412,31655.0,3037.0,842.0,618.0,134.9
잠실2동,송파구,1858.9491222045415,2814.7,1184863.9243721669,17004.0,757.0,564.0,379.0,38.4
잠실3동,송파구,2797.8073511727835,1021.7,1162100.956406045,24528.0,1589.0,712.0,561.0,86.2
잠실7동,송파구,558.5460710211084,1107.5,329355.711645415,17282.0,202.0,200.0,196.0,163.0
목1동,양천구,2825.0063966418174,2429.0,416833.9076996364,23020.0,2943.0,668.0,388.0,47.1
목2동,양천구,4106.697184064602,3030.7,408915.4783857944,30829.0,1145.0,1043.0,647.0,108.4
목3동,양천구,3287.0991882238486,1813.9,300445.97781782213,43832.0,1233.0,866.0,585.0,131.2
목4동,양천구,3302.858898584004,1983.8,351175.84955305856,47875.0,1352.0,875.0,583.0,89.6
목5동,양천구,2797.8073511727835,1057.6,557444.4426628097,23972.0,1537.0,743.0,453.0,49.0
신정1동,양천구,2075.47848672339,2305.1,280104.70120341174,30967.0,1148.0,577.0,382.0,67.4
신정2동,양천구,2762.618993641764,1277.9,268876.1088157507,40360.0,1110.0,728.0,454.0,82.7
신정6동,양천구,1858.9491222045415,2549.3,328303.27176455123,26563.0,758.0,470.0,243.0,58.2
신정7동,양천구,4384.819622113287,2101.2,401503.309306772,24953.0,1024.0,1390.0,1517.0,120.6
신월1동,양천구,4283.156879211771,3396.2,285271.151804902,34429.0,1853.0,1215.0,881.0,184.5
신월2동,양천구,4043.372201961173,2805.7,291125.5970844802,37464.0,1223.0,1039.0,861.0,128.0
신월3동,양천구,3647.554249492797,2532.3,218652.49731533352,19754.0,955.0,948.0,756.0,164.7
신월4동,양천구,3302.858898584004,2130.7,247470.38760505329,37183.0,1174.0,906.0,458.0,103.4
신월5동,양천구,2842.4798728522346,1366.9,202906.5059092839,22839.0,1013.0,736.0,432.0,115.3
신월6동,양천구,1294.4893547682843,1643.2,86583.48118577978,16622.0,1387.0,254.0,205.0,134.7
신월7동,양천구,3986.1414458906547,2965.4,283025.4333273698,18779.0,1384.0,1165.0,906.0,177.4
신정3동,양천구,4281.9042521596375,3668.1,629151.6615638963,17941.0,1795.0,2111.0,1170.0,87.4
신정4동,양천구,4316.98674439675,2510.3,464513.2369942944,35835.0,3043.0,1616.0,1110.0,161.6
영등포본동,영등포구,4043.372201961173,3239.4,1719939.30431477,24980.0,1482.0,1058.0,1026.0,145.9
영등포동,영등포구,4114.2863321903715,2668.6,1868607.4742023163,20723.0,6320.0,1068.0,1278.0,195.0
당산1동,영등포구,2885.021789437422,1511.2,1480418.3639403891,28481.0,3153.0,805.0,753.0,167.1
당산2동,영등포구,3517.2993948466237,3100.5,2494183.8612893126,23349.0,2245.0,929.0,688.0,104.8
도림동,영등포구,3347.531420263455,2130.7,1498933.057319903,24919.0,1052.0,908.0,822.0,165.4
문래동,영등포구,3437.011998796516,2950.6,2199807.1193406843,21648.0,5288.0,923.0,833.0,84.4
양평1동,영등포구,2885.021789437422,1425.1,1256177.2076933398,20408.0,3114.0,734.0,549.0,123.1
양평2동,영등포구,2878.9438796214204,2289.3,1575194.3222437003,7654.0,2102.0,636.0,448.0,86.1
신길3동,영등포구,2797.8073511727835,1245.7,1287287.3987994376,33775.0,1555.0,797.0,711.0,156.1
여의동,영등포구,3034.9263883918493,1425.1,2379791.9639036166,4044.0,8082.0,768.0,991.0,123.9
신길1동,영등포구,2861.132333276212,1290.6,1357973.6073524514,29842.0,1157.0,816.0,1024.0,238.5
신길4동,영등포구,1975.907819990014,2492.8,693922.4485214099,29786.0,484.0,533.0,517.0,228.0
신길5동,영등포구,1858.9491222045415,2770.9,747332.8651106395,24785.0,604.0,554.0,546.0,192.7
신길6동,영등포구,2797.8073511727835,1245.7,1348544.1910216212,29119.0,1282.0,782.0,695.0,163.3
신길7동,영등포구,1858.9491222045415,2565.9,1176405.7220916422,26900.0,594.0,492.0,340.0,81.9
대림1동,영등포구,2762.618993641764,1313.8,1135590.8032289965,34755.0,1094.0,760.0,690.0,205.2
대림2동,영등포구,2797.8073511727835,1131.0,1493908.6238005557,40420.0,1415.0,709.0,694.0,172.0
대림3동,영등포구,4093.4438502162484,4050.5,1987679.6658252128,31073.0,2140.0,1132.0,796.0,149.3
후암동,용산구,2804.1461200738895,1480.3,780401.8045953085,21748.0,859.0,807.0,775.0,160.9
용산2가동,용산구,1858.9491222045415,2565.9,497812.78644347296,6177.0,557.0,488.0,511.0,228.8
남영동,용산구,2153.3054258642023,2092.0,358537.97255386977,7144.0,1714.0,575.0,852.0,378.0
청파동,용산구,2854.3223253113138,1143.7,871624.703843846,22991.0,1881.0,824.0,740.0,233.9
원효로1동,용산구,1879.4903064927573,1823.2,693049.9877872068,27176.0,1815.0,444.0,378.0,97.6
원효로2동,용산구,2056.8260262994113,2318.8,621855.7324696211,21217.0,1010.0,496.0,444.0,128.6
효창동,용산구,1258.2436701383372,1461.6,428301.610447816,20577.0,462.0,307.0,250.0,127.9
용문동,용산구,1858.9491222045415,2549.3,532231.7585769157,45561.0,660.0,475.0,352.0,145.8
한강로동,용산구,2146.306604832473,1958.1,820669.4773724534,6624.0,4972.0,519.0,708.0,186.7
이촌1동,용산구,1858.9491222045415,2441.7,1230793.831143439,10259.0,813.0,538.0,632.0,89.8
이촌2동,용산구,1135.4845284143223,1384.6,379744.7720101719,7451.0,350.0,378.0,354.0,186.5
이태원1동,용산구,1406.7104218132952,1031.4,382311.4679761132,16342.0,1652.0,236.0,319.0,249.5
이태원2동,용산구,1268.946313473634,1563.4,454936.34071733843,12706.0,752.0,337.0,427.0,194.6
한남동,용산구,2878.9438796214204,2215.0,993016.7999379564,7869.0,2080.0,644.0,812.0,164.7
서빙고동,용산구,1090.9170481935457,1581.3,594211.1546069415,5092.0,385.0,408.0,408.0,119.3
보광동,용산구,2018.4922735210675,2891.1,668897.7995175293,22710.0,844.0,626.0,702.0,248.7
녹번동,은평구,4798.473809015711,3057.7,308447.18872632197,19498.0,1895.0,1528.0,1567.0,172.7
응암1동,은평구,3986.1414458906547,3096.6,208123.84737503575,21821.0,1600.0,1155.0,898.0,129.6
응암2동,은평구,2804.1461200738895,2330.3,193048.26671109657,27033.0,654.0,760.0,678.0,87.0
응암3동,은평구,4626.086523546347,2875.2,211729.05326035307,41932.0,1844.0,1336.0,1461.0,258.3
증산동,은평구,2842.4798728522346,1331.0,131387.92928239526,20262.0,1017.0,711.0,629.0,185.0
수색동,은평구,2018.4922735210675,2606.6,73510.63300689691,8733.0,625.0,594.0,651.0,230.2
신사1동,은평구,4068.6056387627104,2965.4,231654.6866848089,34436.0,1290.0,1217.0,841.0,151.9
신사2동,은평구,3834.58876969287,3035.2,177819.10104307433,22247.0,1691.0,977.0,809.0,150.7
역촌동,은평구,4501.496752258592,2805.4,395141.8818205567,42773.0,2511.0,2110.0,1671.0,142.8
갈현2동,은평구,4175.85447488618,3096.6,244402.24202370012,31971.0,1596.0,1208.0,923.0,147.5
구산동,은평구,3062.6370106817053,1982.1,273567.22595694003,24733.0,1205.0,2301.0,1052.0,155.8
갈현1동,은평구,3986.1414458906547,2855.2,200210.1779541261,25970.0,1457.0,1115.0,1064.0,198.7
진관동,은평구,4117.187239136517,3801.2,469145.6035247728,4899.0,1648.0,1906.0,1041.0,73.4
불광1동,은평구,4798.473809015711,3562.5,331808.2761894771,13286.0,1677.0,1682.0,1731.0,163.5
불광2동,은평구,4512.534385903199,2310.3,239075.2674083993,21677.0,1321.0,1492.0,1489.0,228.8
대조동,은평구,4359.769691633418,2515.8,240756.6190320452,38362.0,2530.0,1439.0,1466.0,197.0
청운효자동,종로구,2056.8260262994113,2318.8,2253477.740083508,5172.0,1016.0,500.0,440.0,135.9
사직동,종로구,1381.7037930329238,1425.3,1669880.3727127598,7982.0,3544.0,309.0,363.0,165.7
삼청동,종로구,1141.2849723528645,878.6,518695.8312354169,2062.0,753.0,118.0,154.0,221.7
부암동,종로구,1268.946313473634,1563.4,1811906.2807012158,4642.0,567.0,325.0,315.0,170.1
평창동,종로구,1858.9491222045415,2770.9,3241633.7544516763,2154.0,739.0,542.0,637.0,157.4
무악동,종로구,1268.946313473634,1563.4,1505474.6246776376,22944.0,531.0,318.0,231.0,112.2
교남동,종로구,951.1378866543821,1563.4,1855633.0451000857,30989.0,347.0,354.0,324.0,109.0
가회동,종로구,1141.2849723528645,1107.5,772448.7868414589,8419.0,747.0,175.0,197.0,228.9
종로1.2.3.4가동,종로구,1835.1520542081673,1479.3,1485677.0738671252,3601.0,15851.0,379.0,838.0,423.5
종로5·6가동,종로구,1531.6083919873508,1552.8,984196.5042060666,9328.0,7613.0,266.0,731.0,419.6
이화동,종로구,1422.1506958890538,1563.4,1474659.3064595358,11053.0,1289.0,330.0,405.0,243.6
혜화동,종로구,2153.3054258642023,2092.0,3606252.994596586,18184.0,1737.0,571.0,672.0,177.1
창신1동,종로구,1636.5911921516745,1580.5,1049786.650804372,20119.0,2302.0,319.0,459.0,343.8
창신2동,종로구,1904.9613579499467,2455.4,1691399.4496807074,38519.0,871.0,484.0,470.0,287.0
창신3동,종로구,819.2968390548608,1563.4,1260501.452474518,32343.0,264.0,318.0,215.0,152.6
숭인1동,종로구,1258.2436701383372,1298.1,1138445.2479123173,29230.0,507.0,275.0,379.0,203.5
숭인2동,종로구,1879.4903064927573,1656.6,1716705.8841950141,28823.0,1812.0,433.0,564.0,316.2
응봉동,중구,3007.1206193306825,1326.4,547538.9966269395,24041.0,1465.0,831.0,665.0,149.7
성수1가1동,중구,3007.1206193306825,1326.4,584754.6432426354,24041.0,1465.0,831.0,665.0,149.7
성수1가2동,중구,3007.1206193306825,1326.4,508939.9941533618,24041.0,1465.0,831.0,665.0,149.7
성수2가1동,중구,3007.1206193306825,1326.4,606618.4138745221,24041.0,1465.0,831.0,665.0,149.7
성수2가3동,중구,3007.1206193306825,1326.4,395606.03496739385,24041.0,1465.0,831.0,665.0,149.7
왕십리도선동,중구,3007.1206193306825,1326.4,940614.5025860128,24041.0,1465.0,831.0,665.0,149.7
왕십리2동,중구,3007.1206193306825,1326.4,605741.1638183044,24041.0,1465.0,831.0,665.0,149.7
행당1동,중구,3007.1206193306825,1326.4,562081.1033280864,24041.0,1465.0,831.0,665.0,149.7
행당2동,중구,3007.1206193306825,1326.4,835007.0919721159,24041.0,1465.0,831.0,665.0,149.7
마장동,중구,3007.1206193306825,1326.4,814391.7156510006,24041.0,1465.0,831.0,665.0,149.7
사근동,중구,3007.1206193306825,1326.4,459881.47177872725,24041.0,1465.0,831.0,665.0,149.7
송정동,중구,3007.1206193306825,1326.4,389566.5057342029,24041.0,1465.0,831.0,665.0,149.7
용답동,중구,3007.1206193306825,1326.4,457924.5293456262,24041.0,1465.0,831.0,665.0,149.7
소공동,중구,704.8533445771436,682.3,1084081.9191368548,3091.0,3918.0,31.0,57.0,70.7
회현동,중구,1659.2697331081204,1292.2,2087703.2426333388,7086.0,9425.0,329.0,478.0,372.5
명동,중구,1531.6083919873508,909.1,1245003.1104175963,3505.0,6770.0,126.0,157.0,318.6
필동,중구,1381.7037930329238,1096.7,1799326.7715328946,4425.0,3075.0,186.0,226.0,256.4
장충동,중구,1141.2849723528645,1107.5,2003682.4436460487,4157.0,855.0,194.0,186.0,202.1
광희동,중구,1531.6083919873508,907.2,2214802.502118349,8185.0,9253.0,231.0,375.0,385.8
을지로동,중구,1207.8402108639664,562.1,712752.7100531965,3168.0,9453.0,88.0,232.0,715.6
신당동,중구,1835.1520542081673,1360.7,3323805.8446836383,17125.0,12073.0,380.0,409.0,252.2
다산동,중구,2737.791958377179,2398.6,5367006.545480489,29633.0,1396.0,633.0,540.0,224.5
약수동,중구,3309.19766748511,2320.4,6322921.1441282565,37444.0,841.0,875.0,803.0,183.4
청구동,중구,2744.130727278285,2660.9,5196116.784828373,43659.0,785.0,638.0,619.0,179.6
신당5동,중구,1738.3383852485151,2217.4,3861396.550068417,24849.0,1305.0,450.0,421.0,175.3
동화동,중구,1783.0109069279663,1722.0,3939008.983031252,43150.0,938.0,432.0,254.0,128.7
황학동,중구,2153.3054258642023,2111.6,4866441.954903668,40545.0,1867.0,514.0,513.0,164.7
중림동,중구,2056.8260262994113,2318.8,4630756.493337627,27042.0,982.0,531.0,455.0,129.2
금호1가동,중구,3007.1206193306825,1326.4,538968.9383854284,24041.0,1465.0,831.0,665.0,149.7
금호2.3가동,중구,3007.1206193306825,1326.4,819857.6583089724,24041.0,1465.0,831.0,665.0,149.7
금호4가동,중구,3007.1206193306825,1326.4,515654.3311221048,24041.0,1465.0,831.0,665.0,149.7
옥수동,중구,3007.1206193306825,1326.4,919897.905104565,24041.0,1465.0,831.0,665.0,149.7
면목본동,중랑구,4871.762384034089,2805.4,360261.1176444365,36196.0,2511.0,1730.0,1162.0,181.3
면목2동,중랑구,4536.11391590213,3529.5,259966.06044935805,36277.0,2035.0,1280.0,786.0,159.7
면목3.8동,중랑구,4499.773482465957,4050.5,265661.1419846648,16251.0,2100.0,1259.0,978.0,211.8
면목4동,중랑구,4348.547224120325,2622.2,201136.76270506426,18676.0,1166.0,1242.0,710.0,176.1
면목5동,중랑구,1858.9491222045415,2455.4,98158.15923680457,15736.0,850.0,517.0,370.0,172.0
면목7동,중랑구,4043.372201961173,3239.4,217794.62771932952,25584.0,1485.0,1053.0,625.0,202.6
상봉2동,중랑구,2854.3223253113138,1143.7,196077.78102710415,28299.0,2102.0,824.0,686.0,207.3
망우3동,중랑구,3692.0980078362577,2826.0,179151.56138552068,18519.0,1115.0,966.0,672.0,186.4
상봉1동,중랑구,4403.472082537265,1967.1,254728.1756865193,30140.0,1148.0,1403.0,827.0,109.7
중화1동,중랑구,3251.91083069283,1813.9,208730.2047521398,30926.0,1096.0,865.0,522.0,141.8
중화2동,중랑구,4798.473809015711,3413.5,278234.05322753213,29245.0,2175.0,1596.0,1327.0,249.7
묵1동,중랑구,4447.395936557304,2441.5,358432.33055456495,30194.0,1513.0,1427.0,743.0,117.8
묵2동,중랑구,3444.0108198282455,2203.5,199715.47708630527,29079.0,1780.0,903.0,724.0,156.4
망우본동,중랑구,4257.209087766562,2851.0,310605.5725303138,11039.0,3856.0,1732.0,1016.0,194.6
신내1동,중랑구,4292.422018416323,3830.7,404897.4373216833,16310.0,1998.0,1909.0,822.0,96.8
신내2동,중랑구,4144.861463550241,1967.1,219603.53668865905,22605.0,1115.0,1447.0,704.0,131.7
