읍면동명,자치구,새누리당,더불어민주당,국민의당,독거노인수,노령화지수,사업체수,장애등급,인구밀도,소득(동별)
위례동,송파구,1778.0,3155,662.0,112.0,25.5,329,454.0,6799,909586.3371886407
석촌동,송파구,0.0,6719,2632.0,772.0,101.3,2663,1094.0,37284,1102074.8812750424
삼전동,송파구,0.0,7055,2365.0,643.0,90.4,2050,987.0,35633,1055295.05303958
가락1동,송파구,0.0,154,75.0,14.0,114.6,2865,22.0,685,874734.5613761038
문정2동,송파구,0.0,3755,1283.0,287.0,122.5,3823,464.0,10929,965754.2821558936
잠실본동,송파구,0.0,5937,1958.0,601.0,111.3,3149,838.0,32114,954244.1938340412
잠실2동,송파구,0.0,7011,1995.0,382.0,32.9,821,550.0,16905,1184863.9243721669
잠실3동,송파구,0.0,6679,2126.0,548.0,72.9,1580,713.0,24877,1162100.956406045
잠실7동,송파구,0.0,1726,545.0,219.0,129.5,199,204.0,17527,329355.711645415
목1동,양천구,5982.0,7560,0.0,363.0,41.9,2943,685.0,23376,416833.9076996364
목2동,양천구,5472.0,8047,0.0,602.0,88.0,1139,1007.0,31025,408915.4783857944
목3동,양천구,3943.0,4993,0.0,529.0,112.5,1242,836.0,41519,300445.97781782213
목4동,양천구,4275.0,6661,0.0,527.0,75.0,1326,867.0,49018,351175.84955305856
목5동,양천구,8975.0,10160,0.0,443.0,42.0,1525,730.0,24302,557444.4426628097
신정1동,양천구,3709.0,4343,0.0,351.0,60.7,1099,550.0,31220,280104.70120341174
신정2동,양천구,3697.0,5695,0.0,419.0,71.7,1104,743.0,41331,268876.1088157507
신정6동,양천구,5336.0,6637,0.0,258.0,49.0,738,471.0,26998,328303.27176455123
신정7동,양천구,6269.0,7645,0.0,914.0,104.4,991,1362.0,25979,401503.309306772
신월1동,양천구,4301.0,3521,1902.0,816.0,138.9,1775,1222.0,35889,285271.151804902
신월2동,양천구,4789.0,4039,1910.0,528.0,104.7,1239,1013.0,38593,291125.5970844802
신월3동,양천구,3033.0,2707,1278.0,755.0,126.7,958,901.0,21007,218652.49731533352
신월4동,양천구,4250.0,3670,1489.0,353.0,83.2,1164,875.0,38479,247470.38760505329
신월5동,양천구,3272.0,2740,1427.0,377.0,91.3,1010,745.0,23755,202906.5059092839
신월6동,양천구,2331.0,2092,788.0,172.0,114.7,1460,326.0,19383,86583.48118577978
신월7동,양천구,4692.0,4359,1974.0,755.0,132.2,1391,1129.0,19742,283025.4333273698
신정3동,양천구,9530.0,10287,4113.0,1012.0,74.1,1882,2205.0,19485,629151.6615638963
신정4동,양천구,6351.0,6303,3310.0,1004.0,129.5,3122,1533.0,35954,464513.2369942944
영등포본동,영등포구,4862.0,4786,1549.0,1010.0,121.2,1470,1033.0,25833,1719939.30431477
영등포동,영등포구,3509.0,3611,1009.0,1240.0,215.9,6524,979.0,16613,1868607.4742023163
당산1동,영등포구,4426.0,4951,1152.0,740.0,136.5,3183,808.0,28347,1480418.3639403891
당산2동,영등포구,7214.0,8847,1866.0,686.0,92.4,2306,943.0,23560,2494183.8612893126
도림동,영등포구,3625.0,4226,1085.0,802.0,132.7,984,902.0,25943,1498933.057319903
문래동,영등포구,6703.0,7562,1577.0,832.0,76.5,5403,909.0,21362,2199807.1193406843
양평1동,영등포구,3318.0,3960,922.0,540.0,106.6,3246,745.0,19697,1256177.2076933398
양평2동,영등포구,4350.0,5243,1083.0,434.0,74.0,2154,621.0,7534,1575194.3222437003
신길3동,영등포구,3328.0,2933,970.0,698.0,133.5,985,797.0,37729,1287287.3987994376
여의동,영등포구,8150.0,6062,1578.0,991.0,113.6,7966,716.0,4044,2379791.9639036166
신길1동,영등포구,3098.0,3675,1691.0,1022.0,193.4,1176,932.0,33085,1357973.6073524514
신길4동,영등포구,2006.0,2188,1123.0,524.0,186.3,491,550.0,33017,693922.4485214099
신길5동,영등포구,2395.0,2516,1425.0,548.0,162.5,655,671.0,32609,747332.8651106395
신길6동,영등포구,3614.0,4442,2150.0,713.0,131.6,1277,857.0,31549,1348544.1910216212
신길7동,영등포구,2507.0,2601,1095.0,330.0,72.7,533,345.0,20361,1176405.7220916422
대림1동,영등포구,2357.0,2650,1672.0,688.0,175.8,1128,755.0,36510,1135590.8032289965
대림2동,영등포구,2087.0,2502,1671.0,667.0,146.1,1390,718.0,41869,1493908.6238005557
대림3동,영등포구,4017.0,5618,2651.0,774.0,119.4,2807,1138.0,30621,1987679.6658252128
후암동,용산구,2869.0,4074,1176.0,785.0,140.9,840,840.0,22451,780401.8045953085
용산2가동,용산구,2013.0,2438,823.0,493.0,180.7,574,491.0,6503,497812.78644347296
남영동,용산구,1407.0,1559,584.0,701.0,323.7,1673,577.0,7363,358537.97255386977
청파동,용산구,2998.0,4356,1518.0,786.0,178.7,1915,830.0,24080,871624.703843846
원효로1동,용산구,2369.0,3034,945.0,389.0,95.5,1843,454.0,24944,693049.9877872068
원효로2동,용산구,2809.0,3125,1060.0,442.0,106.3,1190,522.0,21848,621855.7324696211
효창동,용산구,1716.0,2104,756.0,247.0,128.2,469,325.0,21741,428301.610447816
용문동,용산구,2217.0,2889,978.0,345.0,117.7,682,451.0,45936,532231.7585769157
한강로동,용산구,3092.0,2638,764.0,715.0,171.1,4892,499.0,5677,820669.4773724534
이촌1동,용산구,6288.0,4984,1603.0,645.0,79.7,823,543.0,10187,1230793.831143439
이촌2동,용산구,2193.0,1884,650.0,353.0,163.2,340,357.0,7689,379744.7720101719
이태원1동,용산구,1517.0,1365,379.0,327.0,213.0,1714,246.0,15449,382311.4679761132
이태원2동,용산구,1833.0,1911,496.0,409.0,181.4,733,344.0,12795,454936.34071733843
한남동,용산구,3353.0,3412,1090.0,793.0,147.6,2055,666.0,7785,993016.7999379564
서빙고동,용산구,3298.0,2017,763.0,428.0,107.1,415,393.0,5181,594211.1546069415
보광동,용산구,2916.0,2910,1027.0,662.0,201.9,836,651.0,23927,668897.7995175293
녹번동,은평구,5562.0,6937,0.0,1419.0,151.5,1900,1407.0,18474,308447.18872632197
응암1동,은평구,4777.0,6601,0.0,868.0,110.4,1680,1189.0,23158,208123.84737503575
응암2동,은평구,3399.0,4564,0.0,664.0,86.8,610,726.0,25605,193048.26671109657
응암3동,은평구,4556.0,5546,0.0,1363.0,198.6,1815,1277.0,43098,211729.05326035307
증산동,은평구,3543.0,4502,0.0,644.0,143.9,1130,798.0,23978,131387.92928239526
수색동,은평구,3246.0,3535,0.0,721.0,185.7,727,871.0,12440,73510.63300689691
신사1동,은평구,4638.0,6576,0.0,756.0,123.6,1290,1133.0,33821,231654.6866848089
신사2동,은평구,3576.0,4763,0.0,701.0,121.7,1639,918.0,22255,177819.10104307433
역촌동,은평구,7264.0,10441,0.0,1477.0,115.7,2523,2087.0,43624,395141.8818205567
갈현2동,은평구,0.0,4480,3395.0,881.0,120.0,1594,1196.0,32219,244402.24202370012
구산동,은평구,0.0,4668,3907.0,948.0,130.1,1209,2280.0,24857,273567.22595694003
갈현1동,은평구,0.0,3954,3075.0,993.0,156.8,1419,1115.0,26777,200210.1779541261
진관동,은평구,0.0,9906,6155.0,903.0,62.2,1539,1855.0,4667,469145.6035247728
불광1동,은평구,0.0,7103,5529.0,1576.0,128.1,1640,1597.0,13685,331808.2761894771
불광2동,은평구,0.0,4203,3835.0,1392.0,191.3,1347,1451.0,21653,239075.2674083993
대조동,은평구,0.0,4909,4107.0,1322.0,158.4,2553,1452.0,39394,240756.6190320452
청운효자동,종로구,2852.0,3760,370.0,429.0,118.0,1009,526.0,5491,2253477.740083508
사직동,종로구,2486.0,2383,263.0,383.0,144.8,3489,315.0,8141,1669880.3727127598
삼청동,종로구,680.0,707,85.0,156.0,221.3,751,126.0,2093,518695.8312354169
부암동,종로구,2175.0,2806,252.0,319.0,156.6,575,334.0,4865,1811906.2807012158
평창동,종로구,4619.0,4571,387.0,615.0,138.7,708,573.0,2194,3241633.7544516763
무악동,종로구,1840.0,2241,248.0,205.0,97.9,573,300.0,23656,1505474.6246776376
교남동,종로구,852.0,1166,117.0,253.0,206.0,302,247.0,13566,1855633.0451000857
가회동,종로구,1107.0,1359,172.0,196.0,198.6,770,182.0,8852,772448.7868414589
종로1.2.3.4가동,종로구,1590.0,1672,177.0,1089.0,368.0,15970,392.0,3714,1485677.0738671252
종로5·6가동,종로구,1106.0,1374,157.0,415.0,369.2,7691,838.0,9625,984196.5042060666
이화동,종로구,1476.0,2663,292.0,305.0,187.4,1248,318.0,11445,1474659.3064595358
혜화동,종로구,3458.0,5514,559.0,612.0,154.2,1736,572.0,18219,3606252.994596586
창신1동,종로구,1036.0,1511,165.0,414.0,273.9,2273,300.0,21258,1049786.650804372
창신2동,종로구,1525.0,2830,300.0,428.0,212.8,872,517.0,41158,1691399.4496807074
창신3동,종로구,1434.0,2234,249.0,215.0,127.3,283,325.0,33709,1260501.452474518
숭인1동,종로구,1218.0,1798,185.0,373.0,152.4,533,282.0,30909,1138445.2479123173
숭인2동,종로구,1594.0,2521,311.0,667.0,263.8,1881,472.0,28994,1716705.8841950141
응봉동,중구,3262.0,3483,1093.0,423.0,88.2,375,536.0,29686,547538.9966269395
성수1가1동,중구,2952.0,3302,1067.0,452.0,99.0,1546,612.0,8703,584754.6432426354
성수1가2동,중구,3150.0,4050,1175.0,442.0,108.7,2198,577.0,19128,508939.9941533618
성수2가1동,중구,3583.0,3274,1238.0,677.0,144.8,2626,862.0,16422,606618.4138745221
성수2가3동,중구,2410.0,2384,790.0,335.0,146.5,5056,455.0,11788,395606.03496739385
왕십리도선동,중구,3827.0,4350,1311.0,685.0,100.7,1906,888.0,31775,940614.5025860128
왕십리2동,중구,2836.0,3536,1116.0,546.0,117.1,780,653.0,41261,605741.1638183044
행당1동,중구,2975.0,3244,879.0,511.0,142.4,1451,557.0,24929,562081.1033280864
행당2동,중구,4778.0,6198,1462.0,616.0,83.5,582,879.0,61305,835007.0919721159
마장동,중구,5008.0,5064,1426.0,734.0,133.0,3238,1133.0,23178,814391.7156510006
사근동,중구,1940.0,2810,658.0,338.0,168.3,1088,403.0,11461,459881.47177872725
송정동,중구,2058.0,2159,784.0,361.0,140.6,695,536.0,17654,389566.5057342029
용답동,중구,2801.0,3190,1040.0,665.0,177.3,2055,806.0,7353,457924.5293456262
소공동,중구,241.0,158,183.0,54.0,71.6,3929,38.0,2733,1084081.9191368548
회현동,중구,1065.0,385,720.0,461.0,350.0,9697,336.0,7295,2087703.2426333388
명동,중구,546.0,303,362.0,157.0,288.1,6778,117.0,3560,1245003.1104175963
필동,중구,929.0,538,756.0,228.0,215.5,3159,190.0,4491,1799326.7715328946
장충동,중구,826.0,732,873.0,187.0,178.7,911,213.0,4298,2003682.4436460487
광희동,중구,1028.0,398,770.0,352.0,285.3,9380,251.0,8150,2214802.502118349
을지로동,중구,409.0,138,271.0,224.0,549.4,9442,99.0,3043,712752.7100531965
신당동,중구,1349.0,688,1345.0,385.0,199.8,12117,377.0,17144,3323805.8446836383
다산동,중구,2588.0,1522,2862.0,503.0,173.2,1387,670.0,31286,5367006.545480489
약수동,중구,3594.0,2009,3693.0,755.0,155.7,854,888.0,39158,6322921.1441282565
청구동,중구,2961.0,1774,2871.0,601.0,150.9,765,658.0,44803,5196116.784828373
신당5동,중구,1578.0,891,1864.0,411.0,146.8,1283,459.0,26062,3861396.550068417
동화동,중구,2166.0,1130,2183.0,256.0,113.5,970,443.0,44777,3939008.983031252
황학동,중구,1950.0,1257,2116.0,514.0,143.6,1963,542.0,40052,4866441.954903668
중림동,중구,1581.0,992,1548.0,440.0,179.6,1005,438.0,18546,4630756.493337627
금호1가동,중구,2394.0,1722,1997.0,512.0,129.4,535,620.0,29172,538968.9383854284
금호2.3가동,중구,3741.0,2550,3766.0,654.0,119.5,1008,968.0,39122,819857.6583089724
금호4가동,중구,2378.0,1842,2353.0,478.0,102.2,617,499.0,17330,515654.3311221048
옥수동,중구,4366.0,2936,3423.0,596.0,91.1,825,680.0,12741,919897.905104565
면목본동,중랑구,4798.0,8270,2095.0,1324.0,150.9,2498,1646.0,36474,360261.1176444365
면목2동,중랑구,3516.0,5818,1589.0,1012.0,127.4,2053,1279.0,37567,259966.06044935805
면목3.8동,중랑구,3836.0,6687,1509.0,1125.0,169.1,2090,1272.0,16849,265661.1419846648
면목4동,중랑구,3085.0,5374,1353.0,892.0,142.0,1102,1271.0,19961,201136.76270506426
면목5동,중랑구,1434.0,2628,633.0,405.0,137.0,873,529.0,16913,98158.15923680457
면목7동,중랑구,3340.0,5843,1239.0,854.0,164.2,1512,1035.0,26847,217794.62771932952
상봉2동,중랑구,2542.0,4012,1117.0,777.0,178.1,2131,861.0,28015,196077.78102710415
망우3동,중랑구,2568.0,3942,975.0,794.0,147.2,1107,957.0,18930,179151.56138552068
상봉1동,중랑구,4110.0,5309,1623.0,721.0,91.7,1124,1420.0,30767,254728.1756865193
중화1동,중랑구,3479.0,4430,1524.0,591.0,115.6,1061,861.0,31301,208730.2047521398
중화2동,중랑구,4508.0,4851,1964.0,1380.0,206.6,2126,1510.0,29161,278234.05322753213
묵1동,중랑구,5769.0,7291,2472.0,852.0,106.5,1471,1337.0,28763,358432.33055456495
묵2동,중랑구,3168.0,3888,1351.0,652.0,129.7,1815,869.0,28929,199715.47708630527
망우본동,중랑구,6104.0,5647,2040.0,1292.0,156.4,3871,1722.0,11470,310605.5725303138
신내1동,중랑구,7003.0,8803,2452.0,794.0,81.7,1945,1892.0,16610,404897.4373216833
신내2동,중랑구,4508.0,5982,1610.0,719.0,100.3,1136,1421.0,23748,219603.53668865905
신사동,강남구,5826.0,2436,0.0,361.0,92.8,4423,825.5,10744,1790880.8734531137
신사동,관악구,3501.0,0,3951.0,607.0,94.5,1498,415.0,49474,228961.48511184665
논현1동,강남구,4764.0,4152,0.0,443.0,113.8,5049,692.0,21321,2362019.188121032
논현2동,강남구,5199.0,3338,0.0,354.0,94.6,5086,555.0,15519,1986966.507371799
압구정동,강남구,10132.0,2406,0.0,619.0,82.1,3983,519.0,11711,2563032.900140849
청담동,강남구,8772.0,3878,0.0,463.0,72.3,3672,673.0,13644,2757389.3838486117
삼성1동,강남구,4550.0,1982,0.0,225.0,77.6,3657,367.0,8345,1410986.572113296
삼성2동,강남구,7897.0,4624,0.0,421.0,51.1,3054,670.0,26388,2829581.405154653
역삼1동,강남구,6115.0,5560,0.0,533.0,108.4,11473,824.0,15402,3184748.85847827
역삼2동,강남구,8076.0,4932,0.0,451.0,45.3,2799,707.0,30852,3023159.771267501
도곡1동,강남구,6872.0,3583,0.0,342.0,63.2,1426,452.0,22527,2016016.2309153085
도곡2동,강남구,11890.0,3252,0.0,409.0,54.1,1698,499.0,33754,2983908.061479545
대치1동,강남구,6916.0,2077,0.0,146.0,37.8,1040,250.0,26080,1807048.427925245
대치2동,강남구,13915.0,6028,0.0,431.0,56.5,3200,750.0,21597,3741794.598927165
대치4동,강남구,4454.0,3664,0.0,298.0,73.6,3272,426.0,30568,1927743.1126476813
개포1동,강남구,6878.0,4436,0.0,541.0,91.0,448,685.0,18388,2033480.6480456325
개포2동,강남구,9177.0,6951,0.0,471.0,46.5,1047,811.0,13944,3051950.122279372
개포4동,강남구,5424.0,4559,0.0,358.0,58.2,3307,669.0,16038,2086046.814457696
일원본동,강남구,6988.0,4130,0.0,300.0,39.4,481,584.0,8996,2016621.433489132
일원1동,강남구,4264.0,4299,0.0,493.0,98.3,868,1107.0,20602,1639147.9424446062
일원2동,강남구,5146.0,4262,0.0,455.0,71.0,573,1180.0,15494,1675805.9269161774
수서동,강남구,4510.0,4031,0.0,785.0,196.6,1492,2051.0,11770,1485772.3187357225
세곡동,강남구,2904.0,2136,0.0,252.0,77.0,400,754.0,2264,977142.7841926756
강일동,강동구,6402.0,7563,0.0,329.0,45.5,603,1545.0,12393,431810.6127126882
상일동,강동구,6735.0,5444,0.0,412.0,60.7,1237,991.0,10493,355085.2376705121
명일1동,강동구,7119.0,5508,0.0,467.0,54.7,1650,843.0,46954,363744.9295558251
명일2동,강동구,5649.0,3526,0.0,201.0,56.5,1265,494.0,19654,240426.3726642459
고덕1동,강동구,4329.0,4012,0.0,330.0,49.4,577,575.0,10149,258881.8676151609
고덕2동,강동구,3802.0,3566,0.0,423.0,83.4,1927,923.0,9036,231993.9030149906
암사1동,강동구,7458.0,7920,0.0,821.0,75.6,1947,1617.0,38994,498222.622929353
암사2동,강동구,3412.0,3829,0.0,824.0,47.1,784,496.0,14008,208855.10530977364
암사3동,강동구,5020.0,4019,0.0,232.0,42.3,575,572.0,7603,242307.2678405019
길동,강동구,10310.0,10470,0.0,508.0,73.4,3868,1950.0,31914,652708.496533524
천호1동,강동구,5686.0,6832,0.0,194.0,89.5,1555,1371.0,45089,410540.0867261685
천호2동,강동구,6563.0,8309,0.0,186.0,98.0,3404,1847.0,24510,486722.6530933176
천호3동,강동구,4972.0,6021,0.0,692.0,117.6,1862,1338.0,34139,343850.36044321075
성내1동,강동구,4039.0,4898,0.0,1023.0,58.2,2137,588.0,34736,260346.1886919777
성내2동,강동구,4940.0,6552,0.0,760.0,104.1,1954,1151.0,40540,345137.95311420487
성내3동,강동구,4598.0,6019,0.0,255.0,74.1,2372,890.0,36089,321405.852903726
둔촌1동,강동구,5102.0,4243,0.0,665.0,49.6,402,455.0,22020,256849.4909481997
둔촌2동,강동구,6186.0,6928,0.0,453.0,65.4,1575,1003.0,19256,376469.3747750607
번1동,강북구,3430.0,4539,0.0,604.0,117.8,1797,944.0,38585,158525.36860533973
번2동,강북구,3484.0,4636,0.0,617.0,120.3,669,1355.0,15902,150130.12991426585
수유1동,강북구,4152.0,4990,0.0,762.0,123.1,1601,1181.0,22016,178499.47557992843
수유2동,강북구,4991.0,5423,0.0,676.0,132.9,1340,1069.0,31982,175524.6085837131
수유3동,강북구,4424.0,5210,0.0,767.0,144.6,2484,1143.0,28141,181429.60773409548
우이동,강북구,4426.0,4472,0.0,671.0,138.1,979,982.0,1985,162812.45763497337
인수동,강북구,6283.0,7073,0.0,1100.0,130.5,1623,1669.0,11579,252975.53178342475
삼양동,강북구,5135.0,6654,0.0,990.0,92.7,1255,1641.0,33549,239801.1208001853
미아동,강북구,4366.0,5497,0.0,739.0,131.5,1952,1118.0,33719,188572.27084781547
송중동,강북구,6041.0,7505,0.0,941.0,123.8,1994,1598.0,27867,263204.898998481
송천동,강북구,5684.0,7165,0.0,1184.0,138.8,2246,1662.0,36697,242858.00167348929
삼각산동,강북구,5918.0,7695,0.0,505.0,41.3,730,1237.0,55713,251946.63041631266
번3동,강북구,3994.0,5212,0.0,607.0,126.0,815,2042.0,24778,160023.98581395947
등촌2동,강서구,4910.0,4600,0.0,309.0,68.7,734,718.0,24189,308003.2350066498
화곡본동,강서구,5112.0,7865,0.0,605.0,56.3,1377,1455.0,33339,506234.4021435836
화곡1동,강서구,8336.0,10625,0.0,901.0,93.7,3016,2127.0,46745,720433.1631209742
화곡2동,강서구,3166.0,4051,0.0,350.0,60.0,863,809.0,43960,284154.63991446525
화곡3동,강서구,5647.0,4713,0.0,391.0,91.2,1196,870.0,47573,333866.6252014499
화곡4동,강서구,3715.0,4627,0.0,493.0,79.7,1471,944.0,28543,319694.5290374736
화곡6동,강서구,5156.0,5087,0.0,439.0,69.8,1773,995.0,22924,346092.45670847787
화곡8동,강서구,4323.0,5952,0.0,515.0,75.6,1216,1057.0,52347,381550.1092966856
우장산동,강서구,8221.0,7973,0.0,535.0,48.1,1621,1207.0,29300,545899.8240957571
발산1동,강서구,5739.0,6766,0.0,463.0,41.9,2114,1314.0,11239,456330.5316087308
염창동,강서구,9398.0,10096,0.0,453.0,37.4,2156,1221.0,24537,584427.6406498554
등촌1동,강서구,4756.0,4928,0.0,486.0,70.2,1679,770.0,38485,306783.3930737737
등촌3동,강서구,8449.0,8634,0.0,1236.0,92.9,2225,3678.0,47457,517075.9186481342
가양1동,강서구,4914.0,4677,0.0,256.0,54.9,1037,653.0,4399,286580.61769108404
가양2동,강서구,4534.0,4225,0.0,716.0,203.3,629,2291.0,17967,249245.2308915952
가양3동,강서구,4141.0,4676,0.0,622.0,117.2,777,1640.0,19037,261347.70759642211
공항동,강서구,4073.0,4050,0.0,618.0,97.2,1835,983.0,2061,308181.4141653845
방화1동,강서구,7093.0,6343,0.0,616.0,70.3,1927,1269.0,29957,428973.1776983858
방화2동,강서구,5899.0,5269,0.0,3146.0,109.3,3106,1548.0,4073,359524.4240592484
방화3동,강서구,6399.0,6556,0.0,841.0,94.5,844,1969.0,11546,379357.1350353353
보라매동,관악구,0.0,5732,0.0,693.0,102.9,1280,825.5,36340,260629.25633046444
은천동,관악구,0.0,7906,0.0,771.0,77.8,1633,825.5,45250,327236.5519267507
성현동,관악구,0.0,7237,0.0,800.0,74.1,857,825.5,53851,305803.94433403976
중앙동,관악구,0.0,3416,0.0,454.0,138.3,1443,825.5,47747,134203.11554276693
청림동,관악구,0.0,3990,0.0,463.0,68.6,393,825.5,21884,154236.04263962738
행운동,관악구,0.0,7052,0.0,742.0,113.7,1435,825.5,44609,266656.6304657207
청룡동,관악구,0.0,7772,0.0,845.0,115.4,1986,825.5,63724,302269.75108201714
낙성대동,관악구,0.0,4332,0.0,410.0,87.9,1242,825.5,46992,160079.70870980324
인헌동,관악구,0.0,6352,0.0,537.0,82.5,1123,825.5,41694,253097.2256621689
남현동,관악구,0.0,3900,0.0,346.0,92.8,795,825.5,15566,160158.44073769485
신림동,관악구,0.0,4406,0.0,378.0,133.6,1752,825.5,36802,233939.098875215
조원동,관악구,2864.0,0,2836.0,498.0,113.7,2176,825.5,14625,169685.0161125774
미성동,관악구,5802.0,0,4787.0,736.0,86.9,1612,825.5,4378,303896.8796584434
난곡동,관악구,4525.0,0,4053.0,860.0,100.2,936,825.5,31878,275518.35760507424
난향동,관악구,2456.0,0,2716.0,409.0,62.0,379,825.5,26715,157394.07175839008
서원동,관악구,3164.0,0,4858.0,474.0,121.0,1267,825.5,13486,215095.90019982745
신원동,관악구,2955.0,0,3242.0,581.0,128.9,887,825.5,13388,178940.4033913889
서림동,관악구,3532.0,0,5228.0,532.0,124.9,844,825.5,7620,218997.50958201074
삼성동,관악구,4691.0,0,4929.0,1065.0,135.1,1160,825.5,9741,262667.5410525468
대학동,관악구,2995.0,0,5575.0,424.0,117.3,1596,825.5,24569,206636.58120303086
중곡1동,광진구,3091.0,4192,0.0,365.0,105.1,1631,695.0,27813,246085.2160048461
중곡2동,광진구,4228.0,5425,0.0,405.0,78.5,1725,895.0,42244,327723.72570110514
중곡3동,광진구,3511.0,4370,0.0,401.0,88.6,1374,807.0,31843,271254.6236205062
중곡4동,광진구,6439.0,7575,0.0,652.0,84.3,1550,1319.0,13914,454035.82002314366
능동,광진구,2195.0,2836,0.0,242.0,107.8,715,405.0,10298,160218.92227460176
구의2동,광진구,5380.0,6289,0.0,559.0,77.6,1330,1181.0,19960,384460.58743718977
광장동,광진구,8222.0,7259,0.0,457.0,36.9,1332,771.0,15523,503613.6341283464
군자동,광진구,3848.0,5073,0.0,484.0,105.7,1627,828.0,30036,315223.5775739548
구의1동,광진구,3534.0,5703,0.0,497.0,97.1,1835,827.0,42048,336559.7943321347
구의3동,광진구,6262.0,7241,0.0,473.0,66.0,2630,824.0,29447,427851.7442393272
자양1동,광진구,3552.0,5777,0.0,620.0,93.6,1705,941.0,45902,386053.0527566577
자양2동,광진구,4971.0,6835,0.0,470.0,69.3,1561,1037.0,17330,413660.48249858257
자양3동,광진구,6424.0,7575,0.0,477.0,53.3,1316,859.0,26913,456600.6756704282
자양4동,광진구,3843.0,6119,0.0,714.0,125.0,2056,1111.0,24878,417493.6733560628
화양동,광진구,2920.0,5257,0.0,443.0,132.3,2441,687.0,20681,342816.9147024332
고척1동,구로구,5464.0,6143,0.0,521.0,77.6,2476,1111.0,22128,589297.5141468835
고척2동,구로구,5958.0,7657,0.0,672.0,69.2,1456,1334.0,30951,713550.9482497522
개봉1동,구로구,6959.0,8293,0.0,789.0,88.4,1714,1521.0,26534,800011.762351967
개봉2동,구로구,7803.0,9162,0.0,571.0,75.0,1168,1339.0,43916,793395.7881072483
개봉3동,구로구,4291.0,5225,0.0,307.0,76.4,1046,924.0,27858,503810.97022454155
오류1동,구로구,4647.0,5072,0.0,628.0,99.4,1122,1026.0,36573,489310.2047566649
오류2동,구로구,8193.0,9734,0.0,659.0,60.8,1371,1849.0,8886,910421.4969222221
수궁동,구로구,5863.0,5792,0.0,560.0,70.8,1129,1193.0,9730,590838.2204778454
신도림동,구로구,7280.0,10655,0.0,425.0,46.5,2490,1056.0,26107,865831.6431085012
구로1동,구로구,3675.0,6883,0.0,274.0,42.0,715,586.0,22863,530388.1544336344
구로2동,구로구,5071.0,7790,0.0,1027.0,122.6,7722,1602.0,22488,930699.911131206
구로3동,구로구,3328.0,8611,0.0,2237.0,67.5,5592,944.0,28380,660713.7840761764
구로4동,구로구,3717.0,7293,0.0,769.0,96.7,1951,1310.0,66283,707931.9016309498
구로5동,구로구,5272.0,8853,0.0,3115.0,75.7,4555,1169.0,34249,804769.826021114
가리봉동,구로구,1894.0,3334,0.0,692.0,181.4,1016,857.0,50898,507186.9296850317
가산동,금천구,2755.0,4876,0.0,588.0,117.5,10942,834.0,9560,1213192.590573555
독산1동,금천구,4711.0,7375,0.0,693.0,93.3,3280,1707.0,17116,1807315.2702507388
독산2동,금천구,3160.0,4930,0.0,561.0,85.4,1245,945.0,39426,1182324.0321000079
독산3동,금천구,4123.0,5908,0.0,744.0,103.2,2233,1278.0,34513,1551921.6308045052
독산4동,금천구,2509.0,4020,0.0,399.0,82.3,1047,768.0,34527,988182.1549078884
시흥1동,금천구,5422.0,7275,0.0,967.0,94.1,3087,1605.0,22448,1848279.206338276
시흥2동,금천구,4225.0,5944,0.0,434.0,67.2,534,1173.0,20029,1227462.0185471757
시흥3동,금천구,2242.0,2857,0.0,339.0,113.9,3169,620.0,11982,623923.4578261741
시흥4동,금천구,3553.0,4887,0.0,547.0,82.5,908,1031.0,28174,1196593.4600736287
시흥5동,금천구,3677.0,4928,0.0,776.0,105.6,1206,1249.0,17341,1188682.17857805
월계1동,노원구,5359.0,4633,0.0,626.0,96.7,1387,1001.0,20143,180095.37515893005
월계2동,노원구,6710.0,5822,0.0,1109.0,94.7,1055,2216.0,15814,231003.0061939416
월계3동,노원구,8361.0,7597,0.0,825.0,70.9,939,1987.0,30757,268813.3305249514
공릉1동,노원구,8534.0,8211,0.0,930.0,81.7,2536,2231.0,28691,302341.8430488837
공릉2동,노원구,10611.0,8709,0.0,686.0,49.1,1780,1564.0,6930,348012.03299807553
상계1동,노원구,7918.0,0,10584.0,1647.0,80.7,2795,1954.0,7893,330840.3378963356
상계2동,노원구,4194.0,0,5248.0,483.0,88.6,2195,913.0,37043,169827.91639662994
상계3.4동,노원구,6760.0,0,9096.0,1450.0,118.8,1721,2180.0,6988,295978.3891695072
상계5동,노원구,4104.0,0,5776.0,631.0,93.9,1306,1106.0,55450,182614.08798662265
상계8동,노원구,4100.0,0,7448.0,396.0,36.9,590,804.0,40927,203919.4353173405
상계9동,노원구,4151.0,0,6670.0,482.0,51.5,730,777.0,30637,185117.98485650533
상계10동,노원구,3610.0,0,5516.0,393.0,56.9,460,592.0,25889,154767.49528280887
하계1동,노원구,7331.0,6635,0.0,869.0,83.7,891,2142.0,19921,229351.02689813141
하계2동,노원구,5550.0,5961,0.0,502.0,55.6,370,1084.0,50812,193007.48239030736
중계본동,노원구,6613.0,5967,0.0,495.0,46.5,1167,994.0,15234,225617.4055300223
중계1동,노원구,6400.0,6445,0.0,401.0,32.5,895,840.0,48395,227047.1454586832
중계2.3동,노원구,8775.0,10068,0.0,1256.0,86.5,1161,3310.0,24951,315550.2694364601
